name,dedication
Городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Модельная библиотека-филиал им. Ф. И. Васильева,им. Ф. И. Васильева
Библиотека им. Л. Н. Толстого г. Дзержинска,им. Л. Н. Толстого
Детская библиотека им. А. С. Пушкина г. Константиновска,им. А. С. Пушкина
Библиотека им. Л. Агакова − филиал № 17,им. Л. Агакова
Библиотека-филиал № 3 им. Шевченко,им. Т. Г. Шевченко
Жерлыкская поселенческая библиотека им. И. Ф. Котляра,им. И. Ф. Котляра
Филиал № 7 – библиотека им. А. П. Чехова г. Нижнего Новгорода,им. А. П. Чехова
Пермская краевая детская библиотека им. Л. И. Кузьмина,им. Л. И. Кузьмина
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Библиотека № 17 им. А. К. Горбунова г. Иркутска,им. А. К. Горбунова
Библиотека им. А. Т. Твардовского г. Гвардейска,им. А. Т. Твардовского
Районная библиотека им. А. И. Куприна с. Наровчат,им. А. И. Куприна
Центральная районная библиотека им. Г. Ибрагимова,им. Г. Ибрагимова
Красноярская городская библиотека им. Н. Гоголя,им. Н. В. Гоголя
Детская библиотека им. А. М. Матросова,им. А. М. Матросова
Центральная детская библиотека им. Е. И. Чекина,им. Е. И. Чекина
Астраханская областная научная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека-читальня им. А. С. Пушкина г. Москва,им. А. С. Пушкина
Библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Юрьянская центральная районная библиотека им. С. И. Сычугова,им. С. И. Сычугова
Библиотека № 37 им. В. А. Добрякова,им. В. А. Добрякова
Библиотека-филиал № 4 им. Ю. В. Бондарева,им. Ю. В. Бондарева
Библиотека № 4 им. А. А. Прокофьева,им. А. А. Прокофьева
Центральная модельная библиотека им. М. Ю. Лермонтова г. Ефремов,им. М. Ю. Лермонтова
Центральная библиотека им. Н. В. Гоголя г. Александрова,им. Н. В. Гоголя
Красноярская городская детская библиотека им. Л. Кассиля,им. Л. А. Кассиля
Детская библиотека им. З. И. Воскресенской г. Узловая,им. З. И. Воскресенской
Библиотека им. И. Л. Дроздова,им. И. Л. Дроздова
Библиотека им. С. Т. Аксакова,им. С. Т. Аксакова
Камчатская краевая детская библиотека им. В. Кручины,им. В. Кручины
Модельная библиотека-филиал им. Н. К. Крупской,им. Н. К. Крупской
Детская библиотека им. К. М. Станюковича г. Нижнего Новгорода,им. К. М. Станюковича
Центр семейного чтения им. В. Чапаева – филиал № 6,им. В. И. Чапаева
Детская библиотека № 1 им. В. Е. Сорочкина г. Брянска,им. В. Е. Сорочкина
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,им. Ф. Ф. Павленкова
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Библиотека им. А. М. Горького – филиал № 7 г. Краснодара,им. А. М. Горького
Библиотека-филиал № 6 им. В. В. Ходарева,им. В. В. Ходарева
Залазнинская сельская библиотека им. И. В. Алфимова,им. И. В. Алфимова
Национально-краеведческая библиотека – филиал № 42 им. Ф. Шафигуллина,им. Ф. Шафигуллина
Пионерская библиотека им. А. М. Казанцева,им. А. М. Казанцева
Центральная районная библиотека им. Г. А. Пирожникова,им. Г. А. Пирожникова
Бородулинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Черкизовская библиотека им. Д. Кедрина,им. Д. Кедрина
Библиотека им. А. М. Горького г. Екатеринбурга,им. А. М. Горького
Библиотека-филиал № 3 им. И. П. Котляревского,им. И. П. Котляревского
Детская библиотека № 6 им. В. В. Бианки,им. В. В. Бианки
Библиотека им. И. А. Гончарова,им. И. А. Гончарова
Библиотека № 11 им. А. С. Грибоедова,им. А. С. Грибоедова
Золотухинская детская модельная библиотека им. Героя Советского Союза В. В. Черинова,им. В. В. Черинова
Слудская библиотека им. А. В. Некрасова,им. А. В. Некрасова
Модельная детская библиотека-филиал № 17 им. С. Я. Маршака,им. С. Я. Маршака
Центральная библиотека им. И. И. Фешина,им. И. И. Фешина
Библиотека им. В. И. Лунина,им. В. И. Лунина
Воронежская областная универсальная научная библиотека им. И. С. Никитина на улице Орджоникидзе,им. И. С. Никитина
Библиотека-репозиторий (Никольская) МЦБС им. М.Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека им. Р. Солнцева,им. Р. Солнцева
Центральная городская библиотека им. Я. П. Гарелина,им. Я. П. Гарелина
Библиотека № 12 им. Н. А. Некрасова,им. Н. А. Некрасова
Центральная библиотека им. М. Н. Богданова г. Барыша,им. М. Н. Богданова
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),им. А. П. Гайдара
Библиотека семейного чтения им. П. П. Бажова,им. П. П. Бажова
Модельная библиотека-филиал № 2 им. В. В. Маяковского,им. В. В. Маяковского
Библиотека им. Саши Чекалина,им. Саши Чекалина
Библиотека им. А. С. Пушкина г. Октябрьска,им. А. С. Пушкина
Центральная районная детская библиотека им. В. П. Катаева,им. В. П. Катаева
Белохолуницкая детская библиотека им. Н. И. Марихина,им. Н. И. Марихина
Центральная районная библиотека им. М. Горького п. Сосьва,им. М. Горького
Межпоселенческая детская библиотека им. А. Л. Барто г. Иланского,им. А. Л. Барто
Специальная городская библиотека искусств им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека им. Ю. Р. Кисловского,им. Ю. Р. Кисловского
Библиотека № 3 им. В. Г. Гордейчева,им. В. Г. Гордейчева
Филиал № 7 – библиотека им. Ф. Э. Дзержинского г. Нижнего Новгорода,им. Ф. Э. Дзержинского
Угодичская библиотека им. А. Я. Артынова,им. А. Я. Артынова
Белоярская библиотека им. Г. Г. Кушникова,им. Г. Г. Кушникова
Библиотека № 6 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Детский отдел Центральной библиотеки им. В. А. Пазухина г. Кинешма,им. В. А. Пазухина
Библиотека № 7 им. Л. Н. Толстого,им. Л. Н. Толстого
Детский отдел им. Н. К. Крупской г. Морозовска,им. Н. К. Крупской
Историко-краеведческая библиотека им. И. И. Василёва,им. И. И. Василёва
Библиотека № 1 им. Н. К. Крупской «Переплет» г. Санкт-Петербурга,им. Н. К. Крупской
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Мокинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Владимирская сельская библиотека им. С. В. Афоньшина,им. С. В. Афоньшина
Петлинская сельская библиотека им. А. И. Поющева,им. А. И. Поющева
Детская центральная библиотека им. П. П. Ершова,им. П. П. Ершова
Центральная районная детская библиотека им. А. Пешкова,им. А. Пешкова
Некоузская центральная библиотека им. А. В. Сухово-Кобылина,им. А. В. Сухово-Кобылина
Детская библиотека – филиал № 1 им. А. С. Пушкина г. Советская Гавань,им. А. С. Пушкина
Библиотека № 39 им. А. Н. Корольковой,им. А. Н. Корольковой
Красноярская городская библиотека им. Ф. Достоевского,им. Ф. М. Достоевского
Библиотека им. А. С. Попова,им. А. С. Попова
Библиотека им. Володи Ульянова,им. В. Ульянова
Центральная детская библиотека им. Ю. С. Самсонова г. Иркутска,им. Ю. С. Самсонова
"Библиотека им. В. М. Комарова, филиал № 6",им. В. М. Комарова
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Библиотека-филиал № 4 им. Н. К. Крупской,им. Н. К. Крупской
Национальная библиотека Республики Дагестан им. Р. Гамзатова,им. Р. Гамзатова
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Центральная городская детская библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Пикшенская библиотека-филиал им. П. К. Любаева,им. П. К. Любаева
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Городская библиотека им. Ф. Н. Слепушкина,им. Ф. Н. Слепушкина
Библиотека им. П. Хузангая (филиал № 20),им. П. Хузангая
Михайловская центральная детская библиотека им. Б. И. Вронского,им. Б. И. Вронского
Центральная библиотека им. М. Ю. Лермонтова г. Тихорецка,им. М. Ю. Лермонтова
Тяжинская центральная окружная библиотека им. Н. И. Масалова,им. Н. И. Масалова
Библиотека им. А. Н. Островского г. Новошахтинска,им. А. Н. Островского
Библиотека № 8 для детей и юношества им. А. П. Гайдара г. Кирова,им. А. П. Гайдара
Библиотека № 17 им. А. С. Макаренко,им. А. С. Макаренко
Городская библиотека № 7 им. А. И. Куприна г. Пензы,им. А. И. Куприна
Красноярская городская библиотека им. В. Каверина,им. В. Каверина
Библиотека им. Л. Толстого,им. Л. Н. Толстого
Центральная городская библиотека им. К. Т. Хлебникова,им. К. Т. Хлебникова
Центральная городская библиотека им. Н. К. Крупской г. Тамбова,им. Н. К. Крупской
Центральная библиотека им. Героя Советского Союза А. Н. Пайкова п. Воскресенского,им. А. Н. Пайкова
Библиотека искусств им. А. П. Боголюбова (основное здание),им. А. П. Боголюбова
Емецкая библиотека им. Н. М. Рубцова,им. Н. М. Рубцова
Кобринская сельская библиотека им. В. Ю. Дербака,им. В. Ю. Дербака
Библиотека им. Н. Крупской г. Бузулука,им. Н. К. Крупской
Серафимовичская центральная районная библиотека им. А. С. Серафимовича,им. А. С. Серафимовича
Библиотека им. Д. С. Лихачёва г. Кирово-Чепецка,им. Д. С. Лихачёва
Мценская межпоселенческая районная библиотека им. И. С. Тургенева,им. И. С. Тургенева
Национальная детская библиотека Республики Коми им. С. Я. Маршака,им. С. Я. Маршака
Центральная детская библиотека им. Гагарина г. Орска,им. Ю. А. Гагарина
Шабуровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Э. Э. Баллиона,им. Э. Э. Баллиона
Библиотека им. С. Я. Маршака г. Санкт-Петербурга,им. С. Я. Маршака
Центральная детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека им. А. Н. Толстого Московского района Нижнего Новгорода,им. А. Н. Толстого
Библиотека № 18 им. А. И. Куприна,им. А. И. Куприна
Новосильский библиотечный филиал им. А. А. Ростовцевой,им. А. А. Ростовцевой
Центральная библиотека № 15 им. В. О. Ключевского,им. В. О. Ключевского
Борисоглебская детская городская библиотека им. Ю. Ф. Третьякова,им. Ю. Ф. Третьякова
Тумботинская поселковая библиотека им. В. В. Березина,им. В. В. Березина
Детская библиотека им. Ф. Э. Дзержинского,им. Ф. Э. Дзержинского
Библиотека – литературный музей им. Н. Н. Блинова,им. Н. Н. Блинова
Центральная детская и юношеская библиотека им. А. С. Пушкина г. Киржача,им. А. С. Пушкина
Центральная библиотека им. А. С. Пушкина г. Воркуты,им. А. С. Пушкина
Библиотека им. А. Ф. Краснова г. Комсомольска-на-Амуре,им. А. Ф. Краснова
Библиотека № 21 им. В. И. Балябина г. Читы,им. В. И. Балябина
Октябрьская библиотека им. Н. П. Гурьяновой,им. Н. П. Гурьяновой
Городская библиотека им. Б. Костюковского,им. Б. Костюковского
Центральная городская библиотека им. Л. М. Гержидовича,им. Л. М. Гержидовича
Библиотека-филиал № 13 им. Н. М. Овчинникова,им. Н. М. Овчинникова
Детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека им. И. М. Киселева,им. И. М. Киселева
Локосовская библиотека им. И. Е. Коровина,им. И. Е. Коровина
Родинская библиотека им. Ю. И. Макарова,им. Ю. И. Макарова
Чистопольский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Городская библиотека им. Е. Е. Аксеновой,им. Е. Е. Аксеновой
Библиотека семейного чтения им. А. Г. Николаева г. Новочебоксарска,им. А. Г. Николаева
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Половодовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека семейного чтения им. А. С. Пушкина г. Дзержинска,им. А. С. Пушкина
Тарусская районная детская библиотека им. Н. В. Богданова,им. Н. В. Богданова
Библиотека им. братьев Стругацких,им. братьев Стругацких
Центральная городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная межпоселенческая библиотека им. В. В. Юхнина с. Объячево,им. В. В. Юхнина
Центральная библиотека им. В. Т. Слипенчука с. Черниговка,им. В. Т. Слипенчука
Библиотека № 7 им. И. М. Ермакова,им. И. М. Ермакова
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
Детская библиотека № 3 им. И. А. Крылова,им. И. А. Крылова
Библиотека им. В. Яна (библиотека-филиал № 7),им. В. Яна
Красноярская городская библиотека им. И. Тургенева,им. И. С. Тургенева
Арбажская центральная библиотека им. А. П. Батуева,им. А. П. Батуева
Центральная библиотека им. К. Г. Паустовского,им. К. Г. Паустовского
Детский отдел Библиотеки им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Туртапинская сельская библиотека им. В. Л. Силаева,им. В. Л. Силаева
Детский информационный центр им. Л. Кассиля,им. Л. А. Кассиля
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Центральная городская библиотека им. Н. А. Островского,им. Н. А. Островского
Ставропольская краевая универсальная научная библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Ставропольская краевая детская библиотека им. А. Е. Екимцева,им. А. Е. Екимцева
Бахчисарайская центральная районная библиотека им. А.С. Пушкина,им. А. С. Пушкина
Аспинская модельная сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. И. А. Новикова,им. И. А. Новикова
Детская библиотека № 13 с. п. им. М. Горького,им. М. Горького
Библиотека им. Н. Ф. Гастелло г. Нижнего Новгорода,им. Н. Ф. Гастелло
Уржумская городская библиотека им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Библиотека-филиал № 16 «Зал семейного чтения им. А. П. Гайдара»,им. А. П. Гайдара
Камчатская краевая научная библиотека им. С. П. Крашенинникова,им. С. П. Крашенинникова
Центральная городская библиотека им. А. В. Потаниной г. Иркутска,им. А. В. Потаниной
Красноярская городская детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Библиотека «Новогородская» им. А. И. Курицына,им. А. И. Курицына
Центральная городская библиотека им. А. М. Каутского,им. А. М. Каутского
Моргаушская центральная районная детская библиотека им. А. Г. Николаева,им. А. Г. Николаева
Библиотека № 5 им. С. Я. Маршака,им. С. Я. Маршака
Детская библиотека им. А. П. Гайдара г. Орла,им. А. П. Гайдара
Детская библиотека им. Л. А. Кассиля,им. Л. А. Кассиля
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Библиотека им. А. И. Люкина Московского района Нижнего Новгорода,им. А. И. Люкина
Библиотека им. Ю. Ф. Федотова,им. Ю. Ф. Федотова
Приморская краевая библиотека им. А. М. Горького,им. А. М. Горького
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Центральная библиотека им. А. Н. Островского,им. А. Н. Островского
Центральная детская библиотека им. А. C. Макаренко г. Евпатории,им. А. C. Макаренко
Библиотека № 10 им. А. П. Гайдара,им. А. П. Гайдара
Cтаротимошкинская поселковая модельная библиотека им. З. Акчуриной-Гаспринской,им. З. Акчуриной-Гаспринской
Белгородская государственная специальная библиотека для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Зерноградская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека для детей № 16 им. Л. В. Дьяконова,им. Л. В. Дьяконова
Тамбовская областная универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Специализированная детская библиотека № 28 им. А. А. Пластова,им. А. А. Пластова
Каскаринская сельская детская библиотека им. А. А. Лиханова,им. А. А. Лиханова
Библиотека им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Библиотека № 26 им. Л. К. Татьяничевой,им. Л. К. Татьяничевой
Библиотека им. Н. Галушкина,им. Н. Галушкина
Детская библиотека № 6 им. В. Г. Короленко,им. В. Г. Короленко
Модельная библиотека им. Даута Юлтыя г. Белорецка,им. Даута Юлтыя
Центральная детская библиотека им. Л. А. Лихановой,им. Л. А. Лихановой
Библиотека им. С. Есенина г. Азова,им. С. А. Есенина
Библиотека № 17 им. Ф. Ф. Павленкова с. Фоки,им. Ф. Ф. Павленкова
Елабужский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотечно-информационный центр им. П. И. Бартенева,им. П. И. Бартенева
Нюрбинская центральная библиотека им. Ф. Г. Сафронова,им. Ф. Г. Сафронова
Библиотека им. Л. Толстого г. Нижний Новгород,им. Л. Н. Толстого
Библиотека им. Н. Н. Муравьева-Амурского г. Владивостока,им. Н. Н. Муравьева-Амурского
Дебесская районная библиотека им. С. П. Широбокова,им. С. П. Широбокова
Национальная библиотека им. А. С. Пушкина Республики Тыва,им. А. С. Пушкина
Яшкинская районная библиотека им. А. П. Саулова,им. А. П. Саулова
Центральная районная библиотека им. И. Г. Истомина,им. И. Г. Истомина
Модельная библиотека № 25 им. М. А. Осоргина,им. М. А. Осоргина
Библиотека р. п. им. Цюрупы,им. Цюрупы
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Детский информационный центр им. В. Чаплиной,им. В. Чаплиной
Качканарская городская библиотека им. Ф. Т. Селянина,им. Ф. Т. Селянина
Библиотека № 9 им. М. М. и Е. П. Нарышкиных,им. М. М. и Е. П. Нарышкиных
Центральная детская библиотека им. К. Минина,им. К. Минина
Детская библиотека № 16 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Детская библиотека им. Виталия Бианки,им. В. В. Бианки
Центральная городская библиотека им. А. И. Герцена,им. А. И. Герцена
Библиотека № 2 им. Федора Абрамова г. Санкт-Петербурга,им. Ф. А. Абрамова
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. Г. С. Ларковича № 5,им. Г. С. Ларковича
Колыванская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека № 19 им. И. С. Тургенева,им. И. С. Тургенева
Библиотека-филиал № 17 им. А. С. Грина,им. А. С. Грина
Центральная библиотека им. В. А. Пазухина г. Кинешмы,им. В. А. Пазухина
Центральная детская библиотека им. А. С. Пушкина г. Сарова,им. А. С. Пушкина
Чернухинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Томская областная библиотека им. А. С. Пушкина (корпус № 2),им. А. С. Пушкина
Библиотека им. В. Шукшина,им. В. М. Шукшина
Центральная библиотека им. А. С. Пушкина п. Переволоцкого,им. А. С. Пушкина
Детская библиотека – филиал № 7 им. Л. С. Мерзликина,им. Л. С. Мерзликина
Центральная межпоселенческая библиотека им. И. А. Куратова,им. И. А. Куратова
Емашинская сельская модельная библиотека им. Ф. Н. Баишева,им. Ф. Н. Баишева
Библиотеки им. Маяковского – филиал № 1,им. В. В. Маяковского
Межпоселенческая библиотека им. В. М. Клыкова,им. В. М. Клыкова
Библиотека семейного чтения им. В. Давыдова-Анатри г. Новочебоксарска,им. В. Давыдова-Анатри
Красноярская городская библиотека им. Н. Чернышевского,им. Н. Чернышевского
Чернавская модельная библиотека им. П. Н. Шубина,им. П. Н. Шубина
Воронежская областная специальная библиотека для слепых им. В. Г. Короленко,им. В. Г. Короленко
Библиотека-филиал № 16 им. Хусаина Ямашева,им. Хусаина Ямашева
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Центральная библиотека им. Александра Ероховца,им. А. Ероховца
Модельная центральная городская специализированная библиотека им. И. А. Гончарова,им. И. А. Гончарова
Библиотека-филиал № 17 им. М. А. Шолохова,им. М. А. Шолохова
Сысертская библиотека для детей и юношества им. П. П. Бажова,им. П. П. Бажова
Сосногорская межпоселенческая центральная библиотека им. Я. М. Рочева,им. Я. М. Рочева
Шушенская центральная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека им. К. Д. Воробьева,им. К. Д. Воробьева
Библиотека № 20 им. Е. А. Евтушенко г. Иркутска,им. Е. А. Евтушенко
Библиотека им. А. С. Грибоедова г. Нижнего Новгорода,им. А. С. Грибоедова
Библиотека им. П. Хузангая,им. П. Хузангая
Михайловская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Центральная городская детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Городская библиотека – филиал № 1 им. Маяковского,им. В. В. Маяковского
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Центральная библиотека им. Олега Чупрова,им. Олега Чупрова
Библиотека-филиал № 12 им. К. Д. Воробьева,им. К. Д. Воробьева
Центральная городская библиотека им. Ф. М. Достоевского г. Назарово,им. Ф. М. Достоевского
Центральная районная детская библиотека им. И. Крылова г. Нижнего Новгорода,им. И. А. Крылова
Центральная детская библиотека им. А. В. Ганзен,им. А. В. Ганзен
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Красноярская городская библиотека им. А. Блока,им. А. А. Блока
Библиотека-филиал № 14 им. А. С. Пушкина г. Оренбурга,им. А. С. Пушкина
Центральная библиотека им. А. Е. Ванеева с. Кослан,им. А. Е. Ванеева
Сельская модельная библиотека – филиал № 9 им. И. Д. Панаева,им. И. Д. Панаева
Кировская ордена Почёта государственная универсальная областная научная библиотека им. А. И. Герцена,им. А. И. Герцена
Библиотека им. Н. А. Некрасова г. Алдана,им. Н. А. Некрасова
Центральная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Центральная библиотека им. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Афипсипская сельская модельная библиотека им. К. Х. Жанэ,им. К. Х. Жанэ
Центральная детская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал им. Н. В. Гоголя г. Нижнего Новгорода,им. Н. В. Гоголя
Детская библиотека им. Зои Космодемьянской,им. З. Космодемьянской
Центральная районная библиотека им. И. Н. Сабирова,им. И. Н. Сабирова
Корткеросская центральная библиотека им. М. Н. Лебедева,им. М. Н. Лебедева
Центральная библиотека им. А. Фадеева,им. А. А. Фадеева
Центральная детская библиотека им. Г. Г. Поротова,им. Г. Г. Поротова
Центральная районная библиотека им. К. Мечиева,им. К. Мечиева
Библиотека им. И. С. Тургенева г. Орла,им. И. С. Тургенева
Центральная районная библиотека им. О. М. Куваева пос. Свеча,им. О. М. Куваева пос. Свеча
Красноярская городская библиотека им. К. Паустовского,им. К. Паустовского
Библиотека им. Н.А. Некрасова,им. Н. А. Некрасова
Михайловская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Ряжская городская библиотека № 2 им. В. Силкина,им. В. Силкина
Библиотека № 3 им. Леонида Беспрозванного,им. Леонида Беспрозванного
Красноярская городская библиотека им. А. Чехова,им. А. П. Чехова
Библиотека-филиал № 3 им. И. А. Бурмистрова,им. И. А. Бурмистрова
Усть-Вымская библиотека им. Н. М. Дьяконова,им. Н. М. Дьяконова
Геленджикский филиал Краснодарской библиотеки для слепых им. А. П. Чехова,им. А. П. Чехова
Библиотека им. А. Грина,им. А. С. Грина
Филиал № 3 – библиотека им. И. В. Мичурина г. Нижнего Новгорода,им. И. В. Мичурина
Лальская городская библиотека им. И. С. Пономарева,им. И. С. Пономарева
Библиотека им. М. Горького г. Кургана,им. М. Горького
Центральная детская библиотека им. С. Маршака г. Бузулука,им. С. Я. Маршака
Библиотека семейного чтения и досуга им. С. Я. Маршака,им. С. Я. Маршака
Центральная городская библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Библиотека им. В. И. Даля г. Нижнего Новгорода,им. В. И. Даля
Библиотека им. М. М. Зощенко,им. М. М. Зощенко
Подосиновская центральная библиотека им. А. А. Филева,им. А. А. Филева
Центральная городская библиотека им. А. И. Чечулина,им. А. И. Чечулина
Центральная городская библиотека им. А. И. Солженицына,им. А. И. Солженицына
Игринская центральная районная библиотека им. Кедра Митрея,им. Кедра Митрея
Молодежная библиотека им. А. С. Пушкина – филиал № 7,им. А. С. Пушкина
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Коношская центральная районная библиотека им. Иосифа Бродского,им. И. Бродского
Библиотека № 9 им. А. М. Васнецова г. Кирова,им. А. М. Васнецова
Библиотека № 17 им. Г. Я. Бакланова г. Воронежа,им. Г. Я. Бакланова
Культурный центр семейного чтения и досуга им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. Мерзликина – филиал № 4,им. Мерзликина
Библиотека № 9 им. Даниила Гранина г. Санкт-Петербурга,им. Д. А. Гранина
Ревдинская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Славянская межпоселенческая центральная библиотека им. Н. Я. Данилевского,им. Н. Я. Данилевского
Центральная городская библиотека им. Светланы Кузнецовой,им. Светланы Кузнецовой
Красноярская центральная городская детская библиотека им. Н. Островского,им. Н. А. Островского
Городская библиотека им. Я. И. Бередникова – филиал № 1,им. Я. И. Бередникова
Центральная библиотека им. Ф. Г. Сухова,им. Ф. Г. Сухова
Библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Калужская областная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Филиал № 6 – библиотека им. Г. И. Успенского г. Нижнего Новгорода,им. Г. И. Успенского
Центральная районная библиотека им. М. Б. Доржу,им. М. Б. Доржу
Читальный зал периодики Архангельской областной научной библиотеки им. Н. А. Добролюбова,им. Н. А. Добролюбова
Детская библиотека № 16 им. Аллы Стародубовой,им. А. Стародубовой
Центральная районная библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Национальная библиотека им. А. С. Пушкина Республики Мордовия,им. А. С. Пушкина
Иванцевская библиотека-филиал им. А. М. Бастракова,им. А. М. Бастракова
Светлогорская центральная библиотека им. А. З. Дмитровского,им. А. З. Дмитровского
Красноярская городская библиотека им. Ленинского комсомола,им. Ленинского комсомола
Библиотека им. А. Л. Барто,им. А. Л. Барто
Библиотека-филиал № 6 им. И. А. Гончарова,им. И. А. Гончарова
Павловская центральная детская библиотека им. Ф. И. Панферова,им. Ф. И. Панферова
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Билярская сельская библиотека им. Кул Гали,им. Кул Гали
Дульдургинская межпоселенческая центральная библиотека им. Ж. Тумунова,им. Ж. Тумунова
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Центральная городская библиотека им. А. С. Пушкина г. Ачинска,им. А. С. Пушкина
Библиотека им. Е. А. Никонова г. Нижнего Новгорода,им. Е. А. Никонова
Библиотека-филиал № 11 им. В. В. Маяковского,им. В. В. Маяковского
Филиал Вологодской библиотеки им. И. В. Бабушкина,им. И. В. Бабушкина
Областная детская библиотека им. И. А. Крылова,им. И. А. Крылова
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Ныровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Филиал № 11 - библиотека им. А. А. Ахматовой г. Нижнего Новгорода,им. А. А. Ахматовой
Библиотека № 6 им. А. М. Колчанова,им. А. М. Колчанова
Боровская сельская библиотека им. А. А. Грязева,им. А. А. Грязева
