name,dedication
Библиотека семейного чтения им. А. Н. Кузнецова г. Орлова,им. А. Н. Кузнецова
"Библиотека № 23 им. В. В. Розанова, г. Кострома",им. В. В. Розанова
Библиотека № 44 им. В. Г. Короленко (филиал № 1),им. В. Г. Короленко
Библиотека-филиал № 35 им. А. Ф. Пархаева пгт. Краснобродского,им. А. Ф. Пархаева
Курумканская центральная районная библиотека им. С. Д. Ангабаева,им. С. Д. Ангабаева
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Центральная библиотека им. А. Е. Ванеева с. Кослан,им. А. Е. Ванеева
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Центральная детская библиотека им. А. В. Мишина,им. А. В. Мишина
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Красноярская городская библиотека им. М. Светлова,им. М. Светлова
Детская библиотека им. А. Чехова,им. А. П. Чехова
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Сельская библиотека – филиал № 10 им. А. Я. Уваровского,им. А. Я. Уваровского
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Юношеская библиотека им. А. Гайдара,им. А. П. Гайдара
Городская библиотека им. А. Н. Ткалуна,им. А. Н. Ткалуна
Центральная городская библиотека им. Е. И. Носова,им. Е. И. Носова
Библиотека им. Г. Н. Хлебникова г. Комсомольска-на-Амуре,им. Г. Н. Хлебникова
Библиотека им. Н. Н. Старостина,им. Н. Н. Старостина
Воронежская областная универсальная научная библиотека им. И. С. Никитина на площади Ленина,им. И. С. Никитина
Центральная детская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Специализированная библиотека № 15 им. Н. Н. Благова,им. Н. Н. Благова
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Библиотека № 4 им. М. Соколова,им. М. Соколова
Библиотека им. А. С. Грибоедова г. Нижнего Новгорода,им. А. С. Грибоедова
Детская библиотека № 16 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Красноярская городская библиотека им. М. Булгакова,им. М. Булгакова
Библиотека им. П. Васильева,им. П. Васильева
Центральная библиотека им. Б. П. Корнилова,им. Б. П. Корнилова
Центральная детская библиотека им. А. Г. Казаковой пгт. Емельяново,им. А. Г. Казаковой
Центральная детская библиотека им. Е. И. Чекина,им. Е. И. Чекина
Детская библиотека № 8 им. П. П. Бажова,им. П. П. Бажова
Синегорская сельская библиотека им. Е. И. Кострова,им. Е. И. Кострова
Центральная детская библиотека им. А. C. Макаренко г. Евпатории,им. А. C. Макаренко
Библиотека им. И. М. Киселева,им. И. М. Киселева
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Дунайская библиотека – филиал № 8 им. Э. Горборукова,им. Э. Горборукова
Библиотека-филиал № 13 им. И. В. Кашпурова,им. И. В. Кашпурова
Детская библиотека № 11 им. П. Морозова г. Перми,им. П. Морозова
Библиотека-филиал № 11 им. Н. Ю. Корнеева г. Курска,им. Н. Ю. Корнеева
Славянская межпоселенческая центральная библиотека им. Н. Я. Данилевского,им. Н. Я. Данилевского
Библиотека № 7 им. В. А. Закруткина,им. В. А. Закруткина
Модельная детская библиотека-филиал № 17 им. С. Я. Маршака,им. С. Я. Маршака
Центральная библиотека им. Горького,им. М. Горького
Барсаевская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. А. Н. Радищева,им. А. Н. Радищева
Староюрьевская районная библиотека им. Ю. А. Ознобишина,им. Ю. А. Ознобишина
Центральная библиотека им. И. И. Фешина,им. И. И. Фешина
Кувинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Городская библиотека им. Н. В. Гоголя г. Саки,им. Н. В. Гоголя
Городская библиотека № 17 г. Пензы им. А. Б. Мариенгофа,им. А. Б. Мариенгофа
Красноярская городская детская библиотека им. К. Чуковского,им. К. И. Чуковского
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Библиотека им. М. Е. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Центральная городская библиотека им. Горького,им. М. Горького
Библиотека № 3 им. Леонида Беспрозванного,им. Леонида Беспрозванного
Детская библиотека им. А. П. Гайдара г. Курган,им. А. П. Гайдара
Томская областная библиотека им. А. С. Пушкина (корпус № 2),им. А. С. Пушкина
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Библиотека им. В. В. Бианки г. Новосибирска,им. В. В. Бианки
Турочакская центральная библиотека им. В. М. Башунова,им. В. М. Башунова
Красноярская городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Национальная библиотека Чеченской Республики им. А. А. Айдамирова,им. А. А. Айдамирова
Центральная городская муниципальная библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Центральная городская библиотека им. В. В. Верещагина,им. В. В. Верещагина
Одоевская районная библиотека им. Н. В. Денисова,им. Н. В. Денисова
Молодежная библиотека им. А. П. Чехова г. Благовещенска,им. А. П. Чехова
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Библиотека им. М. И. Платова г. Шахты,им. М. И. Платова
Детская библиотека № 8 им. Н. Островского,им. Н. А. Островского
Библиотека им. Н. Ф. Гастелло г. Нижнего Новгорода,им. Н. Ф. Гастелло
Библиотека им. А. В. Селиванова г. Сергиева Посада,им. А. В. Селиванова
Библиотека им. П. П. Бажова г. Новосибирска,им. П. П. Бажова
Детский отдел Центральной библиотеки им. В. А. Пазухина г. Кинешма,им. В. А. Пазухина
Клинская центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Карпогорская центральная библиотека им. Ф. А. Абрамова,им. Ф. А. Абрамова
Библиотека им. В. И. Даля,им. В. И. Даля
Центральная городская библиотека им. Л. М. Гержидовича,им. Л. М. Гержидовича
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. А. В. Ганзен,им. А. В. Ганзен
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Библиотека им. М. Горького,им. М. Горького
Нагорская центральная библиотека им. Г. И. Обатурова,им. Г. И. Обатурова
Центральная городская библиотека им. А. И. Герцена,им. А. И. Герцена
Центральная детская библиотека им. А. М. Горького,им. А. М. Горького
Сысертская библиотека для детей и юношества им. П. П. Бажова,им. П. П. Бажова
Библиотека им. Л. А. Никоновой г. Новокузнецка,им. Л. А. Никоновой
Красноярская центральная городская детская библиотека им. Н. Островского,им. Н. А. Островского
Модельная библиотека им. В. В. Куйбышева г. Новосибирска,им. В. В. Куйбышева
Центральная городская библиотека «Smart-библиотека им. Н. Д. Неустроева»,им. Н. Д. Неустроева
Библиотека им. А. П. Чехова,им. А. П. Чехова
Библиотека «Родник» им. С. А. Золотцева,им. С. А. Золотцева
Библиотека им. Ю. Ф. Федотова,им. Ю. Ф. Федотова
Детская библиотека им. З. И. Воскресенской г. Узловая,им. З. И. Воскресенской
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Красненская сельская библиотека-клуб им. Г. С. Малеванкиной,им. Г. С. Малеванкиной
Библиотека № 7 им. Л. Н. Толстого,им. Л. Н. Толстого
Пишнурская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 17 им. А. С. Грина,им. А. С. Грина
Центральная городская библиотека им. А. С. Пушкина Минусинска,им. А. С. Пушкина
Библиотека № 6 им. З. К.Тоболкина,им. З. К.Тоболкина
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Детская библиотека-филиал им. А. П. Бринского,им. А. П. Бринского
Республиканская детская библиотека Республики Татарстан им. Роберта Миннуллина,им. Роберта Миннуллина
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Библиотека-филиал № 24 им. В. М. Шукшина,им. В. М. Шукшина
Межпоселенческая детская библиотека им. А. Л. Барто г. Иланского,им. А. Л. Барто
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Владимирская сельская библиотека им. С. В. Афоньшина,им. С. В. Афоньшина
Библиотека № 21 им. В. И. Балябина г. Читы,им. В. И. Балябина
Библиотека им. А. Н. Толстого Московского района Нижнего Новгорода,им. А. Н. Толстого
Центральная детская библиотека им. С. Маршака г. Бузулука,им. С. Я. Маршака
Межпоселенческая центральная библиотека им. А. Т. Черкасова,им. А. Т. Черкасова
Пермская краевая детская библиотека им. Л. И. Кузьмина,им. Л. И. Кузьмина
Городская центральная библиотека им. Г. Н. Айги,им. Г. Н. Айги
Библиотека им. И. С. Тургенева г. Орла,им. И. С. Тургенева
Библиотека № 17 им. А. С. Макаренко,им. А. С. Макаренко
Центральная районная библиотека им. Г. А. Пирожникова,им. Г. А. Пирожникова
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Порезская сельская библиотека им. В. Г. Шумихина,им. В. Г. Шумихина
Мценская межпоселенческая районная библиотека им. И. С. Тургенева,им. И. С. Тургенева
"Библиотека им. Н. А. Некрасова, филиал № 5 г. Нижнего Новгорода",им. Н. А. Некрасова
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Молодежная библиотека им. А. С. Пушкина – филиал № 7,им. А. С. Пушкина
Тамбовская областная универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. В. Маяковского г. Чебоксары,им. В. В. Маяковского
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 2),им. И. З. Сурикова
Детская библиотека им. К. М. Станюковича г. Нижнего Новгорода,им. К. М. Станюковича
Курская областная универсальная научная библиотека им. Н. Н. Асеева,им. Н. Н. Асеева
