name,dedication
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Центральная библиотека им. Г. Поротова,им. Г. Г. Поротова
Библиотека им. А. М. Горького г. Екатеринбурга,им. А. М. Горького
Центральная городская библиотека им. М. В. Ломоносова,им. М. В. Ломоносова
Аннинская центральная библиотека им. Е. П. Ростопчиной,им. Е. П. Ростопчиной
Павловская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-филиал № 9 им. А. Ахматовой,им. А. А. Ахматовой
Библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Модельная библиотека-филиал им. В. В. Маяковского,им. В. В. Маяковского
Нагорская городская библиотека им. В. А. Норсеева,им. В. А. Норсеева
Центральная библиотека им. Р. Гамзатова г. Кизилюрта,им. Р. Гамзатова
Нагорская центральная библиотека им. Г. И. Обатурова,им. Г. И. Обатурова
Красноярская городская библиотека им. Н. Чернышевского,им. Н. Чернышевского
Библиотека искусств им. А. П. Боголюбова (основное здание),им. А. П. Боголюбова
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Библиотека им. Н. А. Некрасова г. Алдана,им. Н. А. Некрасова
Детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Славянская межпоселенческая центральная библиотека им. Н. Я. Данилевского,им. Н. Я. Данилевского
Центральная библиотека им. П. Д. Аввакумова,им. П. Д. Аввакумова
Детская библиотека № 16 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Центральная детская библиотека им. П. П. Бажова,им. П. П. Бажова
Центральная районная библиотека им. И. Н. Сабирова,им. И. Н. Сабирова
Центральная детская библиотека им. А. П. Чехова г. Лесосибирска,им. А. П. Чехова
Библиотека № 26 им. Л. К. Татьяничевой,им. Л. К. Татьяничевой
Городской центр истории новосибирской книги им. Н. П. Литвинова,им. Н. П. Литвинова
Библиотека № 6 им. Ф. Ф. Павленкова с. Ваньки,им. Ф. Ф. Павленкова
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Центральная городская библиотека им. А. С. Пушкина г. Кострома,им. А. С. Пушкина
Библиотека № 37 им. В. А. Добрякова,им. В. А. Добрякова
Библиотека им. В. В. Маяковского,им. В. В. Маяковского
Центральная библиотека им. И. И. Фешина,им. И. И. Фешина
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Центральная детская библиотека № 46 им. И. З. Сурикова – филиал № 3,им. И. З. Сурикова
Библиотека № 10 им. А. П. Гайдара,им. А. П. Гайдара
Дивногорская городская библиотека им. В. Г. Распутина,им. В. Г. Распутина
Библиотека им. В. И. Даля,им. В. И. Даля
Библиотека № 9 им. Даниила Гранина г. Санкт-Петербурга,им. Д. А. Гранина
Библиотека им. А. П. Чехова г. Дзержинска,им. А. П. Чехова
Орловская областная научная универсальная публичная библиотека им. И. А. Бунина,им. И. А. Бунина
Центральная городская библиотека им. А. В. Потаниной г. Иркутска,им. А. В. Потаниной
Карсунская центральная библиотека им. Н. М. Языкова,им. Н. М. Языкова
Библиотека № 9 им. А. В. Жигулина,им. А. В. Жигулина
Городская библиотека семейного чтения им. Дмитриева,им. Дмитриева
Верхнетагильская городская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 18 им. А. М. Горького,им. А. М. Горького
Библиотечный центр «Дом семьи» им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Красноярская городская библиотека им. А. Серафимовича,им. А. С. Серафимовича
Красноярская городская библиотека им. М. Светлова,им. М. Светлова
Центральная районная библиотека им. Г. Ибрагимова,им. Г. Ибрагимова
Качканарская городская библиотека им. Ф. Т. Селянина,им. Ф. Т. Селянина
Библиотека им. В. Шукшина,им. В. М. Шукшина
Центральная библиотека им. А. С. Пушкина г. Ногинска,им. А. С. Пушкина
Библиотека им. В. И. Даля г. Нижнего Новгорода,им. В. И. Даля
Детский информационный центр им. А. Гайдара,им. А. П. Гайдара
Библиотека им. А. Штанько,им. А. Штанько
Центральная библиотека им. И. А. Мухлынина,им. И. А. Мухлынина
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Библиотека им. М. Горького г. Лесосибирска,им. М. Горького
Библиотека семейного чтения им. И. Зуева,им. И. Зуева
Библиотека им. М. Горького г. Кургана,им. М. Горького
Рожкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Н. А. Островского,им. Н. А. Островского
Городская библиотека им. Е. Е. Аксеновой,им. Е. Е. Аксеновой
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Калужская областная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Городская библиотека им. А. Н. Ткалуна,им. А. Н. Ткалуна
Межпоселенческая библиотека им. Е. И. Овсянкина,им. Е. И. Овсянкина
Библиотека № 7 им. Л. Н. Толстого,им. Л. Н. Толстого
Краснобаковская центральная библиотека им. Н. Г. Тумакова,им. Н. Г. Тумакова
Библиотека национальных литератур России и зарубежных стран им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека № 17 им. Ф. Ф. Павленкова с. Фоки,им. Ф. Ф. Павленкова
Библиотека им. В. Маяковского г. Пушкино,им. В. В. Маяковского
Центральная районная детская библиотека им. И. Крылова г. Нижнего Новгорода,им. И. А. Крылова
Красноярская городская библиотека им. Т. Шевченко,им. Т. Г. Шевченко
Библиотека № 21 им. А. Ф. Кучина,им. А. Ф. Кучина
Библиотека № 16 им. А. М. Горького г. Саранска,им. А. М. Горького
Библиотека им. А. С. Макаренко,им. А. С. Макаренко
Библиотека им. А. В. Селиванова г. Сергиева Посада,им. А. В. Селиванова
Библиотека № 11 им. Я. Гашека,им. Я. Гашека
Красноярская городская детская библиотека им. Б. Житкова,им. Б. Житкова
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Асовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Центральная городская библиотека им. А. И. Чечулина,им. А. И. Чечулина
Модельная специализированная детская библиотека № 24 им. А. С. Пушкина,им. А. С. Пушкина
Модельная библиотека № 11 им. Л. С. Абдуллиной,им. Л. С. Абдуллиной
Черкизовская библиотека им. Д. Кедрина,им. Д. Кедрина
Библиотека им. А. Н. Толстого Московского района Нижнего Новгорода,им. А. Н. Толстого
Библиотека им. М. Горького,им. М. Горького
Красноярская городская библиотека им. Ленинского комсомола,им. Ленинского комсомола
Кайская сельская библиотека-филиал им. М. М. Синцова,им. М. М. Синцова
Библиотека им. А. М. Горького – филиал № 7 г. Краснодара,им. А. М. Горького
Детская библиотека № 6 им. В. Г. Короленко,им. В. Г. Короленко
Библиотека им. Л. Толстого,им. Л. Н. Толстого
Центральная районная библиотека им. М. Б. Доржу,им. М. Б. Доржу
Библиотека-филиал № 12 им. К. Д. Воробьева,им. К. Д. Воробьева
Центральная районная детская библиотека им. А. В. Кольцова,им. А. В. Кольцова
Детская библиотека им. А. Чехова,им. А. П. Чехова
Центральная районная библиотека им. О. М. Куваева пос. Свеча,им. О. М. Куваева пос. Свеча
Центральная городская библиотека им. Л. Н. Толстого г. Севастополя,им. Л. Н. Толстого
Библиотека им. Д. С. Лихачева,им. Д. С. Лихачева
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Национальная библиотека им. А. С. Пушкина Республики Мордовия,им. А. С. Пушкина
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Детская библиотека им. А. С. Пушкина п. Сосьва,им. А. С. Пушкина
Центральная городская библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека им. А. Н. Радищева,им. А. Н. Радищева
Центральная межпоселенческая библиотека им. Н. С. Устиновича,им. Н. С. Устиновича
Детская центральная библиотека им. П. П. Ершова,им. П. П. Ершова
Филиал № 9 – библиотека им. В. И. Чапаева г. Нижнего Новгорода,им. В. И. Чапаева
Библиотека им. М. Горького г. Новочеркасск,им. М. Горького
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Юрьянская центральная районная библиотека им. С. И. Сычугова,им. С. И. Сычугова
Библиотека им. М. Сеспеля – филиал № 13 г. Чебоксары,им. М. Сеспеля
Красноярская городская библиотека им. С. Есенина,им. С. А. Есенина
Хватовская сельская библиотека-филиал им. М. В. Шестерикова,им. М. В. Шестерикова
Городская библиотека № 7 им. А. И. Куприна г. Пензы,им. А. И. Куприна
Центральная детская библиотека им. А. Г. Казаковой пгт. Емельяново,им. А. Г. Казаковой
Алтынайская сельская библиотека им. К. А. Некрасовой,им. К. А. Некрасовой
Юношеская библиотека № 14 им. И. Сельвинского,им. И. Сельвинского
Библиотека-филиал № 13 им. И. В. Кашпурова,им. И. В. Кашпурова
Коношская центральная районная библиотека им. Иосифа Бродского,им. И. Бродского
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
Красноярская городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,им. А. П. Гайдара
Национальная библиотека Чеченской Республики им. А. А. Айдамирова,им. А. А. Айдамирова
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Красноярская городская детская библиотека им. О. Кошевого,им. О. Кошевого
Детская библиотека № 11 им. П. Морозова г. Перми,им. П. Морозова
Красноярская городская библиотека им. А. Фадеева,им. А. А. Фадеева
Арзамасская центральная районная библиотека им. И. Н. Сахарова,им. И. Н. Сахарова
Цепочкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детское отделение Мценской межпоселенческой районной библиотеки им. И. С. Тургенева,им. И. С. Тургенева
Библиотека-филиал № 35 им. А. Ф. Пархаева пгт. Краснобродского,им. А. Ф. Пархаева
Яшкинская районная библиотека им. А. П. Саулова,им. А. П. Саулова
Библиотека № 1 им. Н. К. Крупской «Переплет» г. Санкт-Петербурга,им. Н. К. Крупской
Городская библиотека им. В. А. Замыслова,им. В. А. Замыслова
Центральная библиотека семейного чтения им. Н. Войновской,им. Н. Войновской
Викторопольская модельная библиотека – филиал № 1 им. Н. П. Таволжанского,им. Н. П. Таволжанского
Специализированная библиотека № 4 им. Е. А. Евтушенко,им. Е. А. Евтушенко
Библиотека-филиал № 11 им. К. Станюковича,им. К. Станюковича
Центральная городская библиотека им. Е. И. Носова,им. Е. И. Носова
Библиотека № 11 им. Ф. Ф. Павленкова с. Зипуново,им. Ф. Ф. Павленкова
Национальная библиотека Республики Дагестан им. Р. Гамзатова,им. Р. Гамзатова
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Библиотека им. Л. Толстого г. Нижний Новгород,им. Л. Н. Толстого
Библиотека им. В. М. Шукшина г. Новочеркасска,им. В. М. Шукшина
Центральная районная библиотека им. Н. В. Гоголя г. Санкт-Петербурга,им. Н. В. Гоголя
Зашижемская сельская библиотека им. Ю. С. Розадорского,им. Ю. С. Розадорского
Ичалковская сельская библиотека им. В. В. Кованова,им. В. В. Кованова
Нердвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 2 им. А. А. Гришина,им. А. А. Гришина
Городской филиал Ясногорской центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Железногорская межпоселенческая библиотека им. Н. М. Перовского,им. Н. М. Перовского
Центральная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Модельная библиотека № 32 им. Г. Н. Троепольского,им. Г. Н. Троепольского
Центральная библиотека им. Н. Рубцова,им. Н. М. Рубцова
Центральная городская библиотека им. Э. Э. Баллиона,им. Э. Э. Баллиона
Библиотека № 1 им. Валерия Алексеева,им. В. Алексеева
Детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная детская библиотека им. Героя Советского Союза А. И. Захарова,им. А. И. Захарова
Библиотека-репозиторий (Никольская) МЦБС им. М.Ю. Лермонтова,им. М. Ю. Лермонтова
Центральная библиотека им. В. Т. Слипенчука с. Черниговка,им. В. Т. Слипенчука
Центральная улусная модельная библиотека им. Н. М. Рыкунова,им. Н. М. Рыкунова
Детская библиотека им. В. В. Бианки,им. В. В. Бианки
Библиотека им. А. С. Серафимовича г. Нижнего Новгорода,им. А. С. Серафимовича
Залазнинская сельская библиотека им. И. В. Алфимова,им. И. В. Алфимова
Костромская областная библиотека для детей и молодежи им. А. Гайдара на ул. Симановского,им. А. П. Гайдара
Филиал № 11 - библиотека им. А. А. Ахматовой г. Нижнего Новгорода,им. А. А. Ахматовой
Жешартская библиотека им. С. А. Попова,им. С. А. Попова
Центральная библиотека им. Ф. Алиевой г. Каспийска,им. Ф. Алиевой
Городская библиотека им. В. А. Чивилихина,им. В. А. Чивилихина
Детская библиотека им. К. М. Станюковича г. Нижнего Новгорода,им. К. М. Станюковича
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Билярская сельская библиотека им. Кул Гали,им. Кул Гали
Библиотека № 11 им. О. М. Любовикова,им. О. М. Любовикова
Областная юношеская библиотека им. А. А. Суркова,им. А. А. Суркова
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. А. Д. Знаменского,им. А. Д. Знаменского
Детская библиотека им. А. Б. Горской г. Челябинска,им. А. Б. Горской
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Тугулымская центральная районная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Детская библиотека № 6 им. В. В. Бианки,им. В. В. Бианки
Центральная детская и юношеская библиотека им. А. С. Пушкина г. Киржача,им. А. С. Пушкина
Библиотека семейного чтения им. А. Н. Кузнецова г. Орлова,им. А. Н. Кузнецова
Центральная городская библиотека им. А. Уержаа,им. А. Уержаа
Центральная городская публичная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Октябрьская библиотека № 2 им. Н. К. Жернакова,им. Н. К. Жернакова
Александровск-Сахалинская центральная библиотека им. М. С. Мицуля,им. М. С. Мицуля
Центральная городская библиотека им. А. С. Пушкина г. Симферополя,им. А. С. Пушкина
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Библиотека-филиал № 5 им. А. П. Чехова,им. А. П. Чехова
Центральная городская библиотека для молодежи им. А. А. Фета,им. А. А. Фета
Филиал № 3 – библиотека им. И. В. Мичурина г. Нижнего Новгорода,им. И. В. Мичурина
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Центральная библиотека им. А. М. Горького,им. А. М. Горького
Центральная детская библиотека им. Э. Д. Гольцмана,им. Э. Д. Гольцмана
Некоузская центральная библиотека им. А. В. Сухово-Кобылина,им. А. В. Сухово-Кобылина
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,им. Ф. Ф. Павленкова
Библиотека «Родник» им. С. А. Золотцева,им. С. А. Золотцева
Библиотека р. п. им. Цюрупы,им. Цюрупы
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Межпоселенческая библиотека им. М. А. Ульянова,им. М. А. Ульянова
Библиотека № 10 им. С. А. Есенина,им. С. А. Есенина
Центральная библиотека им. М. М. Зощенко,им. М. М. Зощенко
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Специализированная библиотека № 6 им. Д. А. Гранина,им. Д. А. Гранина
Центральная городская библиотека им. Горького,им. М. Горького
Библиотека-филиал № 3 им. И. В. Шамова,им. И. В. Шамова
Микуньская библиотека им. Б. А. Старчикова,им. Б. А. Старчикова
Библиотека им. М. А. Шолохова,им. М. А. Шолохова
Библиотека-филиал № 1 им. П. А. Павленко,им. П. А. Павленко
Детский филиал Ясногорской Центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Таловская центральная библиотека им. Е. П. Дубровина,им. Е. П. Дубровина
Детская библиотека им. Л. А. Кассиля,им. Л. А. Кассиля
Библиотека № 4 им. М. Г. Исаковой,им. М. Г. Исаковой
Центральная библиотека им. А. С. Пушкина г. Воркуты,им. А. С. Пушкина
"Гулькевичская городская детская библиотека им. К. Симонова, филиал № 1",им. К. Симонова
Кежемская межпоселенческая центральная районная библиотека им. А. Ф. Карнаухова,им. А. Ф. Карнаухова
Центральная городская библиотека им. Н. М. Ядринцева,им. Н. М. Ядринцева
"Библиотека № 17 им. А. Н. Радищева, г. Кострома",им. А. Н. Радищева
Центральная детская библиотека им. Гагарина г. Орска,им. Ю. А. Гагарина
Детская библиотека № 8 им. Н. Островского,им. Н. А. Островского
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Центральная детская библиотека им. Ю. С. Самсонова г. Иркутска,им. Ю. С. Самсонова
Центральная районная библиотека им. В. Н. Ганичева,им. В. Н. Ганичева
Библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека-филиал № 10 им. И. А. Куратова,им. И. А. Куратова
Красноярская городская детская библиотека им. З. Портновой,им. З. Портновой
Центральная библиотека им. А. С. Пушкина г. Старый Оскол,им. А. С. Пушкина
Городская библиотека № 17 г. Пензы им. А. Б. Мариенгофа,им. А. Б. Мариенгофа
Красноярская городская библиотека им. Н. Добролюбова,им. Н. А. Добролюбова
Иванцевская библиотека-филиал им. А. М. Бастракова,им. А. М. Бастракова
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Ангинская сельская библиотека им. А. П. Щапова,им. А. П. Щапова
Никольская районная библиотека им. В. Беринга,им. В. Беринга
Филиал № 10 – библиотека им. В. М. Шукшина г. Нижнего Новгорода,им. В. М. Шукшина
Районная публичная библиотека им. А. Герцена,им. А. И. Герцена
Библиотека им. С. А. Есенина,им. С. А. Есенина
Центральная межпоселенческая библиотека им. В. В. Юхнина с. Объячево,им. В. В. Юхнина
Межпоселенческая центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная районная библиотека им. И. П. Мордвинова,им. И. П. Мордвинова
Центр семейного чтения им. А. С. Пушкина,им. А. С. Пушкина
Юрьевецкая городская библиотека им. Ф. С. Грибунина,им. Ф. С. Грибунина
Библиотека им. А. С. Грибоедова г. Нижнего Новгорода,им. А. С. Грибоедова
Городская библиотека им. Б. Костюковского,им. Б. Костюковского
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Новокинерская сельская библиотека им. Т. Миннуллина – филиал № 2,им. Т. Миннуллина
Библиотека-филиал им. В. Г. Короленко,им. В. Г. Короленко
Центральная городская библиотека им. М. А. Шолохова,им. М. А. Шолохова
Белореченская сельская библиотека им. П. Е. Русских,им. П. Е. Русских
Детский отдел им. В. В. Олефиренко с. Кагальник,им. В. В. Олефиренко
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
Библиотека № 15 им. П. П. Ершова,им. П. П. Ершова
Городская библиотека – филиал № 7 им. Некрасова,им. Н. А. Некрасова
Комаровская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Кирсинская центральная библиотека им. Г. М. Вяземского,им. Г. М. Вяземского
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Библиотека-филиал им. Л. Н. Толстого,им. Л. Н. Толстого
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Центральная библиотека им. С. Ю. Володиной,им. С. Ю. Володиной
Сорвижская сельская библиотека им. Т. И. Смертиной,им. Т. И. Смертиной
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Михайловская центральная библиотека им. Н. М. Перовского,им. Н. М. Перовского
Ромодановская центральная районная библиотека им. Н. Эркая,им. Н. Эркая
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Национально-краеведческая библиотека – филиал № 42 им. Ф. Шафигуллина,им. Ф. Шафигуллина
Модельная библиотека № 25 им. М. А. Осоргина,им. М. А. Осоргина
Библиотека им. Н. Н. Старостина,им. Н. Н. Старостина
Центральная библиотека им. П. И. Федорова,им. П. И. Федорова
Казанский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная детская библиотека им. А. П. Гайдара г. Дивногорска,им. А. П. Гайдара
Библиотека-филиал № 11 им. В. В. Маяковского,им. В. В. Маяковского
Центральная районная библиотека им. М. Горького п. Сосьва,им. М. Горького
Шестаковская сельская библиотека им. А. П. Батуева,им. А. П. Батуева
Слудская библиотека им. А. В. Некрасова,им. А. В. Некрасова
Геленджикский филиал Краснодарской библиотеки для слепых им. А. П. Чехова,им. А. П. Чехова
Библиотека № 13 им. В. А. Вонлярлярского,им. В. А. Вонлярлярского
Камчатская краевая детская библиотека им. В. Кручины,им. В. Кручины
Библиотека им. К. И. Чуковского,им. К. И. Чуковского
Центральная детская библиотека им. А. П. Гайдара г. Минусинска,им. А. П. Гайдара
Библиотека им. П. Васильева,им. П. Васильева
Одоевская районная библиотека им. Н. В. Денисова,им. Н. В. Денисова
Центральная городская библиотека им. А. С. Пушкина г. Ачинска,им. А. С. Пушкина
Сардыкская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Верхнеуральская городская библиотека им. П. М. Кудряшева,им. П. М. Кудряшева
