name,dedication
Молодежная библиотека им. К. Чуковского – филиал № 1,им. К. И. Чуковского
Центральная городская библиотека им. А. П. Чехова,им. А. П. Чехова
Детская библиотека им. А. С. Пушкина г. Иркутска,им. А. С. Пушкина
Библиотека (универсальная) № 21 им. Н. М. Рубцова г. Сургута,им. Н. М. Рубцова
Библиотека № 8 им. Ф. Ф. Павленкова с. Вассята,им. Ф. Ф. Павленкова
Библиотека семейного чтения им. А. С. Неверова,им. А. С. Неверова
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Центральная библиотека им. А. Н. Островского,им. А. Н. Островского
Библиотека им. М. Е. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Городская библиотека № 4 им. К. С. Бадигина г. Пензы,им. К. С. Бадигина
Библиотека им. Н. Г. Чернышевского,им. Н. Г. Чернышевского
Центральная библиотека им. В. И. Ленина г. Нижнего Новгорода,им. В. И. Ленина
Центральная библиотека им. В. В. Розанова г. Сергиев Посад,им. В. В. Розанова
Библиотека им. А. П. Чехова г. Новочеркасска,им. А. П. Чехова
Библиотека № 7 им. В. Л. Шокалюка,им. В. Л. Шокалюка
Центральная библиотека им. М. Горького г. Орехово-Зуево,им. М. Горького
Библиотека-филиал № 11 им. К. Г. Паустовского,им. К. Г. Паустовского
Детский отдел им. В. В. Олефиренко с. Кагальник,им. В. В. Олефиренко
Специализированная библиотека № 6 им. Д. А. Гранина,им. Д. А. Гранина
Введено-Готнянская модельная библиотека – филиал № 8 им. В. В. Курбатова,им. В. В. Курбатова
Карсунская центральная библиотека им. Н. М. Языкова,им. Н. М. Языкова
Центральная библиотека им. Виктора Гаврилина,им. В. Гаврилина
Красноярская городская библиотека им. И. Тургенева,им. И. С. Тургенева
Библиотека им. А. Грина,им. А. С. Грина
Центральная районная детская библиотека им. В. Г. Белинского г. Нижнего Новгорода,им. В. Г. Белинского
Библиотека-филиал № 9 им. А. Ахматовой,им. А. А. Ахматовой
Библиотека им. К. И. Чуковского,им. К. И. Чуковского
Бахчисарайская центральная районная библиотека им. А.С. Пушкина,им. А. С. Пушкина
Усть-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. А. М. Каутского,им. А. М. Каутского
Казачинская межпоселенческая центральная библиотека им. героя советского союза И. П. Герасимова,им. И. П. Герасимова
Детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека им. Н. К. Крупской г. Нижнего Новгорода,им. Н. К. Крупской
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Центральная городская библиотека им. А. Н. Арцибашева,им. А. Н. Арцибашева
Центральная библиотека им. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Библиотека № 11 им. А. С. Грибоедова,им. А. С. Грибоедова
Верхнетагильская городская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Курская библиотека слепых им. В. С. Алёхина,им. В. С. Алёхина
Центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. А. В. Потаниной г. Иркутска,им. А. В. Потаниной
Центральная городская библиотека им. А. С. Пушкина г. Перми,им. А. С. Пушкина
Краснодарская краевая универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Детская библиотека им. А. М. Береснева г. Кемерово,им. А. М. Береснева
Центральная библиотека им. А. Е. Ванеева с. Кослан,им. А. Е. Ванеева
Центральная библиотека им. А. Шогенцукова,им. А. Шогенцукова
Библиотека-филиал № 10 им. А. С. Пушкина,им. А. С. Пушкина
Муниципальная библиотека им. Б. Машука,им. Б. Машука
Центральная детская и юношеская библиотека им. А. С. Пушкина г. Киржача,им. А. С. Пушкина
Центральная городская библиотека им. Н. Островского,им. Н. А. Островского
Нагорьевская библиотека им. Н. А. Брыкина,им. Н. А. Брыкина
Библиотека-филиал № 12 им. А. Барто,им. А. Л. Барто
Библиотека семейного чтения им. А. Г. Николаева г. Новочебоксарска,им. А. Г. Николаева
Центральная детская муниципальная библиотека им. М. Горького,им. М. Горького
Библиотека им. А. С. Макаренко,им. А. С. Макаренко
Библиотека № 14 им. Б. А. Порфирьева,им. Б. А. Порфирьева
Национальная библиотека им. А. С. Пушкина Республики Тыва,им. А. С. Пушкина
Библиотека им. Н. С. Лескова,им. Н. С. Лескова
Библиотека-филиал № 5 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. Б. Васильева,им. Б. Л. Васильева
Филиал Вологодской библиотеки им. И. В. Бабушкина,им. И. В. Бабушкина
Библиотека им. А. Н. Островского г. Нижнего Новгорода,им. А. Н. Островского
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Большенагаткинская районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Детско-юношеская библиотека им. И. С. Тургенева г. Новочеркасска,им. И. С. Тургенева
Новомирская сельская библиотека-филиал им. А. Б. Нейдгарта,им. А. Б. Нейдгарта
Белореченская сельская библиотека им. П. Е. Русских,им. П. Е. Русских
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Центральная библиотека им. А. С. Пушкина г. Ногинска,им. А. С. Пушкина
Библиотека-филиал № 10 им. И. А. Куратова,им. И. А. Куратова
Центральная городская библиотека им. журнала «Смена»,им. журнала «Смена»
Центральная городская библиотека им. В. Маяковского г. Сарова,им. В. В. Маяковского
Детская библиотека № 19 им. В. П. Стародумова г. Иркутска,им. В. П. Стародумова
Детский отдел Центральной библиотеки им. В. А. Пазухина г. Кинешма,им. В. А. Пазухина
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Библиотека им. А. М. Горького г. Екатеринбурга,им. А. М. Горького
Ясногорская центральная библиотека им. В. В. Вересаева,им. В. В. Вересаева
Библиотека им. Г. Е. Николаевой,им. Г. Е. Николаевой
Библиотека-филиал № 3 им. И. А. Бурмистрова,им. И. А. Бурмистрова
Библиотека № 8 им. В. А. Кораблинова г. Воронежа,им. В. А. Кораблинова
Библиотека им. М. А. Шолохова г. Шахты,им. М. А. Шолохова
Культурный центр семейного чтения и досуга им. А. П. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. Н. М. Ядринцева,им. Н. М. Ядринцева
Библиотека-филиал № 6 им. В. В. Ходарева,им. В. В. Ходарева
Чернохолуницкая сельская библиотека им. В. А. Труфакина,им. В. А. Труфакина
Светлогорская центральная библиотека им. А. З. Дмитровского,им. А. З. Дмитровского
Центральная районная библиотека им. М. Горького,им. М. Горького
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Библиотека-филиал № 21 им. А. И. Куприна,им. А. И. Куприна
Национальная детская библиотека Республики Коми им. С. Я. Маршака,им. С. Я. Маршака
Центральная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Библиотека № 15 им. П. П. Ершова,им. П. П. Ершова
Костромская областная библиотека для детей и молодежи им. А. Гайдара на Кинешемском шоссе,им. А. П. Гайдара
Городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Троицкая сельская библиотека им. В. И. Ренова,им. В. И. Ренова
Белгородская государственная специальная библиотека для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Библиотека № 16 им. А. М. Горького г. Саранска,им. А. М. Горького
Специализированная детская библиотека № 25 им. Б. В. Аржанцева,им. Б. В. Аржанцева
Центральная детская библиотека им. А. В. Мишина,им. А. В. Мишина
Детская библиотека им. З. Космодемьянской г. Новочеркасска,им. З. Космодемьянской
Городская библиотека-филиал № 4 им. В. В. Маяковского,им. В. В. Маяковского
Библиотека им. А. Т. Твардовского г. Гвардейска,им. А. Т. Твардовского
Детская библиотека им. А. Чехова,им. А. П. Чехова
Городская библиотека № 13 им. Н. А. Некрасова г. Пензы,им. Н. А. Некрасова
Молодежная библиотека им. А. С. Пушкина – филиал № 7,им. А. С. Пушкина
Красноярская городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Городская библиотека № 15 им. Н. П. Задорнова,им. Н. П. Задорнова
Красноярская городская библиотека им. Н. Добролюбова,им. Н. А. Добролюбова
Городская библиотека им. Я. И. Бередникова – филиал № 1,им. Я. И. Бередникова
Центральная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Модельная библиотека № 25 им. В. М. Пескова,им. В. М. Пескова
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Калужская городская библиотека – филиал № 8 им. Есенина,им. С. А. Есенина
Центральная районная библиотека им. К. Л. Мхце,им. К. Л. Мхце
Чистопольский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Модельная библиотека-филиал № 2 им. В. В. Маяковского,им. В. В. Маяковского
Детская библиотека № 11 им. П. Морозова г. Перми,им. П. Морозова
Библиотека № 19 им. А. Т. Прасолова,им. А. Т. Прасолова
Библиотека № 9 им. Федора Наумова,им. Федора Наумова
Красноярская городская библиотека семейного чтения им. Р. Солнцева,им. Р. Солнцева
Библиотека им. Н. В. Волкова села Елового,им. Н. В. Волкова
Раздольненская центральная районная библиотека им. А. И. Домбровского,им. А. И. Домбровского
Библиотека семейного чтения им. П. П. Бажова,им. П. П. Бажова
Библиотека-филиал им. Л. Н. Толстого,им. Л. Н. Толстого
Центральная библиотека им. Олега Чупрова,им. Олега Чупрова
Детская библиотека им. А. М. Матросова,им. А. М. Матросова
Сельская библиотека – филиал № 10 им. А. Я. Уваровского,им. А. Я. Уваровского
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Большереченская центральная районная библиотека им. В. А. Макарова,им. В. А. Макарова
Городская детская библиотека – филиал № 2 им. К. И. Чуковского,им. К. И. Чуковского
Иванцевская библиотека-филиал им. А. М. Бастракова,им. А. М. Бастракова
Центральная библиотека им. С. И. Шуртакова г. Сергача,им. С. И. Шуртакова
Библиотека-филиал № 4 им. А. С. Новикова-Прибоя,им. А. С. Новикова-Прибоя
Библиотека № 44 им. В. Г. Короленко (филиал № 2),им. В. Г. Короленко
Центральная районная библиотека им. К. Мечиева,им. К. Мечиева
Библиотека-филиал № 11 им. Н. Ю. Корнеева г. Курска,им. Н. Ю. Корнеева
Библиотеки им. Маяковского – филиал № 1,им. В. В. Маяковского
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Боровская сельская библиотека им. А. А. Грязева,им. А. А. Грязева
Воскресенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Сельская библиотека – филиал № 2 им. А. П. Чехова,им. А. П. Чехова
Центральная городская детская библиотека им. Гайдара,им. А. П. Гайдара
Чернавская модельная библиотека им. П. Н. Шубина,им. П. Н. Шубина
Библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Городская библиотека-филиал № 3 им. М. Сеспеля,им. М. Сеспеля
Библиотека им. М. Шумилова (филиал № 8),им. М. Шумилова
Вильвенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 8 им. В. В. Парамонова г. Воткинск,им. В. В. Парамонова
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Детский филиал Ясногорской Центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Красноярская городская детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Посадский отдел обслуживания им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. М. И. Платова г. Шахты,им. М. И. Платова
Яйвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. А. С. Пушкина г. Воркуты,им. А. С. Пушкина
Библиотека им. Александра Ивановича Куприна г. Армавира,им. А. И. Куприна
Хвалынская межпоселенческая центральная библиотека им. С. С. Наровчатова,им. С. С. Наровчатова
Центральная библиотека им. Ю. Гагарина г. Новочебоксарска,им. Ю. А. Гагарина
Библиотека-музей № 24 им. П. Д. Пономарева,им. П. Д. Пономарева
Усть-Донецкая межпоселенческая центральная библиотека им. Анатолия Калинина,им. А. Калинина
Новоусадская сельская библиотека-филиал им. В. П. Вахтерова,им. В. П. Вахтерова
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 1),им. Л. А. Кассиля
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Детская библиотека им. А. К. Салтыкова,им. А. К. Салтыкова
Мокинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека № 6 им. В. Г. Короленко,им. В. Г. Короленко
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Канашская сельская библиотека им. А. П. Воложаниной,им. А. П. Воложаниной
Республиканская специальная библиотека для слепых и слабовидящих им. Ш. К. Еникеева,им. Ш. К. Еникеева
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Сельская модельная библиотека – филиал № 9 им. И. Д. Панаева,им. И. Д. Панаева
Библиотека им. И. С. Тургенева г. Новосибирска,им. И. С. Тургенева
Центральная детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека-филиал им. В. Г. Короленко,им. В. Г. Короленко
Усть-Канская центральная модельная библиотека им. А. Г. Калкина,им. А. Г. Калкина
Научная педагогическая библиотека им. К.Д. Ушинского  ,им. К.Д. Ушинского
Центральная городская библиотека им. И. А. Новикова,им. И. А. Новикова
Тюменцевская межпоселенческая центральная библиотека им. Г. В. Егорова,им. Г. В. Егорова
Центральная районная детская библиотека им. А. В. Кольцова,им. А. В. Кольцова
Центральная городская библиотека для молодежи им. А. А. Фета,им. А. А. Фета
Центральная библиотека им. А. Ф. Орлова,им. А. Ф. Орлова
Городская библиотека № 4 им. В. П. Астафьева,им. В. П. Астафьева
"Центр семейного чтения им. М. Трубиной, филиал № 4",им. М. Трубиной
Онежская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Кувинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотечно-информационный центр им. В. Г. Еремина,им. В. Г. Еремина
Центральная районная библиотека им. М. Горького п. Сосьва,им. М. Горького
Борковская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная районная библиотека им. В. Н. Ганичева,им. В. Н. Ганичева
Библиотека-читальня им. И. С. Тургенева (строение 1),им. И. С. Тургенева
Городская детская библиотека им. Н. Носова г. Шарыпово,им. Н. Н. Носова
Библиотека № 39 им. А. Н. Корольковой,им. А. Н. Корольковой
Библиотека «Таврика» им. А. Х. Стевена – научная библиотека Центрального музея Тавриды,им. А. Х. Стевена
Центральная библиотека им. Б. П. Корнилова,им. Б. П. Корнилова
Библиотека им. В. В. Бианки г. Новосибирска,им. В. В. Бианки
Библиотека им. Р. Солнцева,им. Р. Солнцева
Областная детская библиотека им. И. А. Крылова,им. И. А. Крылова
Библиотека № 19 им. Ф. М. Достоевского. Отдел детских инициатив,им. Ф. М. Достоевского
Центральная библиотека им. Е. И. Аркадьева,им. Е. И. Аркадьева
Городской центр истории новосибирской книги им. Н. П. Литвинова,им. Н. П. Литвинова
Библиотека № 7 им. А. П. Чехова г. Перми,им. А. П. Чехова
Красноярская городская библиотека им. М. Булгакова,им. М. Булгакова
Библиотека им. М. Светлова – литературно-эстетический центр,им. М. Светлова
Детская библиотека № 10 им. Николая Носова г. Санкт-Петербурга,им. Н. Н. Носова
Михайловская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-филиал № 4 им. А. С. Пушкина,им. А. С. Пушкина
Библиотека Петровского сельского поселения им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Переславская городская библиотека им. А. Невского,им. А. Невского
Филиал № 3 – библиотека им. И. В. Мичурина г. Нижнего Новгорода,им. И. В. Мичурина
Библиотека № 13 им. А. В. Луначарского г. Костромы,им. А. В. Луначарского
Центральная библиотека им. А. С. Пушкина г. Малая Вишера,им. А. С. Пушкина
Красноярская городская детская библиотека им. З. Портновой,им. З. Портновой
Центральная городская библиотека им. А. Уержаа,им. А. Уержаа
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Межпоселенческая детская библиотека им. А. Л. Барто г. Иланского,им. А. Л. Барто
Центральная библиотека им. А. Г. Дементьева,им. А. Г. Дементьева
Библиотека-филиал № 5 им. А. П. Чехова,им. А. П. Чехова
Библиотека им. Володи Ульянова,им. В. Ульянова
Детская библиотека им. А. С. Пушкина г. Константиновска,им. А. С. Пушкина
Пинюгская библиотека семейного чтения им. А. И. Суворова,им. А. И. Суворова
Красноярская городская библиотека им. В. Маяковского,им. В. В. Маяковского
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,им. А. П. Гайдара
Кирилловская сельская библиотека им. Н. Б. Рачкова,им. Н. Б. Рачкова
Библиотека им. Маяковского – филиал № 3,им. В. В. Маяковского
Библиотека им. З. Космодемьянской г. Нижнего Новгорода,им. З. Космодемьянской
Центральная библиотека им. князя Н. Д. Долгорукова,им. князя Н. Д. Долгорукова
Красноярская городская библиотека им. Н. Чернышевского,им. Н. Чернышевского
Старотушкинская сельская библиотека им. Л. А. Гребнева,им. Л. А. Гребнева
Библиотека им. М. К. Волдиной с. Казым,им. М. К. Волдиной
Детская библиотека-филиал № 16 им. Н. И. Подлесовой,им. Н. И. Подлесовой
Детская библиотека им. Зои Космодемьянской,им. З. Космодемьянской
Просветительский центр им. С. Т. Аксакова «Аленький цветочек»,им. С. Т. Аксакова
Модельная библиотека-филиал № 7 – Центр башкирской и татарской литературы им. А. Инана,им. А. Инана
Центральная районная библиотека им. С. С. Васильева-Борогонского,им. С. С. Васильева-Борогонского
Центральная детская библиотека им. А. П. Гайдара г. Ухта,им. А. П. Гайдара
Центральная городская детская библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Центральная библиотека им. М. М. Зощенко,им. М. М. Зощенко
Центральная детская библиотека им. Э. Д. Гольцмана,им. Э. Д. Гольцмана
Кировская областная библиотека для детей и юношества им. А. С. Грина,им. А. С. Грина
Библиотека им. В. И. Даля,им. В. И. Даля
Детский отдел Центральной библиотеки им. К. А. Кислова,им. К. А. Кислова
Библиотека им. М. Горького г. Новочеркасск,им. М. Горького
Библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Белоевская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека искусств им. А. П. Боголюбова (основное здание),им. А. П. Боголюбова
Cтаротимошкинская поселковая модельная библиотека им. З. Акчуриной-Гаспринской,им. З. Акчуриной-Гаспринской
Библиотека № 1 им. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Черновская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Красноярская городская детская библиотека им. В. Дубинина,им. В. Дубинина
Библиотека № 22 им. И. А. Бунина,им. И. А. Бунина
Центральная детская библиотека им. П. П. Бажова,им. П. П. Бажова
Центральная библиотека им. Н. Крупской г. Азова,им. Н. К. Крупской
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Неволинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. В. Шишкова,им. В. Я. Шишкова
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Хватовская сельская библиотека-филиал им. М. В. Шестерикова,им. М. В. Шестерикова
Ревдинская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Емашинская сельская модельная библиотека им. Ф. Н. Баишева,им. Ф. Н. Баишева
Центральная библиотека им. А. С. Пушкина г. Старый Оскол,им. А. С. Пушкина
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Библиотека № 2 им. А. А. Гришина,им. А. А. Гришина
Библиотека семейного чтения им. В. Бианки,им. В. В. Бианки
Библиотека «Родник» им. С. А. Золотцева,им. С. А. Золотцева
Центральная городская детская библиотека им. А. Гайдара,им. А. П. Гайдара
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Дунайская библиотека – филиал № 8 им. Э. Горборукова,им. Э. Горборукова
Библиотека № 6 им. З. К.Тоболкина,им. З. К.Тоболкина
Библиотека семейного чтения № 2 им. М. Горького,им. М. Горького
Воронежская областная универсальная научная библиотека им. И. С. Никитина на площади Ленина,им. И. С. Никитина
Краеведческая библиотека им. А. Ф. Землянского,им. А. Ф. Землянского
Библиотека-филиал № 3 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. А. А. Штевен,им. А. А. Штевен
Центральная библиотека № 70 им. М. А. Шолохова,им. М. А. Шолохова
Центральная городская библиотека им. В. Маяковского,им. В. В. Маяковского
Межпоселенческая библиотека им. Н. И. Родичева,им. Н. И. Родичева
"Библиотека им. В. М. Комарова, филиал № 6",им. В. М. Комарова
Библиотека № 20 им. Е. А. Евтушенко г. Иркутска,им. Е. А. Евтушенко
Микуньская библиотека им. Б. А. Старчикова,им. Б. А. Старчикова
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Библиотека № 1 им. М. Е. Евсевьева,им. М. Е. Евсевьева
Центральная городская библиотека им. Я. П. Гарелина,им. Я. П. Гарелина
Центральная детская библиотека им. Л. А. Лихановой,им. Л. А. Лихановой
Центральная городская библиотека им. А. С. Пушкина г. Кострома,им. А. С. Пушкина
Городская библиотека № 1 им. А. П. Чехова,им. А. П. Чехова
Историко-краеведческая библиотека им. И. И. Василёва,им. И. И. Василёва
Центральная модельная детская библиотека им. М. Горького,им. М. Горького
Центральная городская библиотека им. П. П. Бажова,им. П. П. Бажова
Специализированная библиотека № 22 им. М. Ю. Лермонтова г. Ульяновска,им. М. Ю. Лермонтова
Тугулымская центральная районная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Филиал № 11 - библиотека им. А. А. Ахматовой г. Нижнего Новгорода,им. А. А. Ахматовой
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Центральная районная библиотека им. Т. Г. Шевченко,им. Т. Г. Шевченко
Афипсипская сельская модельная библиотека им. К. Х. Жанэ,им. К. Х. Жанэ
Национальная библиотека Чеченской Республики им. А. А. Айдамирова,им. А. А. Айдамирова
Библиотека им. Л. А. Никоновой г. Новокузнецка,им. Л. А. Никоновой
Библиотека им. А. Л. Барто,им. А. Л. Барто
Библиотека № 21 им. А. Ф. Кучина,им. А. Ф. Кучина
Сунтарская районная библиотека им. Л. А. Попова,им. Л. А. Попова
Зеленецкая библиотека-филиал им. А. А. Лыюрова,им. А. А. Лыюрова
Библиотека им. А. Пискунова,им. А. Пискунова
Библиотека-читальня им. И. С. Тургенева (строение 2),им. И. С. Тургенева
Петровская сельская библиотека им. А. Г. Архангельской,им. А. Г. Архангельской
Половодовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Э. Э. Баллиона,им. Э. Э. Баллиона
Библиотека им. А. Н. Островского г. Новошахтинска,им. А. Н. Островского
Центральная библиотека им. А. С. Пушкина г. Кстово,им. А. С. Пушкина
Пермская краевая детская библиотека им. Л. И. Кузьмина,им. Л. И. Кузьмина
Красноярская городская библиотека им. А. Серафимовича,им. А. С. Серафимовича
Центральная районная библиотека им. С. О. Тамба,им. С. О. Тамба
Центральная городская библиотека им. Н. К. Крупской г. Дзержинска,им. Н. К. Крупской
Орловская областная научная универсальная публичная библиотека им. И. А. Бунина,им. И. А. Бунина
Бежецкая центральная библиотека им. В. Я. Шишкова,им. В. Я. Шишкова
Опаринская центральная библиотека им. Н. А. Яхлакова,им. Н. А. Яхлакова
Моргаушская центральная районная детская библиотека им. А. Г. Николаева,им. А. Г. Николаева
Томская областная библиотека им. А. С. Пушкина (корпус № 2),им. А. С. Пушкина
Любимская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Турочакская центральная библиотека им. В. М. Башунова,им. В. М. Башунова
Центральная городская библиотека им. А. И. Чечулина,им. А. И. Чечулина
Центральная детская библиотека им. Гайдара г. Зеленодольска,им. А. П. Гайдара
Алапаевская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. В. М. Мазаева г. Кемерово,им. В. М. Мазаева
Детская библиотека им. Мусы Джалиля г. Малая Вишера,им. М. Джалиля
Модельная библиотека-филиал им. Ф. И. Васильева,им. Ф. И. Васильева
Калужская областная специальная библиотека для слепых им. Н. Островского,им. Н. А. Островского
Военно-историческая библиотека им. М. В. Водопьянова,им. М. В. Водопьянова
Центральная городская детская библиотека им. А. П. Гайдара г. Новочеркасска,им. А. П. Гайдара
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
