name,dedication
Новоусманская детская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Переславская городская библиотека им. А. Невского,им. А. Невского
Клинская центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Мценская межпоселенческая районная библиотека им. И. С. Тургенева,им. И. С. Тургенева
Казанский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Красноярская городская библиотека им. И. Тургенева,им. И. С. Тургенева
Красноярская городская детская библиотека им. М. Пришвина,им. М. М. Пришвина
Центральная библиотека им. И. А. Мухлынина,им. И. А. Мухлынина
Октябрьская библиотека им. Н. П. Гурьяновой,им. Н. П. Гурьяновой
Пинюгская библиотека семейного чтения им. А. И. Суворова,им. А. И. Суворова
Библиотека им. А. И. Герцена г. Нижнего Новгорода,им. А. И. Герцена
Библиотека им. В. В. Маяковского,им. В. В. Маяковского
Городская библиотека – филиал № 1 им. Маяковского,им. В. В. Маяковского
Библиотека им. А. С. Пушкина г. Октябрьска,им. А. С. Пушкина
Центральная городская библиотека «Smart-библиотека им. Н. Д. Неустроева»,им. Н. Д. Неустроева
Жешартская библиотека им. С. А. Попова,им. С. А. Попова
Городская библиотека – филиал № 1 им. М. Бурангулова,им. М. Бурангулова
Культурный центр семейного чтения и досуга им. П. А. Михина,им. П. А. Михина
Библиотека им. В. Маяковского г. Пушкино,им. В. В. Маяковского
Детская библиотека им. Н. Н. Носова,им. Н. Н. Носова
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Детская библиотека № 5 им. Е. Ф. Трутневой,им. Е. Ф. Трутневой
Библиотека им. А. Беляева,им. А. Р. Беляева
Детский отдел им. Н. К. Крупской г. Морозовска,им. Н. К. Крупской
Центральная городская библиотека им. А. С. Пушкина г. Симферополя,им. А. С. Пушкина
Городская детская библиотека им. В. Д. Давыдовой,им. В. Д. Давыдовой
Калужская областная специальная библиотека для слепых им. Н. Островского,им. Н. А. Островского
Детская библиотека № 3 им. И. А. Крылова,им. И. А. Крылова
Центральная детская библиотека № 46 им. И. З. Сурикова – филиал № 3,им. И. З. Сурикова
Городская библиотека семейного чтения им. Дмитриева,им. Дмитриева
Модельная библиотека № 25 им. М. А. Осоргина,им. М. А. Осоргина
Библиотека им. космонавта А. А. Леонова,им. космонавта А. А. Леонова
Городская центральная библиотека им. Г. Н. Айги,им. Г. Н. Айги
Центральная библиотека им. Ф. Г. Сухова,им. Ф. Г. Сухова
Центральная детская библиотека им. Аркадия Гайдара г. Ангарска,им. А. П. Гайдара
Районная публичная библиотека им. А. Герцена,им. А. И. Герцена
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Центральная районная библиотека им. Т. Г. Шевченко,им. Т. Г. Шевченко
Красногорская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 8 им. Н. А. Островского г. Перми,им. Н. А. Островского
Центральная районная библиотека им. В. Н. Ганичева,им. В. Н. Ганичева
Детская библиотека – филиал № 28 им. В. Д. Берестова,им. В. Д. Берестова
Красноярская городская библиотека им. В. Каверина,им. В. Каверина
Молодежная библиотека им. А. П. Чехова г. Благовещенска,им. А. П. Чехова
Модельная библиотека им. Даута Юлтыя г. Белорецка,им. Даута Юлтыя
Центральная городская библиотека им. В. Маяковского г. Сарова,им. В. В. Маяковского
Центральная детская библиотека им. Е. И. Чекина,им. Е. И. Чекина
Тюменцевская межпоселенческая центральная библиотека им. Г. В. Егорова,им. Г. В. Егорова
Нытвенская городская библиотека им. Ф. Ф. Павленкова – филиал № 23,им. Ф. Ф. Павленкова
Библиотека им. А. Д. Знаменского,им. А. Д. Знаменского
"Библиотека им. Н. А. Некрасова, филиал № 5 г. Нижнего Новгорода",им. Н. А. Некрасова
Михайловская центральная детская библиотека им. Б. И. Вронского,им. Б. И. Вронского
Детская библиотека им. Зои Космодемьянской,им. З. Космодемьянской
Центральная городская библиотека им. Н. Крупской,им. Н. К. Крупской
Библиотека № 7 им. Л. Н. Толстого,им. Л. Н. Толстого
Центральная библиотека им. А. С. Пушкина г. Черногорска,им. А. С. Пушкина
Библиотека им. С. А. Есенина г. Шахты,им. С. А. Есенина
Библиотека-филиал № 11 им. К. Г. Паустовского,им. К. Г. Паустовского
Калининградская областная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. М. М. Зощенко,им. М. М. Зощенко
Рожкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Ныровская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Новосильский библиотечный филиал им. А. А. Ростовцевой,им. А. А. Ростовцевой
Центральная городская библиотека им. А. С. Пушкина г. Новочеркасска,им. А. С. Пушкина
Библиотека им. М. А. Шолохова г. Новочеркасска,им. М. А. Шолохова
Центральная библиотека им. А. С. Пушкина г. Старый Оскол,им. А. С. Пушкина
Библиотека им. С. Кучина,им. С. Кучина
Центральная детская библиотека им. П. П. Бажова,им. П. П. Бажова
Большенеклиновский отдел им. В. Г. Саранских с. Большая Неклиновка,им. В. Г. Саранских
Центральная библиотека им. Виктора Гаврилина,им. В. Гаврилина
Асовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Модельная детская библиотека им. Н. Ш. Куулар,им. Н. Ш. Куулар
Библиотека № 7 им. А. П. Чехова г. Перми,им. А. П. Чехова
Библиотека № 7 им. Б. С. Житкова,им. Б. С. Житкова
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Кирилловская сельская библиотека им. Н. Б. Рачкова,им. Н. Б. Рачкова
Библиотека-читальня им. А. С. Пушкина г. Москва,им. А. С. Пушкина
Библиотека семейного чтения им. А. Г. Николаева г. Новочебоксарска,им. А. Г. Николаева
Библиотека № 17 им. Ф. Ф. Павленкова с. Фоки,им. Ф. Ф. Павленкова
Библиотека-музей № 24 им. П. Д. Пономарева,им. П. Д. Пономарева
Детская библиотека им. З. И. Воскресенской г. Узловая,им. З. И. Воскресенской
Городская библиотека им. Н. В. Гоголя г. Саки,им. Н. В. Гоголя
Детская библиотека им. В. В. Бианки,им. В. В. Бианки
Синегорская сельская библиотека им. Е. И. Кострова,им. Е. И. Кострова
Модельная библиотека-филиал им. В. В. Маяковского,им. В. В. Маяковского
Детская библиотека им. Ф. Э. Дзержинского,им. Ф. Э. Дзержинского
Центральная библиотека семейного чтения им. Н. Войновской,им. Н. Войновской
Рудничная городская библиотека им. Л. А. Сафронова,им. Л. А. Сафронова
Большенагаткинская районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. М. Горького,им. М. Горького
Библиотека р. п. им. Цюрупы,им. Цюрупы
Библиотека им. В. А. Закруткина г. Шахты,им. В. А. Закруткина
Библиотека им. В. В. Бианки г. Новосибирска,им. В. В. Бианки
Центральная районная библиотека им. И. Г. Истомина,им. И. Г. Истомина
Валуйский филиал Белгородской библиотеки для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Библиотека № 183 им. Данте Алигьери,им. Данте Алигьери
Детско-юношеская библиотека – филиал № 1 им. В. И. Лихоносова г. Анапы,им. В. И. Лихоносова
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Библиотека им. А. А. Блока г. Новосибирска,им. А. А. Блока
Библиотека им. К. Симонова г. Нижнего Новгорода,им. К. Симонова
Юрасовская сельская библиотека им. Н. И. Костомарова,им. Н. И. Костомарова
Модельная библиотека № 32 им. Г. Н. Троепольского,им. Г. Н. Троепольского
Красноярская городская библиотека им. Т. Шевченко,им. Т. Г. Шевченко
Городская детская библиотека-филиал № 1 им. С. Я. Маршака,им. С. Я. Маршака
Центральная библиотека им. С. А. Пестунова,им. С. А. Пестунова
"Библиотека им. М. М. Пришвина, филиал № 4",им. М. М. Пришвина
Библиотека им. М. И. Платова г. Шахты,им. М. И. Платова
Центральная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Библиотека-филиал № 12 им. А. Барто,им. А. Л. Барто
Центральная городская библиотека им. А. И. Куприна,им. А. И. Куприна
Биробиджанская областная универсальная научная библиотека им. Шолом-Алейхема,им. Шолом-Алейхема
Национальная библиотека Республики Дагестан им. Р. Гамзатова,им. Р. Гамзатова
Модельная библиотека-филиал № 2 им. В. В. Маяковского,им. В. В. Маяковского
Городская библиотека-филиал № 4 им. В. В. Маяковского,им. В. В. Маяковского
Карьерская сельская библиотека – филиал им. И. И. Куренкова,им. И. И. Куренкова
Отдел «Общение» Центральной городской библиотеки им. А. М. Каутского,им. А. М. Каутского
Детская библиотека-филиал им. А. П. Бринского,им. А. П. Бринского
Центральная детская библиотека им. А. В. Мишина,им. А. В. Мишина
Национальная библиотека им. А. С. Пушкина Республики Тыва,им. А. С. Пушкина
Детская библиотека им. А. С. Пушкина г. Константиновска,им. А. С. Пушкина
Библиотека – Центр общения и информации им. И. Н. Григорьева,им. И. Н. Григорьева
Детская библиотека им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Модельная библиотека им. К. Аухатова с. Старый Курдым,им. К. Аухатова
Детская библиотека № 19 им. В. П. Стародумова г. Иркутска,им. В. П. Стародумова
Библиотека им. В. Шишкова,им. В. Я. Шишкова
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
"Детская библиотека им. А. П. Гайдара г. Ярославля, филиал № 1",им. А. П. Гайдара
Астраханская областная научная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Межпоселенческая библиотека им. Е. И. Овсянкина,им. Е. И. Овсянкина
Павловская центральная детская библиотека им. Ф. И. Панферова,им. Ф. И. Панферова
Военно-историческая библиотека им. М. В. Водопьянова,им. М. В. Водопьянова
Центральная детская библиотека им. Героя Советского Союза А. И. Захарова,им. А. И. Захарова
Крымская республиканская детская библиотека им. В. Н. Орлова,им. В. Н. Орлова
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Читальный зал периодики Архангельской областной научной библиотеки им. Н. А. Добролюбова,им. Н. А. Добролюбова
Детская библиотека им. И. В. Александрова,им. И. В. Александрова
Центральная детская библиотека им. А. П. Гайдара г. Минусинска,им. А. П. Гайдара
Городская библиотека им. Б. Костюковского,им. Б. Костюковского
Петлинская сельская библиотека им. А. И. Поющева,им. А. И. Поющева
Историко-краеведческая библиотека им. И. И. Василёва,им. И. И. Василёва
Вологодская областная универсальная научная библиотека им. И. В. Бабушкина (здание № 2),им. И. В. Бабушкина
Качканарская городская библиотека им. Ф. Т. Селянина,им. Ф. Т. Селянина
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Центральная библиотека им. А. Ф. Орлова,им. А. Ф. Орлова
Морская библиотека-музей им. В. Г. Гузанова,им. В. Г. Гузанова
Старооскольский филиал Белгородской библиотеки для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Сугоякская Павленковская библиотека им. С. И. Черепанова,им. С. И. Черепанова
Центральная городская библиотека им. А. И. Чечулина,им. А. И. Чечулина
Корткеросская центральная библиотека им. М. Н. Лебедева,им. М. Н. Лебедева
Карсунская центральная библиотека им. Н. М. Языкова,им. Н. М. Языкова
Библиотека № 9 им. Федора Наумова,им. Федора Наумова
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Детская библиотека им. З. Космодемьянской г. Новочеркасска,им. З. Космодемьянской
Библиотека № 1 им. П. А. Столыпина,им. П. А. Столыпина
Палевицкая библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 3 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Некоузская центральная библиотека им. А. В. Сухово-Кобылина,им. А. В. Сухово-Кобылина
Владимирская сельская библиотека им. С. В. Афоньшина,им. С. В. Афоньшина
Нижне-Сыповская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Центральная детская муниципальная библиотека им. М. Горького,им. М. Горького
Национальная библиотека им. А. С. Пушкина Республики Мордовия,им. А. С. Пушкина
Центральная городская библиотека им. А. С. Пушкина г. Ачинска,им. А. С. Пушкина
Пионерская библиотека им. А. М. Казанцева,им. А. М. Казанцева
Детская библиотека им. А. С. Пушкина г. Иркутска,им. А. С. Пушкина
Библиотека № 2 им. Н. А. Некрасова,им. Н. А. Некрасова
Городская библиотека им. А. П. Чехова,им. А. П. Чехова
Центральная библиотека им. К. Г. Паустовского п. Базарный Сызган,им. К. Г. Паустовского
Модельная центральная библиотека им. В. Н. Татищева,им. В. Н. Татищева
Библиотека № 1 им. Н. К. Крупской «Переплет» г. Санкт-Петербурга,им. Н. К. Крупской
Центральная городская муниципальная библиотека им. Л. Н. Толстого,им. Л. Н. Толстого
Библиотека семейного чтения им. С. Маршака,им. С. Я. Маршака
Библиотека им. А. Грина,им. А. С. Грина
Боровская сельская библиотека им. А. А. Грязева,им. А. А. Грязева
Библиотека им. А. Пискунова,им. А. Пискунова
Любимская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Библиотека-филиал № 24 им. В. М. Шукшина,им. В. М. Шукшина
Детская библиотека им. Виталия Бианки,им. В. В. Бианки
Центральная городская библиотека им. Горького,им. М. Горького
Библиотека № 2 им. Федора Абрамова г. Санкт-Петербурга,им. Ф. А. Абрамова
Филиал № 1 - библиотека им. П. П. Бажова г. Нижнего Новгорода,им. П. П. Бажова
Библиотека им. Н. Ф. Гастелло г. Нижнего Новгорода,им. Н. Ф. Гастелло
Решоткинская сельская библиотека им. Ю. П. Артюхина,им. Ю. П. Артюхина
Центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. В. И. Даля,им. В. И. Даля
Детская библиотека им. А. П. Гайдара г. Орла,им. А. П. Гайдара
Сельская модельная библиотека – филиал № 9 им. И. Д. Панаева,им. И. Д. Панаева
Городищенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 16 им. Н. А. Добролюбова,им. Н. А. Добролюбова
"Библиотека им. В. М. Комарова, филиал № 6",им. В. М. Комарова
Межпоселенческая центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. Гоголя,им. Н. В. Гоголя
Таремская библиотека им. М. С. Хорошева,им. М. С. Хорошева
Библиотека № 1 им. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Красноярская городская библиотека им. В. Маяковского,им. В. В. Маяковского
Детская библиотека им. Ю. А. Гагарина,им. Ю. А. Гагарина
Библиотека им. А. П. Чехова г. Дзержинска,им. А. П. Чехова
Центральная городская детская библиотека им. А. П. Гайдара г. Новочеркасска,им. А. П. Гайдара
Центральная районная библиотека им. К. Л. Мхце,им. К. Л. Мхце
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Краеведческая библиотека – филиал № 1 им. В. Г. Белинского,им. В. Г. Белинского
Межпоселенческая центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. Н. В. Гоголя,им. Н. В. Гоголя
Центральная детская библиотека им. Гайдара г. Зеленодольска,им. А. П. Гайдара
Центральная детская библиотека им. С. Маршака г. Бузулука,им. С. Я. Маршака
Библиотека (универсальная) № 21 им. Н. М. Рубцова г. Сургута,им. Н. М. Рубцова
Библиотека им. В. И. Даля г. Нижнего Новгорода,им. В. И. Даля
Центральная районная библиотека им. Г. Ибрагимова,им. Г. Ибрагимова
Новокинерская сельская библиотека им. Т. Миннуллина – филиал № 2,им. Т. Миннуллина
Усть-Телесская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная модельная библиотека им. М. Ю. Лермонтова г. Ефремов,им. М. Ю. Лермонтова
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Центральная библиотека им. Героя Советского Союза А. Н. Пайкова п. Воскресенского,им. А. Н. Пайкова
Библиотека им. братьев Стругацких,им. братьев Стругацких
Центральная городская библиотека им. Л. М. Гержидовича,им. Л. М. Гержидовича
Детская библиотека им. С. Я. Маршака г. Заволжье,им. С. Я. Маршака
Библиотека им. Д. С. Лихачева,им. Д. С. Лихачева
Библиотека-филиал № 17 им. А. С. Грина,им. А. С. Грина
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Библиотека им. В. И. Лунина,им. В. И. Лунина
Усть-Канская центральная модельная библиотека им. А. Г. Калкина,им. А. Г. Калкина
Центральная городская библиотека им. А. С. Пушкина г. Кострома,им. А. С. Пушкина
Детская центральная библиотека им. П. П. Ершова,им. П. П. Ершова
Центральная библиотека им. Ф. Алиевой г. Каспийска,им. Ф. Алиевой
Библиотечно-информационный центр им. П. И. Бартенева,им. П. И. Бартенева
Библиотека им. Н. Носова г. Новочебоксарска,им. Н. Н. Носова
Мезенская центральная библиотека им. К. С. Бадигина,им. К. С. Бадигина
Красноярская городская библиотека им. А. Чехова,им. А. П. Чехова
Библиотека № 7 им. В. Л. Шокалюка,им. В. Л. Шокалюка
Городская библиотека им. В. А. Замыслова,им. В. А. Замыслова
Молодежная библиотека – филиал № 18 им. М. Горького,им. М. Горького
Детская библиотека им. А. П. Гайдара г. Курган,им. А. П. Гайдара
Библиотека-филиал № 3 им. М. Горького,им. М. Горького
Центральная детская библиотека им. К. Минина,им. К. Минина
Библиотека им. М. Светлова – литературно-эстетический центр,им. М. Светлова
Библиотека № 35 им. Б. И. Стукалина,им. Б. И. Стукалина
Пермская краевая детская библиотека им. Л. И. Кузьмина,им. Л. И. Кузьмина
Центральная городская библиотека им. А. П. Чехова,им. А. П. Чехова
Центральная библиотека им. А. С. Пушкина г. Сургута,им. А. С. Пушкина
Гляденская центральная сельская библиотека – филиал № 1 им. С. Д. Гуляева,им. С. Д. Гуляева
Красноярская городская библиотека им. А. Черкасова,им. А. Т. Черкасова
Чернавская модельная библиотека им. П. Н. Шубина,им. П. Н. Шубина
Новомирская сельская библиотека-филиал им. А. Б. Нейдгарта,им. А. Б. Нейдгарта
Библиотека № 5 им. А. И. Герцена г. Перми,им. А. И. Герцена
"Библиотека № 23 им. В. В. Розанова, г. Кострома",им. В. В. Розанова
Центральная районная библиотека им. К. Мечиева,им. К. Мечиева
Библиотека-филиал № 15 им. М. С. Петровых,им. М. С. Петровых
Библиотека им. П. Васильева,им. П. Васильева
Центральная библиотека им. С. Ю. Володиной,им. С. Ю. Володиной
Уржумская городская библиотека им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Библиотека им. И. С. Тургенева г. Новосибирска,им. И. С. Тургенева
Центральная библиотека им. С. Сулеймановой,им. С. Сулеймановой
Библиотека № 1 им. А. С. Грибоедова. Отдел чтения для детей и юношества,им. А. С. Грибоедова
Центральная детская модельная библиотека им. В. И. Воробьева,им. В. И. Воробьева
Библиотека-филиал им. Ленинского комсомола,им. Ленинского комсомола
Библиотека № 18 им. А. М. Горького,им. А. М. Горького
Библиотека № 21 им. А. Ф. Кучина,им. А. Ф. Кучина
Юношеская библиотека им. А. Гайдара,им. А. П. Гайдара
Красноярская городская библиотека им. С. Есенина,им. С. А. Есенина
Библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Городская библиотека № 1 им. А. П. Чехова,им. А. П. Чехова
Центральная городская библиотека им. А. С. Пушкина города Туапсе,им. А. С. Пушкина
Библиотека им. А. М. Горького г. Екатеринбурга,им. А. М. Горького
Библиотека № 3 им. К. Я. Мамонтова,им. К. Я. Мамонтова
Детский отдел Библиотеки им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Национальная детская библиотека Республики Коми им. С. Я. Маршака,им. С. Я. Маршака
Верх-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Светлогорская центральная библиотека им. А. З. Дмитровского,им. А. З. Дмитровского
Центральная детская библиотека им. А. В. Ганзен,им. А. В. Ганзен
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 1),им. Л. А. Кассиля
Красноярская городская библиотека им. К. Паустовского,им. К. Паустовского
Елабужский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Тарусская районная детская библиотека им. Н. В. Богданова,им. Н. В. Богданова
Модельная библиотека № 11 им. Л. С. Абдуллиной,им. Л. С. Абдуллиной
Модельная библиотека № 25 им. В. М. Пескова,им. В. М. Пескова
Красноярская городская библиотека им. И. Рождественского,им. И. Рождественского
"Гулькевичская городская детская библиотека им. К. Симонова, филиал № 1",им. К. Симонова
Неволинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. А. Гайдара,им. А. П. Гайдара
Детская библиотека № 16 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Библиотека им. Н.А. Некрасова,им. Н. А. Некрасова
Библиотека им. Н. А. Некрасова г. Новосибирска,им. Н. А. Некрасова
Центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Альметьевский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная районная детская библиотека им. В. П. Катаева,им. В. П. Катаева
Центральная городская библиотека им. А. С. Пушкина г. Клинцы,им. А. С. Пушкина
Тяжинская центральная окружная библиотека им. Н. И. Масалова,им. Н. И. Масалова
Красноярская городская детская библиотека им. Л. Кассиля,им. Л. А. Кассиля
Центральная городская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Троицко-Печорская межпоселенческая центральная библиотека им. Г. А. Фёдорова,им. Г. А. Фёдорова
Районная библиотека им. А. И. Куприна с. Наровчат,им. А. И. Куприна
Библиотека-филиал № 35 им. А. Ф. Пархаева пгт. Краснобродского,им. А. Ф. Пархаева
Сысертская библиотека для детей и юношества им. П. П. Бажова,им. П. П. Бажова
Библиотека № 4 им. Е. А. Исаева г. Воронежа,им. Е. А. Исаева
Центральная библиотека им. К. Г. Паустовского,им. К. Г. Паустовского
Библиотека им. А. Чехова г. Кургана,им. А. П. Чехова
Филиал № 10 - библиотека им. М. И. Цветаевой,им. М. И. Цветаевой
Библиотека № 20 им. Е. А. Евтушенко г. Иркутска,им. Е. А. Евтушенко
Лузская районная библиотека им. В. А. Меньшикова,им. В. А. Меньшикова
Красноярская городская детская библиотека им. З. Портновой,им. З. Портновой
Библиотека им. Л. Толстого г. Нижний Новгород,им. Л. Н. Толстого
Библиотека им. М. А. Шолохова г. Шахты,им. М. А. Шолохова
Центральная детская библиотека им. Э. Д. Гольцмана,им. Э. Д. Гольцмана
Центральная библиотека им. В. В. Розанова г. Сергиев Посад,им. В. В. Розанова
Большелипяговская сельская модельная библиотека – филиал № 5 им. Р. И. Карагодиной,им. Р. И. Карагодиной
Центральная районная библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Мухинская сельская библиотека им. В. А. Архипова,им. В. А. Архипова
Центральная районная библиотека им. Г. А. Пирожникова,им. Г. А. Пирожникова
Емашинская сельская модельная библиотека им. Ф. Н. Баишева,им. Ф. Н. Баишева
Белореченская сельская библиотека им. П. Е. Русских,им. П. Е. Русских
Введено-Готнянская модельная библиотека – филиал № 8 им. В. В. Курбатова,им. В. В. Курбатова
Опаринская центральная библиотека им. Н. А. Яхлакова,им. Н. А. Яхлакова
Локосовская библиотека им. И. Е. Коровина,им. И. Е. Коровина
Дивногорская городская библиотека им. В. Г. Распутина,им. В. Г. Распутина
Библиотека им. Е. А. Никонова г. Нижнего Новгорода,им. Е. А. Никонова
Библиотека им. Л. Толстого,им. Л. Н. Толстого
Межпоселенческая детская библиотека им. А. Л. Барто г. Иланского,им. А. Л. Барто
Березовская центральная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Яшкинская районная библиотека им. А. П. Саулова,им. А. П. Саулова
Канашская сельская библиотека им. А. П. Воложаниной,им. А. П. Воложаниной
Воронежская областная специальная библиотека для слепых им. В. Г. Короленко,им. В. Г. Короленко
Центральная городская библиотека им. А. П. Платонова (абонемент),им. А. П. Платонова
Библиотека-филиал № 3 им. И. П. Котляревского,им. И. П. Котляревского
Центральная библиотека им. М. М. Зощенко,им. М. М. Зощенко
Центральная городская библиотека им. Н. М. Ядринцева,им. Н. М. Ядринцева
Центральная библиотека им. М. Горького г. Орехово-Зуево,им. М. Горького
Михайловская центральная библиотека им. Н. М. Перовского,им. Н. М. Перовского
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Лопатинская сельская библиотека им. В. А. Москвичёва,им. В. А. Москвичёва
Иркутская областная библиотека им. И. И. Молчанова-Сибирского,им. И. И. Молчанова-Сибирского
Библиотека № 39 им. А. Н. Корольковой,им. А. Н. Корольковой
Центральная городская публичная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Красноярская городская библиотека им. Ленинского комсомола,им. Ленинского комсомола
Библиотека-филиал № 22 им. Е. А. Баратынского,им. Е. А. Баратынского
Библиотека «Таврика» им. А. Х. Стевена – научная библиотека Центрального музея Тавриды,им. А. Х. Стевена
Библиотека № 2 им. А. В. Кольцова,им. А. В. Кольцова
Публичная научная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Библиотека № 7 им. В. А. Закруткина,им. В. А. Закруткина
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
