name,dedication
Шестаковская сельская библиотека им. А. П. Батуева,им. А. П. Батуева
Центральная детская библиотека им. А. С. Пушкина г. Сарова,им. А. С. Пушкина
Городская библиотека № 4 им. В. П. Астафьева,им. В. П. Астафьева
Библиотечно-информационный центр им. П. И. Бартенева,им. П. И. Бартенева
Библиотека им. Д. С. Лихачёва г. Кирово-Чепецка,им. Д. С. Лихачёва
Библиотека-музей № 24 им. П. Д. Пономарева,им. П. Д. Пономарева
Новоусадская сельская библиотека-филиал им. В. П. Вахтерова,им. В. П. Вахтерова
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 2),им. Л. А. Кассиля
Библиотека-филиал им. М. В. Ломоносова г. Нижнего Новгорода,им. М. В. Ломоносова
Библиотека им. А. С. Грибоедова г. Нижнего Новгорода,им. А. С. Грибоедова
Библиотека-филиал № 11 им. Н. Ю. Корнеева г. Курска,им. Н. Ю. Корнеева
Казанский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека им. Е. А. Никонова г. Нижнего Новгорода,им. Е. А. Никонова
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
Чернавская модельная библиотека им. П. Н. Шубина,им. П. Н. Шубина
Городская библиотека № 1 им. А. П. Чехова,им. А. П. Чехова
Стрельская сельская библиотека – филиал им. В. Л. Волгина,им. В. Л. Волгина
Республиканская детско-юношеская библиотека им. В. Х. Колумба,им. В. Х. Колумба
Детская библиотека им. А. С. Пушкина п. Сосьва,им. А. С. Пушкина
Центральная детская библиотека им. Н. Островского,им. Н. А. Островского
Городская библиотека-филиал № 3 им. М. Сеспеля,им. М. Сеспеля
Центральная городская библиотека им. А. А. Азовского,им. А. А. Азовского
Библиотека им. Г. Е. Николаевой,им. Г. Е. Николаевой
Павловская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-филиал № 3 им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Детская библиотека им. А. П. Гайдара г. Читы,им. А. П. Гайдара
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Центральная районная библиотека им. В. Н. Ганичева,им. В. Н. Ганичева
Городская детская библиотека им. Н. Носова г. Шарыпово,им. Н. Н. Носова
Центральная городская библиотека им. А. Грина,им. А. С. Грина
Палевицкая библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 17 им. А. С. Макаренко,им. А. С. Макаренко
Библиотека им. С. Есенина г. Азова,им. С. А. Есенина
Центральная городская библиотека им. А. С. Пушкина г. Клинцы,им. А. С. Пушкина
Библиотека № 39 им. А. Н. Корольковой,им. А. Н. Корольковой
Частинская центральная районная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека «Таврика» им. А. Х. Стевена – научная библиотека Центрального музея Тавриды,им. А. Х. Стевена
Михайловская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Томаровская поселковая библиотека им. И. А. Чернухина,им. И. А. Чернухина
Красноярская городская детская библиотека им. О. Кошевого,им. О. Кошевого
Библиотека-филиал им. Н. В. Гоголя г. Нижнего Новгорода,им. Н. В. Гоголя
Городская библиотека № 4 им. С. Есенина п. Дубинино,им. С. А. Есенина
Центральная городская библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Городская библиотека-филиал № 4 им. В. В. Маяковского,им. В. В. Маяковского
Свердловская областная специальная библиотека для незрячих и слабовидящих им. Д. Н. Мамина-Сибиряка,им. Д. Н. Мамина-Сибиряка
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина,им. В. П. Крапивина
Библиотека № 1 им. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Центральная детская библиотека им. Н. Н. Носова г. Тутаева,им. Н. Н. Носова
Сельская модельная библиотека – филиал № 9 им. И. Д. Панаева,им. И. Д. Панаева
Библиотека «Новогородская» им. А. И. Курицына,им. А. И. Курицына
Библиотека-филиал № 12 им. А. Барто,им. А. Л. Барто
Центральная библиотека семейного чтения им. Н. Войновской,им. Н. Войновской
Угодичская библиотека им. А. Я. Артынова,им. А. Я. Артынова
Центральная городская библиотека им. А. С. Пушкина г. Симферополя,им. А. С. Пушкина
Центральная городская библиотека им. А. Д. Старцева,им. А. Д. Старцева
Библиотека-филиал им. В. Г. Короленко,им. В. Г. Короленко
Центральная детская библиотека им. Героя Советского Союза А. И. Захарова,им. А. И. Захарова
Центральная городская библиотека им. Э. Э. Баллиона,им. Э. Э. Баллиона
Детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Карьерская сельская библиотека – филиал им. И. И. Куренкова,им. И. И. Куренкова
Модельная библиотека им. Николая Килькеева,им. Николая Килькеева
Библиотека № 10 им. Д. Н. Мамина-Сибиряка г. Перми,им. Д. Н. Мамина-Сибиряка
Детская библиотека им. В. В. Бианки,им. В. В. Бианки
Сельская библиотека им. Н. А. Некрасова д. Грешнево,им. Н. А. Некрасова
Центральная детская библиотека им. В. П. Крапивина г. Тюмени,им. В. П. Крапивина
Михайловская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Городская библиотека им. В. А. Чивилихина,им. В. А. Чивилихина
Библиотека им. А. Грина,им. А. С. Грина
Краснодарская краевая универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Иванцевская библиотека-филиал им. А. М. Бастракова,им. А. М. Бастракова
Центральная городская библиотека им. Горького,им. М. Горького
Библиотека-филиал № 13 им. И. В. Кашпурова,им. И. В. Кашпурова
Центральная районная библиотека им. А. С. Пушкина г. Сухой Лог,им. А. С. Пушкина
Библиотека им. В. Шукшина,им. В. М. Шукшина
Тюменцевская межпоселенческая центральная библиотека им. Г. В. Егорова,им. Г. В. Егорова
Филиал Вологодской библиотеки им. И. В. Бабушкина,им. И. В. Бабушкина
Центральная городская библиотека им. А. П. Платонова (абонемент),им. А. П. Платонова
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),им. А. П. Гайдара
Библиотека № 4 им. А. А. Прокофьева,им. А. А. Прокофьева
Библиотека семейного чтения им. П. П. Бажова,им. П. П. Бажова
Центральная библиотека им. А. П. Чехова г. Владивостока,им. А. П. Чехова
"Библиотека им. М. М. Пришвина, филиал № 4",им. М. М. Пришвина
Детская библиотека № 10 им. М. М. Пришвина,им. М. М. Пришвина
Центральная городская библиотека им. М. А. Шолохова,им. М. А. Шолохова
Дунайская библиотека – филиал № 8 им. Э. Горборукова,им. Э. Горборукова
Городская библиотека № 1 им. А. Н. Чепурова,им. А. Н. Чепурова
Центральная детская библиотека им. А. М. Горького,им. А. М. Горького
Специализированная детская библиотека № 27 им. С. В. Михалкова,им. С. В. Михалкова
Библиотека им. Л. А. Никоновой г. Новокузнецка,им. Л. А. Никоновой
Советская центральная библиотека им. А. С. Крупнякова,им. А. С. Крупнякова
Колыванская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Октябрьская библиотека им. Н. П. Гурьяновой,им. Н. П. Гурьяновой
Библиотека № 13 им. В. Г. Короленко г. Перми,им. В. Г. Короленко
Библиотека им. Н. Некрасова г. Кургана,им. Н. А. Некрасова
Центральная библиотека им. А. С. Пушкина г. Черногорска,им. А. С. Пушкина
Ревдинская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Модельная библиотека № 32 им. Г. Н. Троепольского,им. Г. Н. Троепольского
Городская библиотека им. А. Н. Ткалуна,им. А. Н. Ткалуна
Детская библиотека – филиал № 28 им. В. Д. Берестова,им. В. Д. Берестова
Детская библиотека № 6 им. В. Г. Короленко,им. В. Г. Короленко
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Вильвенская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. Ф. А. Семенова г. Курска,им. Ф. А. Семенова
Центральная городская библиотека им. А. И. Герцена,им. А. И. Герцена
Библиотека им. С. Я. Маршака г. Санкт-Петербурга,им. С. Я. Маршака
Центральная городская библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека-филиал № 2 им. Н. Островского г. Туапсе,им. Н. А. Островского
Библиотека им. А. И. Недогонова,им. А. И. Недогонова
Кирилловская сельская библиотека им. Н. Б. Рачкова,им. Н. Б. Рачкова
Приморская краевая библиотека им. А. М. Горького,им. А. М. Горького
Центральная городская библиотека им. А. И. Чечулина,им. А. И. Чечулина
Верхнеуральская городская библиотека им. П. М. Кудряшева,им. П. М. Кудряшева
Белоярская библиотека им. Г. Г. Кушникова,им. Г. Г. Кушникова
Центральная районная библиотека им. А. П. Чехова г. Санкт-Петербурга,им. А. П. Чехова
Библиотека им. Н. А. Некрасова г. Новосибирска,им. Н. А. Некрасова
Красноярская городская библиотека им. С. Есенина,им. С. А. Есенина
Библиотека для детей № 16 им. Л. В. Дьяконова,им. Л. В. Дьяконова
Немская центральная библиотека им. М. И. Ожегова,им. М. И. Ожегова
Красноярская городская библиотека им. А. Черкасова,им. А. Т. Черкасова
Барсаевская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека им. А. И. Люкина Московского района Нижнего Новгорода,им. А. И. Люкина
Переславская городская библиотека им. А. Невского,им. А. Невского
Центральная городская библиотека им. М. Горького,им. М. Горького
Зеленоградская центральная библиотека им. Ю. Н. Куранова,им. Ю. Н. Куранова
Библиотека им. М. Горького,им. М. Горького
Сельская библиотека – филиал № 10 им. А. Я. Уваровского,им. А. Я. Уваровского
Детская библиотека – филиал № 1 им. А. С. Пушкина г. Советская Гавань,им. А. С. Пушкина
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Библиотека им. А. А. Фадеева г. Новосибирска,им. А. А. Фадеева
Юношеская библиотека им. А. Гайдара,им. А. П. Гайдара
Раздольненская центральная районная библиотека им. А. И. Домбровского,им. А. И. Домбровского
Луковецкая библиотека им. Ю. Т. Мамонтова,им. Ю. Т. Мамонтова
Межпоселенческая центральная библиотека им. С. А. Королева,им. С. А. Королева
Нижне-Сыповская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 4 им. В. В. Маяковского г. Перми,им. В. В. Маяковского
Межпоселенческая центральная районная библиотека им. И. Г. Зиненко,им. И. Г. Зиненко
Центральная районная библиотека им. А. С. Пушкина п. Сокольское,им. А. С. Пушкина
Центральная библиотека им. Р. Гамзатова г. Кизилюрта,им. Р. Гамзатова
Библиотека им. Б. Корнилова г. Нижнего Новгорода,им. Б. Корнилова
Октябрьская сельская библиотека-филиал им. И. А. Наговицына,им. И. А. Наговицына
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
Красноярская городская библиотека им. А. Пушкина,им. А. С. Пушкина
Библиотека им. В. Яна (библиотека-филиал № 7),им. В. Яна
Библиотека им. М. А. Шолохова,им. М. А. Шолохова
Кобяйская улусная библиотека им. Т. Е. Сметанина,им. Т. Е. Сметанина
Библиотека им. Ю. Д. Дмитриева г. Новосибирска,им. Ю. Д. Дмитриева
Центральная библиотека № 15 им. В. О. Ключевского,им. В. О. Ключевского
Крымская республиканская детская библиотека им. В. Н. Орлова,им. В. Н. Орлова
Библиотека № 44 им. В. Г. Короленко (филиал № 1),им. В. Г. Короленко
Центральная районная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Холмогорская районная библиотека им. М. В. Ломоносова,им. М. В. Ломоносова
Центральная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Центральная детская библиотека им. А. В. Митяева,им. А. В. Митяева
Детско-юношеская библиотека им. И. С. Тургенева г. Новочеркасска,им. И. С. Тургенева
Модельная библиотека им. Яныбая Хамматова с. Серменево,им. Яныбая Хамматова
Центральная городская библиотека им. В. И. Муравленко,им. В. И. Муравленко
Библиотека № 5 им. С. Я. Маршака,им. С. Я. Маршака
Библиотека-филиал № 24 им. В. М. Шукшина,им. В. М. Шукшина
Центральная библиотека им. А. С. Пушкина г. Ногинска,им. А. С. Пушкина
Красноярская городская библиотека им. К. Паустовского,им. К. Паустовского
Библиотека № 8 им. Н. А. Островского г. Перми,им. Н. А. Островского
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Центральная городская библиотека им. Л. Н. Толстого г. Севастополя,им. Л. Н. Толстого
Национальная библиотека им. А. С. Пушкина Республики Тыва,им. А. С. Пушкина
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Белореченская сельская библиотека им. П. Е. Русских,им. П. Е. Русских
Библиотека № 5 им. Николая Рубцова г. Санкт-Петербурга,им. Н. М. Рубцова
Центральная библиотека им. М. Ю. Лермонтова г. Тихорецка,им. М. Ю. Лермонтова
Центральная городская детская библиотека им. Гайдара,им. А. П. Гайдара
Библиотека № 9 им. М. М. и Е. П. Нарышкиных,им. М. М. и Е. П. Нарышкиных
Библиотека № 1 им. М. Е. Евсевьева,им. М. Е. Евсевьева
Центральная библиотека им. А. Г. Дементьева,им. А. Г. Дементьева
Библиотека-филиал № 16 «Зал семейного чтения им. А. П. Гайдара»,им. А. П. Гайдара
Библиотечный центр «Дом семьи» им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Нюрбинская центральная библиотека им. Ф. Г. Сафронова,им. Ф. Г. Сафронова
Филиал № 10 – библиотека им. В. М. Шукшина г. Нижнего Новгорода,им. В. М. Шукшина
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. И. М. Киселева,им. И. М. Киселева
Центральная городская библиотека им. Я. П. Гарелина,им. Я. П. Гарелина
Центральная районная библиотека им. Анатолия Чмыхало,им. А. Чмыхало
Детская библиотека-филиал № 15 им. С. Я. Маршака,им. С. Я. Маршака
Межпоселенческая библиотека Амурского района им. К. Р. Выборова,им. К. Р. Выборова
Библиотека-филиал № 7 им. Гайдара г. Орска,им. А. П. Гайдара
Сардыкская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Алтайская краевая детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Свердловская областная универсальная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Центральная городская библиотека им. Е. Р. Дашковой,им. Е. Р. Дашковой
Библиотека № 4 им. Е. А. Исаева г. Воронежа,им. Е. А. Исаева
Библиотека им. П. Васильева,им. П. Васильева
Библиотека им. Н. С. Лескова,им. Н. С. Лескова
Библиотека им. П. Хузангая (филиал № 20),им. П. Хузангая
Детская библиотека – филиал № 7 им. Г. А. Черкашина,им. Г. А. Черкашина
Межпоселенческая библиотека им. В. М. Клыкова,им. В. М. Клыкова
Детская библиотека им. М. М. Пришвина г. Переславля-Залесского,им. М. М. Пришвина
Морская библиотека-музей им. В. Г. Гузанова,им. В. Г. Гузанова
Детский информационный центр им. В. Сухомлинского (филиал № 2),им. В. Сухомлинского
Опочецкая районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
"Библиотека № 23 им. В. В. Розанова, г. Кострома",им. В. В. Розанова
Библиотека им. А. М. Горького – филиал № 7 г. Краснодара,им. А. М. Горького
Центр чтения детей им. Б. Абидуева,им. Б. Абидуева
Центральная детская библиотека им. Аркадия Гайдара г. Ангарска,им. А. П. Гайдара
Качканарская городская библиотека им. Ф. Т. Селянина,им. Ф. Т. Селянина
Центральная детская библиотека им. К. Минина,им. К. Минина
Центральная библиотека им. Н. К. Крупской г. Самары,им. Н. К. Крупской
Центральная городская библиотека им. А. П. Чехова,им. А. П. Чехова
