name,dedication
Центральная библиотека им. А. В. Луначарского г. Кропоткина,им. А. В. Луначарского
Ростовская городская библиотека им. А. А. Титова,им. А. А. Титова
Новосильский библиотечный филиал им. А. А. Ростовцевой,им. А. А. Ростовцевой
Библиотека-филиал № 2 им. Е. И. Носова г. Курска,им. Е. И. Носова
Центральная межпоселенческая библиотека им. В. В. Юхнина с. Объячево,им. В. В. Юхнина
Центральная детская библиотека № 46 им. И. З. Сурикова (филиал № 1),им. И. З. Сурикова
Тяжинская центральная окружная библиотека им. Н. И. Масалова,им. Н. И. Масалова
Центральная детская библиотека им. В. С. Рыжакова,им. В. С. Рыжакова
Раздольненская центральная районная библиотека им. А. И. Домбровского,им. А. И. Домбровского
Владимирская сельская библиотека им. С. В. Афоньшина,им. С. В. Афоньшина
Городская библиотека им. В. А. Чивилихина,им. В. А. Чивилихина
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 2),им. Л. А. Кассиля
Библиотека им. А. Н. Радищева,им. А. Н. Радищева
Детская библиотека им. Ю. А. Гагарина,им. Ю. А. Гагарина
Библиотека-филиал № 12 им. А. Барто,им. А. Л. Барто
Центральная городская библиотека им. Светланы Кузнецовой,им. Светланы Кузнецовой
Библиотека им. А. А. Блока г. Новосибирска,им. А. А. Блока
Центральная городская библиотека им. М. Горького,им. М. Горького
Центральная детская библиотека им. А. В. Ганзен,им. А. В. Ганзен
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина на ул. Советской,им. В. П. Крапивина
Библиотека им. Н. С. Лескова,им. Н. С. Лескова
Центральная городская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Детская библиотека № 1 им. В. Е. Сорочкина г. Брянска,им. В. Е. Сорочкина
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Библиотека им. А. С. Попова,им. А. С. Попова
Библиотека № 90 им. А. С. Неверова г. Москвы,им. А. С. Неверова
Центральная библиотека им. Олега Чупрова,им. Олега Чупрова
Холмогорская районная библиотека им. М. В. Ломоносова,им. М. В. Ломоносова
"Гулькевичская городская детская библиотека им. К. Симонова, филиал № 1",им. К. Симонова
Библиотека № 4 им. А. А. Прокофьева,им. А. А. Прокофьева
Библиотека им. С. Кучина,им. С. Кучина
Корткеросская центральная библиотека им. М. Н. Лебедева,им. М. Н. Лебедева
Грайворонская центральная районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека им. Н. Некрасова г. Кургана,им. Н. А. Некрасова
Геленджикский филиал Краснодарской библиотеки для слепых им. А. П. Чехова,им. А. П. Чехова
Нагорская городская библиотека им. В. А. Норсеева,им. В. А. Норсеева
Детская библиотека им. З. Космодемьянской г. Новочеркасска,им. З. Космодемьянской
Межпоселенческая центральная библиотека им. Александра Кердана г. Коркино,им. А. Кердана
Городская библиотека – филиал № 1 им. М. Бурангулова,им. М. Бурангулова
Городская библиотека № 4 им. К. С. Бадигина г. Пензы,им. К. С. Бадигина
Центральная библиотека им. К. Г. Паустовского,им. К. Г. Паустовского
Бахчисарайская центральная районная библиотека им. А.С. Пушкина,им. А. С. Пушкина
Центральная городская детская библиотека им. Е. А. Пермяка,им. Е. А. Пермяка
Петлинская сельская библиотека им. А. И. Поющева,им. А. И. Поющева
Арзамасская центральная районная библиотека им. И. Н. Сахарова,им. И. Н. Сахарова
Районная детская библиотека им. С. В. Ягуповой,им. С. В. Ягуповой
Центральная городская библиотека им. А. С. Пушкина г. Ачинска,им. А. С. Пушкина
Библиотека им. Н. Некрасова г. Рыбинска,им. Н. А. Некрасова
Филиал № 7 – библиотека им. А. П. Чехова г. Нижнего Новгорода,им. А. П. Чехова
Бежецкая центральная библиотека им. В. Я. Шишкова,им. В. Я. Шишкова
Библиотека им. М. Горького,им. М. Горького
Луковецкая библиотека им. Ю. Т. Мамонтова,им. Ю. Т. Мамонтова
Нагорьевская библиотека им. Н. А. Брыкина,им. Н. А. Брыкина
Детская библиотека № 9 им. С. Я. Маршака,им. С. Я. Маршака
Библиотека им. М. Ю. Лермонтова – филиал № 5,им. М. Ю. Лермонтова
Детский отдел Центральной библиотеки им. В. А. Пазухина г. Кинешма,им. В. А. Пазухина
Центральная детская библиотека им. В. П. Крапивина г. Тюмени,им. В. П. Крапивина
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Библиотека семейного чтения им. М. Горького,им. М. Горького
Библиотека-читальня им. И. С. Тургенева (строение 2),им. И. С. Тургенева
Красноярская городская библиотека семейного чтения им. Р. Солнцева,им. Р. Солнцева
Центральная городская библиотека им. Ф. М. Достоевского,им. Ф. М. Достоевского
Усть-Канская центральная модельная библиотека им. А. Г. Калкина,им. А. Г. Калкина
Детско-юношеская библиотека – филиал № 1 им. В. И. Лихоносова г. Анапы,им. В. И. Лихоносова
Библиотека им. И. А. Гончарова,им. И. А. Гончарова
Санчурская центральная библиотека им. А. М. Рыжова,им. А. М. Рыжова
Центральная библиотека им. В. И. Ленина г. Нижнего Новгорода,им. В. И. Ленина
Аннинская центральная библиотека им. Е. П. Ростопчиной,им. Е. П. Ростопчиной
Центральная городская библиотека им. А. С. Пушкина г. Кострома,им. А. С. Пушкина
Центральная городская библиотека им. Гоголя,им. Н. В. Гоголя
Библиотека им. В. М. Шукшина г. Новочеркасска,им. В. М. Шукшина
Библиотека-филиал № 6 им. И. А. Гончарова,им. И. А. Гончарова
Библиотека им. Александра Ивановича Куприна г. Армавира,им. А. И. Куприна
Красноярская городская детская библиотека им. Г. Щукина,им. Г. Щукина
Библиотека им. П. А. Заломова г. Нижнего Новгорода,им. П. А. Заломова
Центр семейного чтения им. А. С. Пушкина,им. А. С. Пушкина
Межпоселенческая центральная районная библиотека им. П. И. Замойского,им. П. И. Замойского
Опочецкая районная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека № 9 им. Даниила Гранина г. Санкт-Петербурга,им. Д. А. Гранина
Красноярская городская библиотека им. А. Чехова,им. А. П. Чехова
Библиотека-филиал № 7 им. Гайдара г. Орска,им. А. П. Гайдара
Центральная районная детская библиотека им. А. Пешкова,им. А. Пешкова
Библиотека им. Г. Е. Николаевой,им. Г. Е. Николаевой
Библиотека № 1 им. Салтыкова-Щедрина,им. М. Е. Салтыкова-Щедрина
Некоузская центральная библиотека им. А. В. Сухово-Кобылина,им. А. В. Сухово-Кобылина
Курская областная универсальная научная библиотека им. Н. Н. Асеева,им. Н. Н. Асеева
Центральная городская библиотека им. А. П. Чехова,им. А. П. Чехова
Модельная библиотека им. В. В. Куйбышева г. Новосибирска,им. В. В. Куйбышева
Орловская областная научная универсальная публичная библиотека им. И. А. Бунина,им. И. А. Бунина
Зерноградская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека им. Н. Крупской,им. Н. К. Крупской
Центральная городская библиотека им. Н. М. Ядринцева,им. Н. М. Ядринцева
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Новокинерская сельская библиотека им. Т. Миннуллина – филиал № 2,им. Т. Миннуллина
Библиотека (универсальная) № 21 им. Н. М. Рубцова г. Сургута,им. Н. М. Рубцова
Центральная библиотека им. А. Г. Дементьева,им. А. Г. Дементьева
Детская библиотека № 5 им. Е. Ф. Трутневой,им. Е. Ф. Трутневой
Библиотека № 1 им. М. Е. Евсевьева,им. М. Е. Евсевьева
Детская библиотека – филиал № 7 им. Л. С. Мерзликина,им. Л. С. Мерзликина
Центральная районная детская библиотека им. Н. А. Зайцева,им. Н. А. Зайцева
Красноярская городская библиотека им. Н. Некрасова,им. Н. А. Некрасова
Центральная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Карабановская городская библиотека им. Ю. Н. Худова,им. Ю. Н. Худова
Центральная городская библиотека им. А. Н. Арцибашева,им. А. Н. Арцибашева
Пермская краевая детская библиотека им. Л. И. Кузьмина,им. Л. И. Кузьмина
Библиотека им. А. С. Пушкина г. Майского,им. А. С. Пушкина
Библиотека-филиал № 1 им. П. А. Павленко,им. П. А. Павленко
Модельная библиотека № 14 им. митрополита Макария (Булгакова) г. Старый Оскол,им. митрополита Макария
Городская библиотека № 4 им. В. П. Астафьева,им. В. П. Астафьева
Центральная районная библиотека им. И. Н. Сабирова,им. И. Н. Сабирова
Белохолуницкая детская библиотека им. Н. И. Марихина,им. Н. И. Марихина
Библиотека им. Маяковского – филиал № 3,им. В. В. Маяковского
Библиотека им. Л. Агакова − филиал № 17,им. Л. Агакова
Детская библиотека им. А. П. Гайдара г. Читы,им. А. П. Гайдара
Модельная библиотека им. Яныбая Хамматова с. Серменево,им. Яныбая Хамматова
Железногорская межпоселенческая библиотека им. Н. М. Перовского,им. Н. М. Перовского
Межпоселенческая центральная районная библиотека им. И. Г. Зиненко,им. И. Г. Зиненко
Качканарская городская библиотека им. Ф. Т. Селянина (взрослая),им. Ф. Т. Селянина
Тамбовская областная универсальная научная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Солдатская модельная библиотека-филиал № 17 им. М. Д. Тверитинова,им. М. Д. Тверитинова
Центральная районная библиотека им. М. Горького п. Сосьва,им. М. Горького
Библиотека № 17 им. А. К. Горбунова г. Иркутска,им. А. К. Горбунова
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Красноярская городская библиотека им. Я. Свердлова,им. Я. Свердлова
Переславская городская библиотека им. А. Невского,им. А. Невского
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина,им. В. П. Крапивина
Детская библиотека им. А. С. Пушкина г. Константиновска,им. А. С. Пушкина
Центральная детская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Барсаевская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Яйвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. М. В. Наумова,им. М. В. Наумова
Центральная городская библиотека им. А. Уержаа,им. А. Уержаа
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Библиотека им. Е. А. Никонова г. Нижнего Новгорода,им. Е. А. Никонова
Специальная городская библиотека искусств им. А. С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. А. С. Пушкина г. Ногинска,им. А. С. Пушкина
Библиотека № 6 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Библиотека им. А. Пискунова,им. А. Пискунова
Центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Красноярская городская библиотека им. Ленинского комсомола,им. Ленинского комсомола
Центральная детская библиотека им. Н. Островского,им. Н. А. Островского
Библиотека им. Н. Ф. Гастелло г. Нижнего Новгорода,им. Н. Ф. Гастелло
Центральная библиотека им. С. Сулеймановой,им. С. Сулеймановой
Мценская межпоселенческая районная библиотека им. И. С. Тургенева,им. И. С. Тургенева
Опаринская центральная библиотека им. Н. А. Яхлакова,им. Н. А. Яхлакова
Центральная детская библиотека им. Гагарина г. Орска,им. Ю. А. Гагарина
Молодежная библиотека им. А. С. Пушкина – филиал № 7,им. А. С. Пушкина
Библиотека им. И. М. Лаврова г. Новосибирска,им. И. М. Лаврова
Центральная районная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Воронежская областная специальная библиотека для слепых им. В. Г. Короленко,им. В. Г. Короленко
Модельная детская библиотека им. Н. Ш. Куулар,им. Н. Ш. Куулар
Центральная городская библиотека им. Л. Н. Толстого г. Севастополя,им. Л. Н. Толстого
Библиотека № 11 им. А. С. Грибоедова,им. А. С. Грибоедова
Библиотека им. А. Н. Островского г. Нижнего Новгорода,им. А. Н. Островского
Молодежная библиотека – филиал № 18 им. М. Горького,им. М. Горького
Красноярская городская детская библиотека им. К. Чуковского,им. К. И. Чуковского
Межпоселенческая библиотека им. А. С. Пушкина г. Эртиля,им. А. С. Пушкина
Библиотека им. А. С. Серафимовича г. Нижнего Новгорода,им. А. С. Серафимовича
Библиотека № 1 им. Л. Н. Толстого г. Перми,им. Л. Н. Толстого
Центральная библиотека им. С. Ю. Володиной,им. С. Ю. Володиной
Библиотека им. А. И. Люкина Московского района Нижнего Новгорода,им. А. И. Люкина
Жулановская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Клинская центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Детская библиотека № 6 им. В. В. Бианки,им. В. В. Бианки
Игринская центральная районная библиотека им. Кедра Митрея,им. Кедра Митрея
Детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. Л. Красина,им. Л. Красина
Библиотека им. Л. А. Никоновой г. Новокузнецка,им. Л. А. Никоновой
Центральная городская библиотека им. В. И. Муравленко,им. В. И. Муравленко
Библиотека им. З. Космодемьянской г. Нижнего Новгорода,им. З. Космодемьянской
Детская библиотека им. В. В. Бианки,им. В. В. Бианки
Центральная детская библиотека им. А. П. Гайдара г. Минусинска,им. А. П. Гайдара
Неволинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Нагорская центральная библиотека им. Г. И. Обатурова,им. Г. И. Обатурова
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. А. И. Солженицына,им. А. И. Солженицына
Библиотека-филиал № 16 им. Хусаина Ямашева,им. Хусаина Ямашева
Центральная районная библиотека им. А. С. Пушкина г. Сухой Лог,им. А. С. Пушкина
Центральная библиотека им. В. А. Пазухина г. Кинешмы,им. В. А. Пазухина
Центральная городская библиотека им. Д. Н. Мамина-Сибиряка г. Ирбита,им. Д. Н. Мамина-Сибиряка
Модельная Центральная детская библиотека им. М. Горького,им. М. Горького
Цепочкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 2 им. Н. Островского г. Туапсе,им. Н. А. Островского
Библиотека № 6 им. К. И. Чуковского г. Саранска,им. К. И. Чуковского
Карачевская межпоселенческая районная библиотека им. Н. Н. и Н. В. Баранских,им. Н. Н. и Н. В. Баранских
Центральная детская муниципальная библиотека им. М. Горького,им. М. Горького
Библиотека-репозиторий (Никольская) МЦБС им. М.Ю. Лермонтова,им. М. Ю. Лермонтова
Библиотека № 10 им. С. А. Есенина,им. С. А. Есенина
Центральная городская библиотека им. Н. Байтерякова,им. Н. Байтерякова
Центральная городская библиотека им. А. И. Куприна,им. А. И. Куприна
Библиотека № 11 им. О. М. Любовикова,им. О. М. Любовикова
Центральная городская библиотека им. Н. К. Крупской г. Дзержинска,им. Н. К. Крупской
Библиотека им. А. И. Недогонова,им. А. И. Недогонова
Никольская поселенческая библиотека им. А. К. Филатова,им. А. К. Филатова
Библиотека им. А. Д. Знаменского,им. А. Д. Знаменского
Центральная городская библиотека им. И. К. Калашникова,им. И. К. Калашникова
Чистопольский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека им. А. П. Чехова г. Дзержинска,им. А. П. Чехова
Бугульминский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Центральная городская детская библиотека им. И. А. Докукина,им. И. А. Докукина
Модельная библиотека № 32 им. Г. Н. Троепольского,им. Г. Н. Троепольского
Национальная детская библиотека Республики Коми им. С. Я. Маршака,им. С. Я. Маршака
Культурный центр семейного чтения и досуга им. П. А. Михина,им. П. А. Михина
Библиотека им. А. А. Фадеева,им. А. А. Фадеева
Библиотека № 7 им. Б. С. Житкова,им. Б. С. Житкова
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Пионерская библиотека им. А. М. Казанцева,им. А. М. Казанцева
Библиотека им. С. Есенина г. Азова,им. С. А. Есенина
Библиотека им. А. Ф. Краснова г. Комсомольска-на-Амуре,им. А. Ф. Краснова
Детская библиотека № 19 им. В. П. Стародумова г. Иркутска,им. В. П. Стародумова
Центральная городская библиотека им. М. В. Ломоносова,им. М. В. Ломоносова
Библиотека им. А. С. Грибоедова г. Нижнего Новгорода,им. А. С. Грибоедова
Детская библиотека им. Виталия Бианки,им. В. В. Бианки
Библиотека-филиал № 22 им. Е. А. Баратынского,им. Е. А. Баратынского
Библиотека им. С. А. Есенина,им. С. А. Есенина
Высокомысовская модельная библиотека им. В. П. Замятина,им. В. П. Замятина
Библиотека «Таврика» им. А. Х. Стевена – научная библиотека Центрального музея Тавриды,им. А. Х. Стевена
Детская библиотека № 8 им. П. П. Бажова,им. П. П. Бажова
Центральная детская библиотека им. Б. Васильева,им. Б. Л. Васильева
Межпоселенческая центральная библиотека им. С. А. Королева,им. С. А. Королева
Константиновская районная библиотека им. Ф. П. Крюкова,им. Ф. П. Крюкова
Центральная городская библиотека для молодежи им. А. А. Фета,им. А. А. Фета
Центральная районная библиотека им. Б. А. Можаева,им. Б. А. Можаева
Библиотека им. В. Маяковского г. Пушкино,им. В. В. Маяковского
Костромская областная библиотека для детей и молодежи им. А. Гайдара на ул. Симановского,им. А. П. Гайдара
Красноярская городская детская библиотека им. Л. Кассиля,им. Л. А. Кассиля
Александровск-Сахалинская центральная библиотека им. М. С. Мицуля,им. М. С. Мицуля
Центральная городская детская библиотека им. Гайдара,им. А. П. Гайдара
Серафимовичская центральная районная библиотека им. А. С. Серафимовича,им. А. С. Серафимовича
Областная специальная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Центральная библиотека им. А. С. Пушкина г. Сургута,им. А. С. Пушкина
Библиотека-филиал № 10 им. И. А. Куратова,им. И. А. Куратова
Центральная районная библиотека им. М. Б. Доржу,им. М. Б. Доржу
Томаровская поселковая библиотека им. И. А. Чернухина,им. И. А. Чернухина
Центральная библиотека им. В. Т. Слипенчука с. Черниговка,им. В. Т. Слипенчука
Городская библиотека-филиал № 4 им. В. В. Маяковского,им. В. В. Маяковского
Библиотека им. И. С. Тургенева г. Орла,им. И. С. Тургенева
Детская библиотека № 22 им. Л. А. Кассиля (филиал № 1),им. Л. А. Кассиля
Городская библиотека им. Е. Е. Аксеновой,им. Е. Е. Аксеновой
Библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Нюрбинская центральная библиотека им. Ф. Г. Сафронова,им. Ф. Г. Сафронова
Библиотека № 3 им. Леонида Беспрозванного,им. Леонида Беспрозванного
Белореченская сельская библиотека им. П. Е. Русских,им. П. Е. Русских
Библиотека им. А. С. Пушкина г. Новосибирска,им. А. С. Пушкина
Сельская библиотека – филиал № 2 им. А. П. Чехова,им. А. П. Чехова
Городская библиотека им. М. К. Анисимковой,им. М. К. Анисимковой
Библиотека «Родник» им. С. А. Золотцева,им. С. А. Золотцева
Библиотека № 35 им. Б. И. Стукалина,им. Б. И. Стукалина
Центральная городская библиотека им. М. А. Шолохова,им. М. А. Шолохова
Нижнепенская модельная библиотека-филиал № 21 им. А. Д. Алексейченко,им. А. Д. Алексейченко
Библиотека № 6 им. Ф. Ф. Павленкова с. Ваньки,им. Ф. Ф. Павленкова
Библиотека № 9 им. А. М. Васнецова г. Кирова,им. А. М. Васнецова
Национальная библиотека Республики Дагестан им. Р. Гамзатова,им. Р. Гамзатова
Библиотека совхоза им. Воровского - филиал № 25,им. Воровского
Центральная библиотека им. Виктора Гаврилина,им. В. Гаврилина
Библиотека № 10 им. Фёдора Абрамова округа Варавино-Фактория,им. Ф. А. Абрамова
Центральная детская библиотека им. З. Космодемьянской,им. З. Космодемьянской
Библиотека им. Н. Галушкина,им. Н. Галушкина
Библиотека им. П. Васильева,им. П. Васильева
Карпогорская центральная библиотека им. Ф. А. Абрамова,им. Ф. А. Абрамова
Шушенская центральная библиотека им. Н. К. Крупской,им. Н. К. Крупской
Библиотека № 1 им. М. В. Фрунзе,им. М. В. Фрунзе
Центральная городская детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Центральная районная библиотека им. Анатолия Чмыхало,им. А. Чмыхало
Филиал № 9 – библиотека им. В. И. Чапаева г. Нижнего Новгорода,им. В. И. Чапаева
Центральная детская библиотека им. А. С. Пушкина с. Большое Болдино,им. А. С. Пушкина
Центральная городская библиотека им. А. А. Азовского,им. А. А. Азовского
Центральная городская библиотека им. В. Маяковского,им. В. В. Маяковского
Модельная библиотека-филиал № 2 им. В. В. Маяковского,им. В. В. Маяковского
Библиотека № 6 им. З. К.Тоболкина,им. З. К.Тоболкина
Центральная библиотека им. князя Н. Д. Долгорукова,им. князя Н. Д. Долгорукова
Библиотека семейного чтения и досуга им. С. Я. Маршака,им. С. Я. Маршака
Центральная районная библиотека им. А. С. Пушкина п. Сокольское,им. А. С. Пушкина
Немская центральная библиотека им. М. И. Ожегова,им. М. И. Ожегова
Библиотека им. С. Т. Аксакова,им. С. Т. Аксакова
Турочакская центральная библиотека им. В. М. Башунова,им. В. М. Башунова
Юрьянская центральная районная библиотека им. С. И. Сычугова,им. С. И. Сычугова
Любимская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная библиотека им. М. М. Зощенко,им. М. М. Зощенко
Вологодская областная универсальная научная библиотека им. И. В. Бабушкина (здание № 2),им. И. В. Бабушкина
Красноярская городская библиотека им. В. Каверина,им. В. Каверина
Центральная городская библиотека им. И. А. Новикова,им. И. А. Новикова
Оричевская центральная районная библиотека им. Людмилы Ишутиновой,им. Людмилы Ишутиновой
Свердловская областная универсальная научная библиотека им. В. Г. Белинского,им. В. Г. Белинского
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Центральная городская библиотека им. Ф. Ф. Павленкова г. Верхняя Тура,им. Ф. Ф. Павленкова
Библиотека им. М. М. Зощенко,им. М. М. Зощенко
Библиотека № 11 им. Я. Гашека,им. Я. Гашека
Библиотека семейного чтения им. А. С. Пушкина г. Дзержинска,им. А. С. Пушкина
Мухинская сельская библиотека им. В. А. Архипова,им. В. А. Архипова
Ясногорская центральная библиотека им. В. В. Вересаева,им. В. В. Вересаева
Центральная детская библиотека им. С. Я. Маршака,им. С. Я. Маршака
Библиотека им. А. Беляева,им. А. Р. Беляева
Библиотека им. Н. А. Некрасова г. Алдана,им. Н. А. Некрасова
Детская библиотека № 16 им. Аллы Стародубовой,им. А. Стародубовой
Центральная детская библиотека им. Гайдара г. Зеленодольска,им. А. П. Гайдара
Библиотека № 25 им. Всеволода Иванова,им. В. Иванова
Центральная районная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Библиотека им. А. Штанько,им. А. Штанько
Библиотека им. С. А. Есенина г. Шахты,им. С. А. Есенина
Центральная библиотека им. М. Ю. Лермонтова г. Тихорецка,им. М. Ю. Лермонтова
Библиотека им. В. Шукшина,им. В. М. Шукшина
Детская библиотека № 8 им. Н. Островского,им. Н. А. Островского
Юношеская модельная библиотека им. А. С. Васильева № 1,им. А. С. Васильева
Таремская библиотека им. М. С. Хорошева,им. М. С. Хорошева
Центральная детская библиотека им. А. П. Гайдара г. Ачинска,им. А. П. Гайдара
Кирсинская центральная библиотека им. Г. М. Вяземского,им. Г. М. Вяземского
Библиотека № 17 им. Г. Я. Бакланова г. Воронежа,им. Г. Я. Бакланова
Рудничная городская библиотека им. Л. А. Сафронова,им. Л. А. Сафронова
Афипсипская сельская модельная библиотека им. К. Х. Жанэ,им. К. Х. Жанэ
Cтаротимошкинская поселковая модельная библиотека им. З. Акчуриной-Гаспринской,им. З. Акчуриной-Гаспринской
Центральная детская библиотека им. Аркадия Гайдара г. Ангарска,им. А. П. Гайдара
Библиотека им. М. А. Шолохова г. Шахты,им. М. А. Шолохова
Библиотека-филиал № 10 им. А. П. Гайдара,им. А. П. Гайдара
Библиотека им. А. П. Чехова г. Новочеркасска,им. А. П. Чехова
Тавровская поселенческая библиотека им. Ю. Н. Говорухо-Отрока – филиал № 27,им. Ю. Н. Говорухо-Отрока
Филиал Вологодской библиотеки им. И. В. Бабушкина,им. И. В. Бабушкина
Набережночелнинский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека им. С. Я. Маршака г. Санкт-Петербурга,им. С. Я. Маршака
Дульдургинская межпоселенческая центральная библиотека им. Ж. Тумунова,им. Ж. Тумунова
Золотухинская детская модельная библиотека им. Героя Советского Союза В. В. Черинова,им. В. В. Черинова
Мокинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Рожкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. А. С. Пушкина г. Перми,им. А. С. Пушкина
Пукшинерская сельская библиотека-филиал – центр марийской культуры им. Йывана Кырля,им. Йывана Кырля
Центральная межпоселенческая библиотека им. П. А. Сорокина,им. П. А. Сорокина
