name,dedication
Нижне-Сыповская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Модельная детская библиотека им. Н. Ш. Куулар,им. Н. Ш. Куулар
Красноярская центральная городская детская библиотека им. Н. Островского,им. Н. А. Островского
Лальская городская библиотека им. И. С. Пономарева,им. И. С. Пономарева
Библиотека № 3 им. К. Я. Мамонтова,им. К. Я. Мамонтова
Сунтарская районная библиотека им. Л. А. Попова,им. Л. А. Попова
Введено-Готнянская модельная библиотека – филиал № 8 им. В. В. Курбатова,им. В. В. Курбатова
Тюменцевская межпоселенческая центральная библиотека им. Г. В. Егорова,им. Г. В. Егорова
Библиотека им. В. Шишкова,им. В. Я. Шишкова
Пикшенская библиотека-филиал им. П. К. Любаева,им. П. К. Любаева
Библиотека им. А. Ф. Можайского,им. А. Ф. Можайского
Центральная детская библиотека им. А. П. Гайдара г. Каменск-Шахтинского,им. А. П. Гайдара
Центральная городская библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека им. Александра Ивановича Куприна г. Армавира,им. А. И. Куприна
Краеведческая библиотека – филиал № 1 им. В. Г. Белинского,им. В. Г. Белинского
Библиотека «Родник» им. С. А. Золотцева,им. С. А. Золотцева
Библиотека им. И. М. Киселева,им. И. М. Киселева
Юрьевецкая городская библиотека им. Ф. С. Грибунина,им. Ф. С. Грибунина
Ставропольская краевая универсальная научная библиотека им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Центральная библиотека им. А. С. Пушкина г. Черногорска,им. А. С. Пушкина
Библиотека им. Бориса Минаевича Каспарова,им. Б. М. Каспарова
Хабаровская краевая детская библиотека им. Н. Д. Наволочкина,им. Н. Д. Наволочкина
Центральная районная библиотека им. Т. Г. Шевченко,им. Т. Г. Шевченко
Центральная городская детская библиотека им. Ю. Гагарина,им. Ю. А. Гагарина
Викторопольская модельная библиотека – филиал № 1 им. Н. П. Таволжанского,им. Н. П. Таволжанского
Центральная городская библиотека им. А. П. Платонова (абонемент),им. А. П. Платонова
Красноярская городская библиотека им. А. Чехова,им. А. П. Чехова
Центральная городская библиотека им. А. С. Пушкина г. Перми,им. А. С. Пушкина
Тувинская республиканская детская библиотека им. К. И. Чуковского,им. К. И. Чуковского
Библиотека № 5 им. С. Я. Маршака,им. С. Я. Маршака
Центральная городская библиотека им. А. С. Пушкина г. Клинцы,им. А. С. Пушкина
Октябрьская библиотека им. Н. П. Гурьяновой,им. Н. П. Гурьяновой
Центральная библиотека им. С. Сулеймановой,им. С. Сулеймановой
Центральная библиотека им. Н. Рубцова,им. Н. М. Рубцова
Лесногородская библиотека им. И. А. Новикова,им. И. А. Новикова
Библиотека-филиал № 6 им. И. А. Гончарова,им. И. А. Гончарова
Библиотека № 21 им. В. И. Балябина г. Читы,им. В. И. Балябина
Национальная библиотека им. А. С. Пушкина Республики Мордовия,им. А. С. Пушкина
Детская библиотека им. В. В. Бианки,им. В. В. Бианки
Библиотека № 6 им. Т. Г. Шевченко г. Перми,им. Т. Г. Шевченко
Уканская сельская библиотека им. Ф. Васильева Ярского района,им. Ф. И. Васильева
Центральная городская детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Центральная городская библиотека им. А. С. Пушкина г. Новочеркасска,им. А. С. Пушкина
Центральная районная библиотека им. О. М. Куваева пос. Свеча,им. О. М. Куваева пос. Свеча
Библиотека им. А. П. Чехова г. Новочеркасска,им. А. П. Чехова
Центральная городская библиотека им. А. П. Платонова (читальный зал),им. А. П. Платонова
Железногорская межпоселенческая библиотека им. Н. М. Перовского,им. Н. М. Перовского
Центральная районная библиотека им. М. Горького,им. М. Горького
Центральная городская библиотека им. Н. А. Островского,им. Н. А. Островского
Межпоселенческая центральная библиотека им. братьев В. и Э. Сафоновых,им. братьев В. и Э. Сафоновых
Усть-Язьвинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 16 им. Хусаина Ямашева,им. Хусаина Ямашева
Центральная детская библиотека им. А. М. Горького г. Нижнего Новгорода,им. А. М. Горького
Детско-юношеская библиотека им. М. Ю. Лермонтова г. Новочеркасска,им. М. Ю. Лермонтова
Неволинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Цепочкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Библиотека-филиал № 4 им. Е. И. Полянского г. Курска,им. Е. И. Полянского
Центральная районная детская библиотека им. В. П. Катаева,им. В. П. Катаева
Национально-краеведческая библиотека – филиал № 42 им. Ф. Шафигуллина,им. Ф. Шафигуллина
Нагорьевская библиотека им. Н. А. Брыкина,им. Н. А. Брыкина
Библиотека № 35 им. Б. И. Стукалина,им. Б. И. Стукалина
Библиотека им. М. М. Зощенко,им. М. М. Зощенко
Библиотека-филиал № 24 им. В. М. Шукшина,им. В. М. Шукшина
Корткеросская центральная библиотека им. М. Н. Лебедева,им. М. Н. Лебедева
Центральная районная библиотека им. В. Н. Ганичева,им. В. Н. Ганичева
Библиотека № 13 им. А. В. Луначарского г. Костромы,им. А. В. Луначарского
Центральная городская библиотека им. Горького,им. М. Горького
Центральная городская библиотека им. М. Ю. Лермонтова г. Бородино,им. М. Ю. Лермонтова
Центральная городская детская библиотека им. Н. К. Крупской,им. Н. К. Крупской
Детская центральная библиотека им. П. П. Ершова,им. П. П. Ершова
Библиотека им. братьев Стругацких,им. братьев Стругацких
Таловская центральная библиотека им. Е. П. Дубровина,им. Е. П. Дубровина
Городская библиотека № 4 им. С. Есенина п. Дубинино,им. С. А. Есенина
Яйвинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека-филиал № 3 им. Шевченко,им. Т. Г. Шевченко
Центральная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Филиал № 10 – библиотека им. В. М. Шукшина г. Нижнего Новгорода,им. В. М. Шукшина
Библиотека семейного чтения им. В. Д. Берестова,им. В. Д. Берестова
Библиотека им. С. А. Есенина г. Шахты,им. С. А. Есенина
Набережночелнинский филиал библиотеки для слепых им. Ш. К. Еникеева,им. Ш. К. Еникеева
Библиотека им. М. Шумилова (филиал № 8),им. М. Шумилова
Долинская городская библиотека им. Е. Д. Лебкова,им. Е. Д. Лебкова
"Библиотека им. Н. А. Некрасова, филиал № 5 г. Нижнего Новгорода",им. Н. А. Некрасова
Центральная городская библиотека им. А. С. Пушкина г. Ачинска,им. А. С. Пушкина
Библиотека-филиал № 22 им. Е. А. Баратынского,им. Е. А. Баратынского
Библиотека им. И. С. Тургенева г. Орла,им. И. С. Тургенева
Малопургинская районная библиотека им. С. Самсонова,им. Ю. С. Самсонова
Библиотека им. Б. Корнилова г. Нижнего Новгорода,им. Б. Корнилова
Детская библиотека им. С. Я. Маршака г. Кирово-Чепецка,им. С. Я. Маршака
Библиотека-филиал № 12 им. К. Д. Воробьева,им. К. Д. Воробьева
Посадский отдел обслуживания им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная библиотека им. А. М. Горького,им. А. М. Горького
Детская библиотека им. Веры Чаплиной,им. В. Чаплиной
Библиотека-филиал № 14 им. В. Ф. Войно-Ясенецкого,им. В. Ф. Войно-Ясенецкого
Библиотека № 2 им. Н. А. Некрасова,им. Н. А. Некрасова
Центральная районная библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Библиотека им. М. Горького г. Кургана,им. М. Горького
Библиотека им. К. Симонова г. Нижнего Новгорода,им. К. Симонова
Пермская краевая детская библиотека им. Л. И. Кузьмина,им. Л. И. Кузьмина
Центральная библиотека им. Л. А. Малюгина,им. Л. А. Малюгина
Библиотека им. Н. Некрасова г. Рыбинска,им. Н. А. Некрасова
Переславская городская библиотека им. А. Невского,им. А. Невского
Библиотека им. Н. Крупской г. Бузулука,им. Н. К. Крупской
Центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Ангинская сельская библиотека им. А. П. Щапова,им. А. П. Щапова
Свердловская областная библиотека для детей и молодежи им. В. П. Крапивина на ул. Советской,им. В. П. Крапивина
Модельная библиотека-филиал им. Ф. И. Васильева,им. Ф. И. Васильева
Библиотека им. Д. С. Лихачева,им. Д. С. Лихачева
Библиотека № 6 библиотечно-информационного центра им. П. П. Семенова-Тян-Шанского,им. П. П. Семенова-Тян-Шанского
Библиотека им. П. А. Заломова г. Нижнего Новгорода,им. П. А. Заломова
Центральная городская детская библиотека им. Гайдара,им. А. П. Гайдара
Библиотека им. Г. Н. Хлебникова г. Комсомольска-на-Амуре,им. Г. Н. Хлебникова
Библиотека им. Н. А. Некрасова г. Новосибирска,им. Н. А. Некрасова
Библиотека-филиал № 14 им. А. С. Пушкина г. Оренбурга,им. А. С. Пушкина
Курская областная универсальная научная библиотека им. Н. Н. Асеева,им. Н. Н. Асеева
Мухинская сельская библиотека им. В. А. Архипова,им. В. А. Архипова
Мценская межпоселенческая районная библиотека им. И. С. Тургенева,им. И. С. Тургенева
Центральная детская библиотека им. А. С. Пушкина с. Большое Болдино,им. А. С. Пушкина
Детская библиотека им. Л. А. Кассиля,им. Л. А. Кассиля
Решоткинская сельская библиотека им. Ю. П. Артюхина,им. Ю. П. Артюхина
Библиотека им. Ю. Ф. Федотова,им. Ю. Ф. Федотова
Библиотека им. А. А. Блока г. Новосибирска,им. А. А. Блока
Библиотека № 44 им. В. Г. Короленко (филиал № 3),им. В. Г. Короленко
Детский отдел им. Н. К. Крупской г. Морозовска,им. Н. К. Крупской
Библиотека № 6 им. З. К.Тоболкина,им. З. К.Тоболкина
Зашижемская сельская библиотека им. Ю. С. Розадорского,им. Ю. С. Розадорского
Центральная детская библиотека им. В. П. Крапивина г. Тюмени,им. В. П. Крапивина
Новокинерская сельская библиотека им. Т. Миннуллина – филиал № 2,им. Т. Миннуллина
Керченская центральная городская библиотека им. В. Г. Белинского,им. В. Г. Белинского
Библиотека-филиал № 8 им. В. В. Парамонова г. Воткинск,им. В. В. Парамонова
Библиотека им. К. Д. Воробьева,им. К. Д. Воробьева
Светлогорская центральная библиотека им. А. З. Дмитровского,им. А. З. Дмитровского
Библиотека № 11 им. Я. Гашека,им. Я. Гашека
Библиотека «Новогородская» им. А. И. Курицына,им. А. И. Курицына
Филиал № 5 – библиотека им. К. А. Тимирязева г. Нижнего Новгорода,им. К. А. Тимирязева
Центральная районная библиотека им. И. Г. Истомина,им. И. Г. Истомина
Центральная районная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Пермская краевая универсальная библиотека им. А. М. Горького,им. А. М. Горького
Центральная межпоселенческая библиотека им. П. А. Сорокина,им. П. А. Сорокина
Центральная детская библиотека им. А. П. Гайдара г. Ачинска,им. А. П. Гайдара
Центральная городская библиотека им. В. В. Верещагина,им. В. В. Верещагина
Библиотека им. К. Симонова г. Дзержинска,им. К. Симонова
Библиотека № 4 им. Г. К. Сапронова г. Иркутска,им. Г. К. Сапронова
Библиотека им. М. Горького,им. М. Горького
Старооскольский филиал Белгородской библиотеки для слепых им. В. Я. Ерошенко,им. В. Я. Ерошенко
Библиотека им. А. Н. Толстого Московского района Нижнего Новгорода,им. А. Н. Толстого
Пушкарская сельская библиотека им. Т. Рыжовой,им. Т. Рыжовой
"Библиотека № 23 им. В. В. Розанова, г. Кострома",им. В. В. Розанова
"Детская библиотека им. А. П. Гайдара г. Ярославля, филиал № 1",им. А. П. Гайдара
Оричевская центральная районная библиотека им. Людмилы Ишутиновой,им. Людмилы Ишутиновой
Центральная городская детская библиотека им. А. П. Гайдара (отдел обслуживания),им. А. П. Гайдара
Библиотека-филиал № 4 им. Ю. В. Бондарева,им. Ю. В. Бондарева
Центральная районная библиотека им. К. Л. Мхце,им. К. Л. Мхце
Библиотека им. Л. Толстого г. Нижний Новгород,им. Л. Н. Толстого
Городская библиотека им. А. Т. Черкасова,им. А. Т. Черкасова
Ростовская городская библиотека им. А. А. Титова,им. А. А. Титова
Ставропольская краевая детская библиотека им. А. Е. Екимцева,им. А. Е. Екимцева
Библиотека-филиал № 2 им. Е. И. Носова г. Курска,им. Е. И. Носова
Большенеклиновский отдел им. В. Г. Саранских с. Большая Неклиновка,им. В. Г. Саранских
Библиотека № 2 им. Н. В. Гоголя,им. Н. В. Гоголя
Курская библиотека слепых им. В. С. Алёхина,им. В. С. Алёхина
Центральная городская библиотека им. И. А. Новикова,им. И. А. Новикова
Районная библиотека им. А. И. Куприна с. Наровчат,им. А. И. Куприна
Центральная детская библиотека им. А. В. Митяева,им. А. В. Митяева
Библиотека им. Н. К. Крупской г. Новосибирска,им. Н. К. Крупской
Библиотека им. Е. А. Никонова г. Нижнего Новгорода,им. Е. А. Никонова
Филиал № 3 – библиотека им. И. В. Мичурина г. Нижнего Новгорода,им. И. В. Мичурина
Филатовская сельская библиотека им. Г. Н. Веговой,им. Г. Н. Веговой
Павловская центральная детская библиотека им. Ф. И. Панферова,им. Ф. И. Панферова
Красноярская городская библиотека им. Н. Некрасова,им. Н. А. Некрасова
Серафимовичская центральная районная библиотека им. А. С. Серафимовича,им. А. С. Серафимовича
Троицкая сельская библиотека им. В. И. Ренова,им. В. И. Ренова
Центральная районная библиотека им. М. Б. Доржу,им. М. Б. Доржу
Канашская сельская библиотека им. А. П. Воложаниной,им. А. П. Воложаниной
Библиотека № 4 им. Е. А. Исаева г. Воронежа,им. Е. А. Исаева
Молодежная библиотека – филиал № 18 им. М. Горького,им. М. Горького
Молодежная библиотека им. А. С. Пушкина – филиал № 7,им. А. С. Пушкина
Библиотека им. Л. Красина,им. Л. Красина
Библиотека им. Д. С. Лихачёва г. Кирово-Чепецка,им. Д. С. Лихачёва
Библиотека-филиал им. М. Джалиля – Центр татарской культуры и литературы,им. М. Джалиля
Центральная библиотека им. П. Д. Аввакумова,им. П. Д. Аввакумова
Угодичская библиотека им. А. Я. Артынова,им. А. Я. Артынова
Лузская районная библиотека им. В. А. Меньшикова,им. В. А. Меньшикова
Детская библиотека им. А. П. Гайдара г. Читы,им. А. П. Гайдара
Алапаевская центральная городская библиотека им. А. С. Пушкина,им. А. С. Пушкина
Центральная городская библиотека для молодежи им. А. А. Фета,им. А. А. Фета
Хлевищенская модельная библиотека им. Н. П. Рыжих,им. Н. П. Рыжих
Клинская центральная детская библиотека им. А. П. Гайдара,им. А. П. Гайдара
Детско-юношеская библиотека – филиал № 1 им. В. И. Лихоносова г. Анапы,им. В. И. Лихоносова
Библиотека № 25 им. Всеволода Иванова,им. В. Иванова
Петлинская сельская библиотека им. А. И. Поющева,им. А. И. Поющева
Библиотека № 3 им. О. Ф. Берггольц г. Санкт-Петербург,им. О. Ф. Берггольц
Центральная городская библиотека им. Д. А. Фурманова,им. Д. А. Фурманова
Центральная городская библиотека им. М. А. Шолохова,им. М. А. Шолохова
Библиотека № 8 им. Н. А. Островского г. Перми,им. Н. А. Островского
Павловская центральная библиотека им. А. С. Пушкина,им. А. С. Пушкина
Игринская центральная районная библиотека им. Кедра Митрея,им. Кедра Митрея
Детская библиотека № 21 им. С. К. Устинова г. Иркутска,им. С. К. Устинова
Центральная детская библиотека им. А. В. Ганзен,им. А. В. Ганзен
Центральная библиотека им. Ф. Г. Сухова,им. Ф. Г. Сухова
Филиал № 1 - библиотека им. П. П. Бажова г. Нижнего Новгорода,им. П. П. Бажова
Юношеская библиотека им. А. Гайдара,им. А. П. Гайдара
Уржумская городская библиотека им. Н. А. Заболоцкого,им. Н. А. Заболоцкого
Красноярская городская детская библиотека им. П. Бажова,им. П. П. Бажова
Библиотека № 9 им. Федора Наумова,им. Федора Наумова
Библиотека № 2 им. А. С. Пушкина г. Брянска,им. А. С. Пушкина
Центральная городская библиотека им. А. И. Куприна,им. А. И. Куприна
Межпоселенческая библиотека Амурского района им. К. Р. Выборова,им. К. Р. Выборова
Красноярская городская детская библиотека им. Б. Житкова,им. Б. Житкова
Центральная городская библиотека им. Ф. М. Достоевского г. Назарово,им. Ф. М. Достоевского
Библиотека им. А. В. Селиванова г. Сергиева Посада,им. А. В. Селиванова
Центральная городская библиотека им. Я. П. Гарелина,им. Я. П. Гарелина
Специализированная библиотека № 15 им. Н. Н. Благова,им. Н. Н. Благова
Библиотека им. Н. В. Волкова села Елового,им. Н. В. Волкова
Центральная детская модельная библиотека им. В. И. Воробьева,им. В. И. Воробьева
Детская библиотека им. Ю. А. Гагарина,им. Ю. А. Гагарина
Центральная библиотека им. Габдуллы Тукая,им. Габдуллы Тукая
Модельная библиотека № 14 им. митрополита Макария (Булгакова) г. Старый Оскол,им. митрополита Макария
Центральная детская библиотека им. Аркадия Гайдара г. Ангарска,им. А. П. Гайдара
Библиотека-филиал № 39 им. С. Скитальца,им. С. Скитальца
Центральная детская библиотека им. Е. И. Чекина,им. Е. И. Чекина
Центральная городская библиотека им. А. Уержаа,им. А. Уержаа
Центральная городская библиотека им. Фадеева,им. А. А. Фадеева
Библиотека-филиал им. Л. Н. Толстого,им. Л. Н. Толстого
Городская библиотека – филиал № 1 им. Маяковского,им. В. В. Маяковского
Библиотека семейного чтения им. В. Давыдова-Анатри г. Новочебоксарска,им. В. Давыдова-Анатри
Детский отдел им. В. В. Олефиренко с. Кагальник,им. В. В. Олефиренко
Библиотека искусств им. А. П. Боголюбова (основное здание),им. А. П. Боголюбова
Городская детская библиотека им. С. Я. Маршака г. Ревды,им. С. Я. Маршака
Библиотека № 16 им. Г. Жукова,им. Г. Жукова
Модельная библиотека № 25 им. М. А. Осоргина,им. М. А. Осоргина
Центральная городская библиотека им. Ф. И. Тютчева,им. Ф. И. Тютчева
Межпоселенческая библиотека им. М. А. Ульянова,им. М. А. Ульянова
Специализированная детская библиотека № 25 им. Б. В. Аржанцева,им. Б. В. Аржанцева
Центральная городская библиотека им. В. В. Волоскова,им. В. В. Волоскова
Центральная городская библиотека им. И. К. Калашникова,им. И. К. Калашникова
Волгоградская областная универсальная научная библиотека им. М. Горького,им. М. Горького
Хоринская центральная межпоселенческая библиотека им. Д. З. Жалсараева,им. Д. З. Жалсараева
Бубинская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная городская библиотека им. В. Маяковского,им. В. В. Маяковского
Городской филиал Ясногорской центральной библиотеки им. В. В. Вересаева,им. В. В. Вересаева
Центральная библиотека им. К. Г. Паустовского п. Базарный Сызган,им. К. Г. Паустовского
Библиотека р. п. им. Цюрупы,им. Цюрупы
Библиотека-филиал № 4 им. Н. К. Крупской,им. Н. К. Крупской
Некоузская центральная библиотека им. А. В. Сухово-Кобылина,им. А. В. Сухово-Кобылина
Детская библиотека им. З. И. Воскресенской г. Узловая,им. З. И. Воскресенской
Приморская краевая библиотека им. А. М. Горького,им. А. М. Горького
Библиотека им. Г. Е. Юрова,им. Г. Е. Юрова
Сельская библиотека – филиал № 2 им. А. П. Чехова,им. А. П. Чехова
Красноярская городская библиотека им. Н. Гоголя,им. Н. В. Гоголя
Центральная библиотека им. М. Горького г. Орехово-Зуево,им. М. Горького
Центральная районная библиотека им. С. Ч. Самбуу,им. С. Ч. Самбуу
Детская библиотека им. М. Ю. Лермонтова г. Любима,им. М. Ю. Лермонтова
Рожкинская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Детская библиотека им. Виталия Бианки,им. В. В. Бианки
Модельная библиотека им. В. В. Куйбышева г. Новосибирска,им. В. В. Куйбышева
Центральная городская библиотека им. А. Грина,им. А. С. Грина
Красноярская городская детская библиотека им. К. Чуковского,им. К. И. Чуковского
Центральная городская библиотека им. М. В. Ломоносова,им. М. В. Ломоносова
Дебесская районная библиотека им. С. П. Широбокова,им. С. П. Широбокова
Библиотека (универсальная) № 3 им. П. А. Суханова,им. П. А. Суханова
Межпоселенческая библиотека им. Н. И. Родичева,им. Н. И. Родичева
Орловская областная научная универсальная публичная библиотека им. И. А. Бунина,им. И. А. Бунина
Михайловская центральная детская библиотека им. Б. И. Вронского,им. Б. И. Вронского
Центральная детская муниципальная библиотека им. М. Горького,им. М. Горького
Детский информационный центр им. Л. Кассиля,им. Л. А. Кассиля
Библиотека № 7 им. И. М. Ермакова,им. И. М. Ермакова
Центральная муниципальная библиотека им. Н. А. Некрасова,им. Н. А. Некрасова
Библиотека № 6 им. А. М. Колчанова,им. А. М. Колчанова
Центральная городская библиотека им. В. Маяковского г. Сарова,им. В. В. Маяковского
Библиотека-филиал № 11 им. К. Станюковича,им. К. Станюковича
Модельная центральная библиотека им. В. Н. Татищева,им. В. Н. Татищева
Центральная районная библиотека им. С. С. Васильева-Борогонского,им. С. С. Васильева-Борогонского
Библиотека им. Ю. Гагарина г. Нижнего Новгорода,им. Ю. А. Гагарина
Библиотека № 14 им. М. Ю. Лермонтова г. Перми,им. М. Ю. Лермонтова
Библиотека № 7 им. В. Л. Шокалюка,им. В. Л. Шокалюка
Детско-юношеская библиотека им. С. В. Михалкова,им. С. В. Михалкова
Усть-Сыновская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Библиотека № 1 им. Валерия Алексеева,им. В. Алексеева
Центральная библиотека им. Героя Советского Союза А. Н. Пайкова п. Воскресенского,им. А. Н. Пайкова
Детский отдел Центральной библиотеки им. В. А. Пазухина г. Кинешма,им. В. А. Пазухина
Модельная библиотека-филиал № 7 – Центр башкирской и татарской литературы им. А. Инана,им. А. Инана
Библиотека им. А. С. Серафимовича г. Нижнего Новгорода,им. А. С. Серафимовича
Нижнепенская модельная библиотека-филиал № 21 им. А. Д. Алексейченко,им. А. Д. Алексейченко
Городская библиотека семейного чтения им. Дмитриева,им. Дмитриева
Библиотека им. Н. С. Лескова,им. Н. С. Лескова
Библиотека № 90 им. А. С. Неверова г. Москвы,им. А. С. Неверова
Ичалковская сельская библиотека им. В. В. Кованова,им. В. В. Кованова
Библиотека им. А. Н. Островского г. Нижнего Новгорода,им. А. Н. Островского
Центральная районная библиотека им. М. Горького п. Сосьва,им. М. Горького
Октябрьская сельская библиотека-филиал им. И. А. Наговицына,им. И. А. Наговицына
Библиотека № 39 им. А. Н. Корольковой,им. А. Н. Корольковой
Центральная библиотека им. М. К. Агашиной,им. М. К. Агашиной
Библиотеки им. Маяковского – филиал № 1,им. В. В. Маяковского
Святославская модельная библиотека – филиал № 18 им. П. Г. Добродомова,им. П. Г. Добродомова
Библиотека № 17 им. А. К. Горбунова г. Иркутска,им. А. К. Горбунова
"Библиотека им. В. М. Комарова, филиал № 6",им. В. М. Комарова
Боровская сельская библиотека им. А. А. Грязева,им. А. А. Грязева
Областная специальная библиотека им. В. Г. Короленко,им. В. Г. Короленко
Центральная районная библиотека им. Б. Панина,им. Б. Панина
Библиотека-филиал им. П. И. Мельникова-Печерского,им. П. И. Мельникова-Печерского
Городская библиотека – филиал № 7 им. Некрасова,им. Н. А. Некрасова
Центральная городская библиотека им. Е. И. Носова,им. Е. И. Носова
Библиотека № 17 им. Г. Я. Бакланова г. Воронежа,им. Г. Я. Бакланова
Городская библиотека им. В. М. Шукшина г. Сосновоборска,им. В. М. Шукшина
Модельная библиотека № 11 им. Л. С. Абдуллиной,им. Л. С. Абдуллиной
Себежская центральная районная библиотека им. И. А. Бунина,им. И. А. Бунина
Библиотека № 9 им. М. Ю. Лермонтова,им. М. Ю. Лермонтова
Усть-Вымская библиотека им. Н. М. Дьяконова,им. Н. М. Дьяконова
Бисеровская модельная библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Центральная детская библиотека им. А. C. Макаренко г. Евпатории,им. А. C. Макаренко
Зеленецкая библиотека-филиал им. А. А. Лыюрова,им. А. А. Лыюрова
Асовская сельская библиотека им. Ф. Ф. Павленкова,им. Ф. Ф. Павленкова
Организационно-методический отдел детской библиотеки им. А. П. Гайдара,им. А. П. Гайдара
Библиотека № 18 им. А. М. Горького,им. А. М. Горького
Библиотека № 7 им. А. П. Чехова г. Перми,им. А. П. Чехова
