first_author,title,year,character,gender,n_words,play_total_words
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Первый купец,MALE,26,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Первая дама,FEMALE,21,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Второй купец,MALE,16,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Третий купец,MALE,44,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Вторая дама,FEMALE,7,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Третья дама,FEMALE,11,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Лейтенант,MALE,99,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Стрелки,MALE,13,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Первый стрелок,MALE,6,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Второй стрелок,MALE,3,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Судебный пристав,MALE,74,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Писец,MALE,218,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Первый стражник,MALE,7,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Второй стражник,MALE,13,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Третий стражник,MALE,10,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Четвертый стражник,MALE,6,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Пятый стражник,MALE,5,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Первый горожанин,MALE,5,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Второй горожанин,MALE,2,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Принц,MALE,280,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Кредитор,MALE,30,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Хозяин гостиницы,MALE,44,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Магдалина ван Лоо,FEMALE,33,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Первый сосед,MALE,21,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Второй сосед,MALE,37,10573
"Кедрин, Дмитрий Борисович",Рембрандт,1940,Голоса,UNKNOWN,32,10573
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Панфил,MALE,1687,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Марина,FEMALE,3364,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Милана,FEMALE,366,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Надмен,MALE,2974,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Модстрих,MALE,1892,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Наборщик,MALE,428,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Крутон,MALE,776,11788
"Николев, Николай Петрович",Самолюбивый стихотворец,1781,Чеснодум,MALE,301,11788
"Крылов, Иван Андреевич",Проказники,1793,Иван,MALE,1003,16648
"Крылов, Иван Андреевич",Проказники,1793,Таратора,FEMALE,3521,16648
"Крылов, Иван Андреевич",Проказники,1793,Тянислов,MALE,2461,16648
"Крылов, Иван Андреевич",Проказники,1793,Ланцетин,MALE,1539,16648
"Крылов, Иван Андреевич",Проказники,1793,Азбукин,MALE,1719,16648
"Крылов, Иван Андреевич",Проказники,1793,Милон,MALE,337,16648
"Крылов, Иван Андреевич",Проказники,1793,Прията,FEMALE,281,16648
"Крылов, Иван Андреевич",Проказники,1793,Плутана,FEMALE,2232,16648
"Крылов, Иван Андреевич",Проказники,1793,Княжна Тройкина,FEMALE,1043,16648
"Крылов, Иван Андреевич",Проказники,1793,Рифмокрад,MALE,2512,16648
"Булгаков, Михаил Афанасьевич",Бег,1928,Голубков,MALE,1556,10783
"Булгаков, Михаил Афанасьевич",Бег,1928,Серафима,FEMALE,936,10783
"Булгаков, Михаил Афанасьевич",Бег,1928,Барабанчикова,FEMALE,149,10783
"Булгаков, Михаил Афанасьевич",Бег,1928,Махров,MALE,76,10783
