first_author,title,year,character,gender,n_words,play_total_words
"Горький, Максим",Егор Булычов и другие,1932,Павлин,MALE,597,9003
"Горький, Максим",Егор Булычов и другие,1932,Донат,MALE,191,9003
"Горький, Максим",Егор Булычов и другие,1932,Доктор,MALE,53,9003
"Горький, Максим",Егор Булычов и другие,1932,Башкин,MALE,415,9003
"Горький, Максим",Егор Булычов и другие,1932,Тятин,MALE,203,9003
"Горький, Максим",Егор Булычов и другие,1932,Достигаев,MALE,347,9003
"Горький, Максим",Егор Булычов и другие,1932,Елизавета,FEMALE,148,9003
"Горький, Максим",Егор Булычов и другие,1932,Лаптев,MALE,205,9003
"Горький, Максим",Егор Булычов и другие,1932,Алексей,MALE,93,9003
"Горький, Максим",Егор Булычов и другие,1932,Антонина,FEMALE,195,9003
"Горький, Максим",Егор Булычов и другие,1932,Мелания,FEMALE,630,9003
"Горький, Максим",Егор Булычов и другие,1932,Трубач,MALE,141,9003
"Горький, Максим",Егор Булычов и другие,1932,Таисья,FEMALE,67,9003
"Горький, Максим",Егор Булычов и другие,1932,Мокроусов,MALE,98,9003
"Горький, Максим",Егор Булычов и другие,1932,Зобунова,FEMALE,196,9003
"Горький, Максим",Егор Булычов и другие,1932,Пропотей,MALE,173,9003
"Гоголь, Николай Васильевич",Женитьба,1842,Подколесин,MALE,1950,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Степан,MALE,77,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Фекла,FEMALE,1615,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Кочкарев,MALE,3107,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Агафья Тихоновна,FEMALE,1273,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Арина Пантелеймоновна,FEMALE,552,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Дуняшка,FEMALE,38,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Яичница,MALE,921,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Анучкин,MALE,363,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Жевакин,MALE,1266,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Стариков,MALE,39,11208
"Гоголь, Николай Васильевич",Женитьба,1842,Голос извозчика,MALE,7,11208
"Гоголь, Николай Васильевич",Утро делового человека,1836,Иван Петрович,MALE,741,1372
"Гоголь, Николай Васильевич",Утро делового человека,1836,Лакей,MALE,21,1372
"Гоголь, Николай Васильевич",Утро делового человека,1836,Александр Иванович,MALE,531,1372
"Гоголь, Николай Васильевич",Утро делового человека,1836,Шрейдер,MALE,55,1372
"Гоголь, Николай Васильевич",Утро делового человека,1836,"Катерина Александровна, жена Ивана Петровича",FEMALE,24,1372
"Гоголь, Николай Васильевич",Тяжба,1842,Пролетов,MALE,582,1591
"Гоголь, Николай Васильевич",Тяжба,1842,Лакей,MALE,99,1591
"Гоголь, Николай Васильевич",Тяжба,1842,Бурдюков,MALE,910,1591
"Гоголь, Николай Васильевич",Отрывок,1842,Марья Александровна,FEMALE,1298,3370
"Гоголь, Николай Васильевич",Отрывок,1842,Миша,MALE,695,3370
"Гоголь, Николай Васильевич",Отрывок,1842,Лакей,MALE,2,3370
"Гоголь, Николай Васильевич",Отрывок,1842,Собачкин,MALE,1375,3370
"Гоголь, Николай Васильевич",Лакейская,1842,Григорий,MALE,378,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Петр,MALE,48,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Иван,MALE,14,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Чужой слуга,MALE,207,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Барин,MALE,64,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Господин в шубе,MALE,33,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Девушка,FEMALE,10,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Пузатый дворецкий,MALE,478,1321
"Гоголь, Николай Васильевич",Лакейская,1842,Аннушка,FEMALE,89,1321
"Фонвизин, Денис Иванович",Недоросль,1782,Г-жа Простакова,FEMALE,3118,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Тришка,MALE,34,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Митрофан,MALE,497,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Простаков,MALE,339,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Скотинин,MALE,1415,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Еремеевна,FEMALE,294,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Софья,FEMALE,726,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Правдин,MALE,1473,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Слуга,MALE,8,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Милон,MALE,790,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Кутейкин,MALE,408,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Цыфиркин,MALE,496,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Стародум,MALE,3824,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Вральман,MALE,442,13871
"Фонвизин, Денис Иванович",Недоросль,1782,Камердинер,MALE,7,13871
"Фонвизин, Денис Иванович",Бригадир,1772,Советник,MALE,2322,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Сын,MALE,2148,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Бригадир,MALE,2429,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Советница,FEMALE,1786,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Бригадирша,FEMALE,1881,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Софья,FEMALE,617,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Слуга,MALE,4,11667
"Фонвизин, Денис Иванович",Бригадир,1772,Добролюбов,MALE,480,11667
"Чехов, Антон Павлович",Вишневый сад,1904,Лопахин,MALE,1838,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Дуняша,FEMALE,380,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Епиходов,MALE,422,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Аня,FEMALE,670,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Любовь Андреевна,FEMALE,1939,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Варя,FEMALE,841,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Гаев,MALE,1026,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Шарлотта,FEMALE,269,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Пищик,MALE,537,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Яша,MALE,367,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Фирс,MALE,346,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Трофимов,MALE,1189,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Прохожий,MALE,34,9861
"Чехов, Антон Павлович",Вишневый сад,1904,Начальник станции,MALE,3,9861
"Чехов, Антон Павлович",Три сестры,1901,Ольга,FEMALE,1293,13398
"Чехов, Антон Павлович",Три сестры,1901,Ирина,FEMALE,1653,13398
"Чехов, Антон Павлович",Три сестры,1901,Чебутыкин,MALE,1083,13398
"Чехов, Антон Павлович",Три сестры,1901,Тузенбах,MALE,1434,13398
"Чехов, Антон Павлович",Три сестры,1901,Соленый,MALE,539,13398
"Чехов, Антон Павлович",Три сестры,1901,Маша,FEMALE,1399,13398
"Чехов, Антон Павлович",Три сестры,1901,Анфиса,FEMALE,219,13398
"Чехов, Антон Павлович",Три сестры,1901,Ферапонт,MALE,196,13398
"Чехов, Антон Павлович",Три сестры,1901,Вершинин,MALE,1854,13398
"Чехов, Антон Павлович",Три сестры,1901,Андрей,MALE,1271,13398
"Чехов, Антон Павлович",Три сестры,1901,Кулыгин,MALE,1077,13398
"Чехов, Антон Павлович",Три сестры,1901,Наташа,FEMALE,1094,13398
"Чехов, Антон Павлович",Три сестры,1901,Федотик,MALE,204,13398
"Чехов, Антон Павлович",Три сестры,1901,Родэ,MALE,82,13398
"Чехов, Антон Павлович",Трагик поневоле (Из дачной жизни),1889,Мурашкин,MALE,210,1551
"Чехов, Антон Павлович",Трагик поневоле (Из дачной жизни),1889,Толкачов,MALE,1341,1551
"Чехов, Антон Павлович",Свадьба,1890,Змеюкина,FEMALE,163,2960
"Чехов, Антон Павлович",Свадьба,1890,Ять,MALE,401,2960
"Чехов, Антон Павлович",Свадьба,1890,Шафер,MALE,75,2960
"Чехов, Антон Павлович",Свадьба,1890,Настасья Тимофеевна,FEMALE,376,2960
"Чехов, Антон Павлович",Свадьба,1890,Апломбов,MALE,352,2960
"Чехов, Антон Павлович",Свадьба,1890,Лакей,MALE,16,2960
"Чехов, Антон Павлович",Свадьба,1890,Жигалов,MALE,299,2960
"Чехов, Антон Павлович",Свадьба,1890,Дымба,MALE,107,2960
"Чехов, Антон Павлович",Свадьба,1890,Мозговой,MALE,49,2960
"Чехов, Антон Павлович",Свадьба,1890,Дашенька,FEMALE,24,2960
"Чехов, Антон Павлович",Свадьба,1890,Кавалеры,MALE,24,2960
"Чехов, Антон Павлович",Свадьба,1890,Нюнин,MALE,345,2960
"Чехов, Антон Павлович",Свадьба,1890,Ревунов,MALE,729,2960
"Чехов, Антон Павлович",Предложение,1889,Чубуков,MALE,824,2854
"Чехов, Антон Павлович",Предложение,1889,Ломов,MALE,1209,2854
"Чехов, Антон Павлович",Предложение,1889,Наталья Степановна,FEMALE,821,2854
"Чехов, Антон Павлович",Ночь перед судом,1886,Зайцев,MALE,922,1474
"Чехов, Антон Павлович",Ночь перед судом,1886,Смотритель,MALE,6,1474
"Чехов, Антон Павлович",Ночь перед судом,1886,Зиночка,FEMALE,213,1474
"Чехов, Антон Павлович",Ночь перед судом,1886,Гусев,MALE,333,1474
"Чехов, Антон Павлович",Медведь,1888,Лука,MALE,382,3199
"Чехов, Антон Павлович",Медведь,1888,Попова,FEMALE,1019,3199
"Чехов, Антон Павлович",Медведь,1888,Смирнов,MALE,1798,3199
"Чехов, Антон Павлович",Леший,1889,Юля,FEMALE,877,14386
"Чехов, Антон Павлович",Леший,1889,Желтухин,MALE,588,14386
"Чехов, Антон Павлович",Леший,1889,Орловский,MALE,908,14386
"Чехов, Антон Павлович",Леший,1889,Войницкий,MALE,2119,14386
"Чехов, Антон Павлович",Леший,1889,Дядин,MALE,1122,14386
"Чехов, Антон Павлович",Леший,1889,Федор Иванович,MALE,1603,14386
"Чехов, Антон Павлович",Леший,1889,Василий,MALE,3,14386
"Чехов, Антон Павлович",Леший,1889,Серебряков,MALE,1615,14386
"Чехов, Антон Павлович",Леший,1889,Марья Васильевна,FEMALE,149,14386
"Чехов, Антон Павлович",Леший,1889,Соня,FEMALE,1299,14386
"Чехов, Антон Павлович",Леший,1889,Хрущов,MALE,2394,14386
"Чехов, Антон Павлович",Леший,1889,Елена Андреевна,FEMALE,1689,14386
"Чехов, Антон Павлович",Леший,1889,Семен,MALE,20,14386
"Чехов, Антон Павлович",Юбилей,1892,Хирин,MALE,649,2891
"Чехов, Антон Павлович",Юбилей,1892,Шипучин,MALE,1005,2891
"Чехов, Антон Павлович",Юбилей,1892,Татьяна Алексеевна,FEMALE,603,2891
"Чехов, Антон Павлович",Юбилей,1892,Мерчуткина,FEMALE,505,2891
"Чехов, Антон Павлович",Юбилей,1892,Член банка,MALE,129,2891
"Чехов, Антон Павлович",Дядя Ваня,1897,Марина,FEMALE,408,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Астров,MALE,2931,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Войницкий,MALE,2225,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Серебряков,MALE,1101,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Телегин,MALE,418,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Соня,FEMALE,1490,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Елена Андреевна,FEMALE,1745,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Мария Васильевна,FEMALE,137,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Работник,MALE,16,10479
"Чехов, Антон Павлович",Дядя Ваня,1897,Голос сторожа (Ефим),MALE,8,10479
"Чехов, Антон Павлович",Чайка,1896,Медведенко,MALE,415,11292
"Чехов, Антон Павлович",Чайка,1896,Маша,FEMALE,676,11292
"Чехов, Антон Павлович",Чайка,1896,Сорин,MALE,992,11292
"Чехов, Антон Павлович",Чайка,1896,Треплев,MALE,2278,11292
"Чехов, Антон Павлович",Чайка,1896,Яков,MALE,19,11292
"Чехов, Антон Павлович",Чайка,1896,Нина,FEMALE,1799,11292
"Чехов, Антон Павлович",Чайка,1896,Полина Андреевна,FEMALE,352,11292
"Чехов, Антон Павлович",Чайка,1896,Дорн,MALE,927,11292
"Чехов, Антон Павлович",Чайка,1896,Шамраев,MALE,438,11292
"Чехов, Антон Павлович",Чайка,1896,Аркадина,FEMALE,1718,11292
"Чехов, Антон Павлович",Чайка,1896,Тригорин,MALE,1669,11292
"Чехов, Антон Павлович",Чайка,1896,Повар,MALE,9,11292
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Николка,MALE,835,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Алексей,MALE,1544,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Елена,FEMALE,1731,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Мышлаевский,MALE,1984,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Лариосик,MALE,1572,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Тальберг,MALE,778,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Шервинский,MALE,2322,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Студзинский,MALE,527,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Лакей,MALE,187,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Гетман,MALE,536,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Шратт,MALE,382,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Дуст,MALE,65,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Врач,MALE,1,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Телефонист,MALE,144,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Болботун,MALE,206,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Ураган,MALE,25,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Кирпатый,MALE,26,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Галаньба,MALE,217,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Дезертир,MALE,30,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Человек с корзиной,MALE,163,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Голоса,UNKNOWN,8,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Юнкера,MALE,151,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Первый офицер,MALE,90,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Второй офицер,MALE,31,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Первый юнкер,MALE,20,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Максим,MALE,172,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Второй юнкер,MALE,3,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Третий офицер,MALE,47,13806
"Булгаков, Михаил Афанасьевич",Дни Турбиных,1926,Третий юнкер,MALE,9,13806
"Блок, Александр Александрович",Незнакомка,1907,Один,MALE,18,2544
"Блок, Александр Александрович",Незнакомка,1907,Другой,MALE,10,2544
"Блок, Александр Александрович",Незнакомка,1907,Третий усатый,MALE,6,2544
"Блок, Александр Александрович",Незнакомка,1907,Хозяин дома,MALE,15,2544
"Блок, Александр Александрович",Незнакомка,1907,Семинарист,MALE,224,2544
"Блок, Александр Александрович",Незнакомка,1907,Первый Собутыльник,MALE,57,2544
"Блок, Александр Александрович",Незнакомка,1907,Второй собутыльник,MALE,11,2544
"Блок, Александр Александрович",Незнакомка,1907,Верлэн,MALE,29,2544
"Блок, Александр Александрович",Незнакомка,1907,Девушка,FEMALE,76,2544
"Блок, Александр Александрович",Незнакомка,1907,Мужчина,MALE,3,2544
"Блок, Александр Александрович",Незнакомка,1907,Молодой человек,MALE,31,2544
"Блок, Александр Александрович",Незнакомка,1907,Гауптман,MALE,36,2544
"Блок, Александр Александрович",Незнакомка,1907,Поэт,MALE,392,2544
"Блок, Александр Александрович",Незнакомка,1907,Половой,MALE,15,2544
"Блок, Александр Александрович",Незнакомка,1907,Человек в пальто,MALE,94,2544
"Блок, Александр Александрович",Незнакомка,1907,Первый,MALE,47,2544
"Блок, Александр Александрович",Незнакомка,1907,Второй,MALE,12,2544
"Блок, Александр Александрович",Незнакомка,1907,Собеседник,MALE,41,2544
"Блок, Александр Александрович",Незнакомка,1907,Звездочет,MALE,338,2544
"Блок, Александр Александрович",Незнакомка,1907,Разъяренные дворники,MALE,18,2544
"Блок, Александр Александрович",Незнакомка,1907,Голубой,MALE,114,2544
"Блок, Александр Александрович",Незнакомка,1907,Незнакомка,FEMALE,193,2544
"Блок, Александр Александрович",Незнакомка,1907,Господин,MALE,129,2544
"Блок, Александр Александрович",Незнакомка,1907,Хозяин дома,MALE,49,2544
"Блок, Александр Александрович",Незнакомка,1907,Гость,MALE,14,2544
"Блок, Александр Александрович",Незнакомка,1907,Хозяйка,FEMALE,278,2544
"Блок, Александр Александрович",Незнакомка,1907,Молодой человек Жорж,MALE,135,2544
"Блок, Александр Александрович",Незнакомка,1907,Молодой человек Миша,MALE,77,2544
"Блок, Александр Александрович",Незнакомка,1907,Старик,MALE,18,2544
"Блок, Александр Александрович",Незнакомка,1907,Дама,FEMALE,30,2544
"Блок, Александр Александрович",Незнакомка,1907,Рыжий господин,MALE,5,2544
"Блок, Александр Александрович",Незнакомка,1907,Другой,MALE,9,2544
"Блок, Александр Александрович",Незнакомка,1907,Разные голоса,UNKNOWN,9,2544
"Блок, Александр Александрович",Незнакомка,1907,Кто-то,UNKNOWN,11,2544
"Блок, Александр Александрович",Король на площади,1907,Шут,MALE,457,3463
"Блок, Александр Александрович",Король на площади,1907,Первый,MALE,364,3463
"Блок, Александр Александрович",Король на площади,1907,Второй,MALE,207,3463
"Блок, Александр Александрович",Король на площади,1907,Голос Третьего,MALE,41,3463
"Блок, Александр Александрович",Король на площади,1907,Первый рабочий,MALE,4,3463
"Блок, Александр Александрович",Король на площади,1907,Второй рабочий,MALE,16,3463
"Блок, Александр Александрович",Король на площади,1907,Девушка,FEMALE,117,3463
"Блок, Александр Александрович",Король на площади,1907,Юноша,MALE,71,3463
"Блок, Александр Александрович",Король на площади,1907,Продавщица роз,FEMALE,21,3463
"Блок, Александр Александрович",Король на площади,1907,Первый,MALE,61,3463
"Блок, Александр Александрович",Король на площади,1907,Второй,MALE,36,3463
"Блок, Александр Александрович",Король на площади,1907,Первый рабочий,MALE,13,3463
"Блок, Александр Александрович",Король на площади,1907,Второй рабочий,MALE,14,3463
"Блок, Александр Александрович",Король на площади,1907,Поэт,MALE,543,3463
"Блок, Александр Александрович",Король на площади,1907,Зодчий,MALE,437,3463
"Блок, Александр Александрович",Король на площади,1907,Рабочий,MALE,7,3463
"Блок, Александр Александрович",Король на площади,1907,Другой рабочий,MALE,4,3463
"Блок, Александр Александрович",Король на площади,1907,Третий рабочий,MALE,12,3463
"Блок, Александр Александрович",Король на площади,1907,Голоса в толпе,UNKNOWN,187,3463
"Блок, Александр Александрович",Король на площади,1907,Дочь Зодчего,FEMALE,411,3463
"Блок, Александр Александрович",Король на площади,1907,Черный,MALE,57,3463
"Блок, Александр Александрович",Король на площади,1907,Золотой,MALE,34,3463
"Блок, Александр Александрович",Король на площади,1907,Второй,MALE,151,3463
"Блок, Александр Александрович",Король на площади,1907,Первый,MALE,86,3463
"Блок, Александр Александрович",Король на площади,1907,Нищая,FEMALE,28,3463
"Блок, Александр Александрович",Король на площади,1907,Человек с факелом,MALE,10,3463
"Блок, Александр Александрович",Король на площади,1907,Человек в черном,MALE,51,3463
"Блок, Александр Александрович",Король на площади,1907,Тот же обыденный голос,UNKNOWN,21,3463
"Блок, Александр Александрович",Король на площади,1907,Голос нищего,MALE,2,3463
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Семен,MALE,843,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Князь,MALE,1181,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Саша,MALE,2138,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Пронский,MALE,1127,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Оленька,FEMALE,301,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Княжна,FEMALE,1343,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Графиня,FEMALE,3785,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Угаров,MALE,410,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Фиалкин,MALE,582,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Барон,MALE,527,13840
"Шаховской, Александр Александрович","Урок кокеткам, или липецкие воды",1815,Ольгин,MALE,1603,13840
"Шаховской, Александр Александрович","Не любо – не слушай, а лгать не мешай",1818,Зарницкин,MALE,2656,6281
"Шаховской, Александр Александрович","Не любо – не слушай, а лгать не мешай",1818,Дашенька,FEMALE,680,6281
"Шаховской, Александр Александрович","Не любо – не слушай, а лгать не мешай",1818,Митяй,MALE,390,6281
"Шаховской, Александр Александрович","Не любо – не слушай, а лгать не мешай",1818,Мезецкий,MALE,1414,6281
"Шаховской, Александр Александрович","Не любо – не слушай, а лгать не мешай",1818,Княгиня,FEMALE,483,6281
"Шаховской, Александр Александрович","Не любо – не слушай, а лгать не мешай",1818,Хандрина,FEMALE,658,6281
"Шаховской, Александр Александрович",Пустодомы,1819,Ванюша,MALE,900,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Фома,MALE,688,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Инквартус,MALE,655,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Князь,MALE,2335,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Маша,FEMALE,776,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Княжна,FEMALE,159,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Граф,MALE,72,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Графиня,FEMALE,1249,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Княгиня,FEMALE,2446,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Цаплин,MALE,524,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Радимов,MALE,2151,11974
"Шаховской, Александр Александрович",Пустодомы,1819,Слуга,MALE,19,11974
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Вельдюзева,FEMALE,1017,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Фекла,FEMALE,1019,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Раиса,FEMALE,513,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Звонкина,FEMALE,1062,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Майор,MALE,1869,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Максим,MALE,567,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Любим,MALE,1132,9427
"Шаховской, Александр Александрович","Своя семья, или замужняя невеста",1818,Наташа,FEMALE,2248,9427
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Тимофеев,MALE,1559,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Зинаида,FEMALE,998,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Ульяна,FEMALE,300,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Милославский,MALE,2066,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Бунша,MALE,1039,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Иоанн Грозный,MALE,597,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Дьяк,MALE,388,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Опричник,MALE,9,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Шпак,MALE,532,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Якин,MALE,444,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Опричники,MALE,4,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Шведский посол,MALE,94,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Патриарх,MALE,61,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Царица,FEMALE,57,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Гусляры,MALE,15,8189
"Булгаков, Михаил Афанасьевич",Иван Васильевич,1936,Милиция,MALE,26,8189
"Толстой, Лев Николаевич",Живой труп,1900,Няня,FEMALE,41,11407
"Толстой, Лев Николаевич",Живой труп,1900,Анна Павловна,FEMALE,745,11407
"Толстой, Лев Николаевич",Живой труп,1900,Саша,FEMALE,397,11407
"Толстой, Лев Николаевич",Живой труп,1900,Горничная,FEMALE,22,11407
"Толстой, Лев Николаевич",Живой труп,1900,Каренин,MALE,1366,11407
"Толстой, Лев Николаевич",Живой труп,1900,Лиза,FEMALE,1246,11407
"Толстой, Лев Николаевич",Живой труп,1900,Афремов,MALE,127,11407
"Толстой, Лев Николаевич",Живой труп,1900,Федя,MALE,3114,11407
"Толстой, Лев Николаевич",Живой труп,1900,Цыган,MALE,23,11407
"Толстой, Лев Николаевич",Живой труп,1900,Офицер,MALE,21,11407
"Толстой, Лев Николаевич",Живой труп,1900,Музыкант,MALE,24,11407
"Толстой, Лев Николаевич",Живой труп,1900,Цыганка,FEMALE,6,11407
"Толстой, Лев Николаевич",Живой труп,1900,Маша,FEMALE,437,11407
"Толстой, Лев Николаевич",Живой труп,1900,Доктор,MALE,60,11407
"Толстой, Лев Николаевич",Живой труп,1900,Коротков,MALE,89,11407
"Толстой, Лев Николаевич",Живой труп,1900,Стахович,MALE,68,11407
"Толстой, Лев Николаевич",Живой труп,1900,Лакей (II/2/2),MALE,11,11407
"Толстой, Лев Николаевич",Живой труп,1900,Буткевич,MALE,14,11407
"Толстой, Лев Николаевич",Живой труп,1900,Лакей (III/1/2),MALE,3,11407
"Толстой, Лев Николаевич",Живой труп,1900,Анна Дмитриевна,FEMALE,1008,11407
"Толстой, Лев Николаевич",Живой труп,1900,Князь Абрезков,MALE,754,11407
"Толстой, Лев Николаевич",Живой труп,1900,Лакей (III/1/5),MALE,3,11407
"Толстой, Лев Николаевич",Живой труп,1900,Настасья Ивановна,FEMALE,60,11407
"Толстой, Лев Николаевич",Живой труп,1900,Иван Макарович,MALE,76,11407
"Толстой, Лев Николаевич",Живой труп,1900,Половой,MALE,14,11407
"Толстой, Лев Николаевич",Живой труп,1900,Иван Петрович,MALE,301,11407
"Толстой, Лев Николаевич",Живой труп,1900,Лакей (IV/2/3),MALE,2,11407
"Толстой, Лев Николаевич",Живой труп,1900,Вознесенский,MALE,55,11407
